Year,Sex,Age group,Value
2012,Both sexes,60 to 64 years,0
2012,Males,60 to 64 years,0
2012,Females,60 to 64 years,0
2012,Both sexes,65 to 69 years,0
2012,Males,65 to 69 years,0
2012,Females,65 to 69 years,0
2012,Both sexes,70 to 74 years,0
2012,Males,70 to 74 years,0
2012,Females,70 to 74 years,0
2012,Both sexes,75 to 79 years,0
2012,Males,75 to 79 years,0
2012,Females,75 to 79 years,0
2012,Both sexes,80 to 84 years,2
2012,Males,80 to 84 years,2
2012,Females,80 to 84 years,0
2012,Both sexes,85 to 89 years,0
2012,Males,85 to 89 years,0
2012,Females,85 to 89 years,0
2012,Both sexes,90 years and over,1
2012,Males,90 years and over,1
2012,Females,90 years and over,0
2012,Both sexes,"Age, not stated",0
2012,Males,"Age, not stated",0
2012,Females,"Age, not stated",0
2013,,,14
2013,Males,"Total, all ages",11
2013,Females,"Total, all ages",3
2013,Both sexes,Under 1 years,0
2013,Males,Under 1 years,0
2013,Females,Under 1 years,0
2013,Both sexes,1 to 4 years,2
2013,Males,1 to 4 years,1
2013,Females,1 to 4 years,1
2013,Both sexes,5 to 9 years,0
2013,Males,5 to 9 years,0
2013,Females,5 to 9 years,0
2013,Both sexes,10 to 14 years,0
2013,Males,10 to 14 years,0
2013,Females,10 to 14 years,0
2013,Both sexes,15 to 19 years,0
2013,Males,15 to 19 years,0
2013,Females,15 to 19 years,0
2013,Both sexes,20 to 24 years,0
2013,Males,20 to 24 years,0
2013,Females,20 to 24 years,0
2013,Both sexes,25 to 29 years,0
2013,Males,25 to 29 years,0
2013,Females,25 to 29 years,0
2013,Both sexes,30 to 34 years,1
2013,Males,30 to 34 years,1
2013,Females,30 to 34 years,0
2013,Both sexes,35 to 39 years,2
2013,Males,35 to 39 years,1
2013,Females,35 to 39 years,1
2013,Both sexes,40 to 44 years,0
2013,Males,40 to 44 years,0
2013,Females,40 to 44 years,0
2013,Both sexes,45 to 49 years,1
2013,Males,45 to 49 years,1
2013,Females,45 to 49 years,0
2013,Both sexes,50 to 54 years,1
2013,Males,50 to 54 years,1
2013,Females,50 to 54 years,0
2013,Both sexes,55 to 59 years,2
2013,Males,55 to 59 years,2
2013,Females,55 to 59 years,0
2013,Both sexes,60 to 64 years,0
2013,Males,60 to 64 years,0
2013,Females,60 to 64 years,0
2013,Both sexes,65 to 69 years,1
2013,Males,65 to 69 years,0
2013,Females,65 to 69 years,1
2013,Both sexes,70 to 74 years,2
2013,Males,70 to 74 years,2
2013,Females,70 to 74 years,0
2013,Both sexes,75 to 79 years,0
2013,Males,75 to 79 years,0
2013,Females,75 to 79 years,0
2013,Both sexes,80 to 84 years,1
2013,Males,80 to 84 years,1
2013,Females,80 to 84 years,0
2013,Both sexes,85 to 89 years,0
2013,Males,85 to 89 years,0
2013,Females,85 to 89 years,0
2013,Both sexes,90 years and over,1
2013,Males,90 years and over,1
2013,Females,90 years and over,0
2013,Both sexes,"Age, not stated",0
2013,Males,"Age, not stated",0
2013,Females,"Age, not stated",0
2014,,,7
2014,Males,"Total, all ages",4
2014,Females,"Total, all ages",3
2014,Both sexes,Under 1 years,0
2014,Males,Under 1 years,0
2014,Females,Under 1 years,0
2014,Both sexes,1 to 4 years,1
2014,Males,1 to 4 years,0
2014,Females,1 to 4 years,1
2014,Both sexes,5 to 9 years,0
2014,Males,5 to 9 years,0
2014,Females,5 to 9 years,0
2014,Both sexes,10 to 14 years,0
2014,Males,10 to 14 years,0
2014,Females,10 to 14 years,0
2014,Both sexes,15 to 19 years,1
2014,Males,15 to 19 years,1
2014,Females,15 to 19 years,0
2014,Both sexes,20 to 24 years,0
2014,Males,20 to 24 years,0
2014,Females,20 to 24 years,0
2014,Both sexes,25 to 29 years,0
2014,Males,25 to 29 years,0
2014,Females,25 to 29 years,0
2014,Both sexes,30 to 34 years,0
2014,Males,30 to 34 years,0
2014,Females,30 to 34 years,0
2014,Both sexes,35 to 39 years,1
2014,Males,35 to 39 years,1
2014,Females,35 to 39 years,0
2014,Both sexes,40 to 44 years,0
2014,Males,40 to 44 years,0
2014,Females,40 to 44 years,0
2014,Both sexes,45 to 49 years,1
2014,Males,45 to 49 years,0
2014,Females,45 to 49 years,1
2014,Both sexes,50 to 54 years,1
2014,Males,50 to 54 years,1
2014,Females,50 to 54 years,0
2014,Both sexes,55 to 59 years,0
2014,Males,55 to 59 years,0
2014,Females,55 to 59 years,0
2014,Both sexes,60 to 64 years,1
2014,Males,60 to 64 years,1
2014,Females,60 to 64 years,0
2014,Both sexes,65 to 69 years,0
2014,Males,65 to 69 years,0
2014,Females,65 to 69 years,0
2014,Both sexes,70 to 74 years,1
2014,Males,70 to 74 years,0
2014,Females,70 to 74 years,1
2014,Both sexes,75 to 79 years,0
2014,Males,75 to 79 years,0
2014,Females,75 to 79 years,0
2014,Both sexes,80 to 84 years,0
2014,Males,80 to 84 years,0
2014,Females,80 to 84 years,0
2014,Both sexes,85 to 89 years,0
2014,Males,85 to 89 years,0
2014,Females,85 to 89 years,0
2014,Both sexes,90 years and over,0
2014,Males,90 years and over,0
2014,Females,90 years and over,0
2014,Both sexes,"Age, not stated",0
2014,Males,"Age, not stated",0
2014,Females,"Age, not stated",0
2015,,,8
2015,Males,"Total, all ages",6
2015,Females,"Total, all ages",2
2015,Both sexes,Under 1 years,0
2015,Males,Under 1 years,0
2015,Females,Under 1 years,0
2015,Both sexes,1 to 4 years,1
2015,Males,1 to 4 years,0
2015,Females,1 to 4 years,1
2015,Both sexes,5 to 9 years,0
2015,Males,5 to 9 years,0
2015,Females,5 to 9 years,0
2015,Both sexes,10 to 14 years,0
2015,Males,10 to 14 years,0
2015,Females,10 to 14 years,0
2015,Both sexes,15 to 19 years,0
2015,Males,15 to 19 years,0
2015,Females,15 to 19 years,0
2015,Both sexes,20 to 24 years,0
2015,Males,20 to 24 years,0
2015,Females,20 to 24 years,0
2015,Both sexes,25 to 29 years,1
2015,Males,25 to 29 years,1
2015,Females,25 to 29 years,0
2015,Both sexes,30 to 34 years,0
2015,Males,30 to 34 years,0
2015,Females,30 to 34 years,0
2015,Both sexes,35 to 39 years,0
2015,Males,35 to 39 years,0
2015,Females,35 to 39 years,0
2015,Both sexes,40 to 44 years,2
2015,Males,40 to 44 years,2
2015,Females,40 to 44 years,0
2015,Both sexes,45 to 49 years,2
2015,Males,45 to 49 years,2
2015,Females,45 to 49 years,0
2015,Both sexes,50 to 54 years,0
2015,Males,50 to 54 years,0
2015,Females,50 to 54 years,0
2015,Both sexes,55 to 59 years,1
2015,Males,55 to 59 years,1
2015,Females,55 to 59 years,0
2015,Both sexes,60 to 64 years,1
2015,Males,60 to 64 years,0
2015,Females,60 to 64 years,1
2015,Both sexes,65 to 69 years,0
2015,Males,65 to 69 years,0
2015,Females,65 to 69 years,0
2015,Both sexes,70 to 74 years,0
2015,Males,70 to 74 years,0
2015,Females,70 to 74 years,0
2015,Both sexes,75 to 79 years,0
2015,Males,75 to 79 years,0
2015,Females,75 to 79 years,0
2015,Both sexes,80 to 84 years,0
2015,Males,80 to 84 years,0
2015,Females,80 to 84 years,0
2015,Both sexes,85 to 89 years,0
2015,Males,85 to 89 years,0
2015,Females,85 to 89 years,0
2015,Both sexes,90 years and over,0
2015,Males,90 years and over,0
2015,Females,90 years and over,0
2015,Both sexes,"Age, not stated",0
2015,Males,"Age, not stated",0
2015,Females,"Age, not stated",0
2016,,,5
2016,Males,"Total, all ages",3
2016,Females,"Total, all ages",2
2016,Both sexes,Under 1 years,2
2016,Males,Under 1 years,1
2016,Females,Under 1 years,1
2016,Both sexes,1 to 4 years,0
2016,Males,1 to 4 years,0
2016,Females,1 to 4 years,0
2016,Both sexes,5 to 9 years,0
2016,Males,5 to 9 years,0
2016,Females,5 to 9 years,0
2016,Both sexes,10 to 14 years,0
2016,Males,10 to 14 years,0
2016,Females,10 to 14 years,0
2016,Both sexes,15 to 19 years,0
2016,Males,15 to 19 years,0
2016,Females,15 to 19 years,0
2016,Both sexes,20 to 24 years,0
2016,Males,20 to 24 years,0
2016,Females,20 to 24 years,0
2016,Both sexes,25 to 29 years,0
2016,Males,25 to 29 years,0
2016,Females,25 to 29 years,0
2016,Both sexes,30 to 34 years,0
2016,Males,30 to 34 years,0
2016,Females,30 to 34 years,0
2016,Both sexes,35 to 39 years,1
2016,Males,35 to 39 years,1
2016,Females,35 to 39 years,0
2016,Both sexes,40 to 44 years,1
2016,Males,40 to 44 years,0
2016,Females,40 to 44 years,1
2016,Both sexes,45 to 49 years,0
2016,Males,45 to 49 years,0
2016,Females,45 to 49 years,0
2016,Both sexes,50 to 54 years,0
2016,Males,50 to 54 years,0
2016,Females,50 to 54 years,0
2016,Both sexes,55 to 59 years,0
2016,Males,55 to 59 years,0
2016,Females,55 to 59 years,0
2016,Both sexes,60 to 64 years,0
2016,Males,60 to 64 years,0
2016,Females,60 to 64 years,0
2016,Both sexes,65 to 69 years,1
2016,Males,65 to 69 years,1
2016,Females,65 to 69 years,0
2016,Both sexes,70 to 74 years,0
2016,Males,70 to 74 years,0
2016,Females,70 to 74 years,0
2016,Both sexes,75 to 79 years,0
2016,Males,75 to 79 years,0
2016,Females,75 to 79 years,0
2016,Both sexes,80 to 84 years,0
2016,Males,80 to 84 years,0
2016,Females,80 to 84 years,0
2016,Both sexes,85 to 89 years,0
2016,Males,85 to 89 years,0
2016,Females,85 to 89 years,0
2016,Both sexes,90 years and over,0
2016,Males,90 years and over,0
2016,Females,90 years and over,0
2016,Both sexes,"Age, not stated",0
2016,Males,"Age, not stated",0
2016,Females,"Age, not stated",0
2017,,,3
2017,Males,"Total, all ages",3
2017,Females,"Total, all ages",0
2017,Both sexes,Under 1 years,0
2017,Males,Under 1 years,0
2017,Females,Under 1 years,0
2017,Both sexes,1 to 4 years,1
2017,Males,1 to 4 years,1
2017,Females,1 to 4 years,0
2017,Both sexes,5 to 9 years,0
2017,Males,5 to 9 years,0
2017,Females,5 to 9 years,0
2017,Both sexes,10 to 14 years,0
2017,Males,10 to 14 years,0
2017,Females,10 to 14 years,0
2017,Both sexes,15 to 19 years,0
2017,Males,15 to 19 years,0
2017,Females,15 to 19 years,0
2017,Both sexes,20 to 24 years,0
2017,Males,20 to 24 years,0
2017,Females,20 to 24 years,0
2017,Both sexes,25 to 29 years,0
2017,Males,25 to 29 years,0
2017,Females,25 to 29 years,0
2017,Both sexes,30 to 34 years,1
2017,Males,30 to 34 years,1
2017,Females,30 to 34 years,0
2017,Both sexes,35 to 39 years,0
2017,Males,35 to 39 years,0
2017,Females,35 to 39 years,0
2017,Both sexes,40 to 44 years,1
2017,Males,40 to 44 years,1
2017,Females,40 to 44 years,0
2017,Both sexes,45 to 49 years,0
2017,Males,45 to 49 years,0
2017,Females,45 to 49 years,0
2017,Both sexes,50 to 54 years,0
2017,Males,50 to 54 years,0
2017,Females,50 to 54 years,0
2017,Both sexes,55 to 59 years,0
2017,Males,55 to 59 years,0
2017,Females,55 to 59 years,0
2017,Both sexes,60 to 64 years,0
2017,Males,60 to 64 years,0
2017,Females,60 to 64 years,0
2017,Both sexes,65 to 69 years,0
2017,Males,65 to 69 years,0
2017,Females,65 to 69 years,0
2017,Both sexes,70 to 74 years,0
2017,Males,70 to 74 years,0
2017,Females,70 to 74 years,0
2017,Both sexes,75 to 79 years,0
2017,Males,75 to 79 years,0
2017,Females,75 to 79 years,0
2017,Both sexes,80 to 84 years,0
2017,Males,80 to 84 years,0
2017,Females,80 to 84 years,0
2017,Both sexes,85 to 89 years,0
2017,Males,85 to 89 years,0
2017,Females,85 to 89 years,0
2017,Both sexes,90 years and over,0
2017,Males,90 years and over,0
2017,Females,90 years and over,0
2017,Both sexes,"Age, not stated",0
2017,Males,"Age, not stated",0
2017,Females,"Age, not stated",0
2018,,,160
2018,Males,"Total, all ages",95
2018,Females,"Total, all ages",65
2018,Both sexes,Under 1 years,1
2018,Males,Under 1 years,1
2018,Females,Under 1 years,0
2018,Both sexes,1 to 4 years,2
2018,Males,1 to 4 years,1
2018,Females,1 to 4 years,1
2018,Both sexes,5 to 9 years,0
2018,Males,5 to 9 years,0
2018,Females,5 to 9 years,0
2018,Both sexes,10 to 14 years,0
2018,Males,10 to 14 years,0
2018,Females,10 to 14 years,0
2018,Both sexes,15 to 19 years,0
2018,Males,15 to 19 years,0
2018,Females,15 to 19 years,0
2018,Both sexes,20 to 24 years,0
2018,Males,20 to 24 years,0
2018,Females,20 to 24 years,0
2018,Both sexes,25 to 29 years,1
2018,Males,25 to 29 years,1
2018,Females,25 to 29 years,0
2018,Both sexes,30 to 34 years,1
2018,Males,30 to 34 years,1
2018,Females,30 to 34 years,0
2018,Both sexes,35 to 39 years,2
2018,Males,35 to 39 years,2
2018,Females,35 to 39 years,0
2018,Both sexes,40 to 44 years,6
2018,Males,40 to 44 years,6
2018,Females,40 to 44 years,0
2018,Both sexes,45 to 49 years,4
2018,Males,45 to 49 years,3
2018,Females,45 to 49 years,1
2018,Both sexes,50 to 54 years,8
2018,Males,50 to 54 years,5
2018,Females,50 to 54 years,3
2018,Both sexes,55 to 59 years,20
2018,Males,55 to 59 years,12
2018,Females,55 to 59 years,8
2018,Both sexes,60 to 64 years,29
2018,Males,60 to 64 years,22
2018,Females,60 to 64 years,7
2018,Both sexes,65 to 69 years,16
2018,Males,65 to 69 years,10
2018,Females,65 to 69 years,6
2018,Both sexes,70 to 74 years,25
2018,Males,70 to 74 years,14
2018,Females,70 to 74 years,11
2018,Both sexes,75 to 79 years,11
2018,Males,75 to 79 years,7
2018,Females,75 to 79 years,4
2018,Both sexes,80 to 84 years,11
2018,Males,80 to 84 years,2
2018,Females,80 to 84 years,9
2018,Both sexes,85 to 89 years,11
2018,Males,85 to 89 years,4
2018,Females,85 to 89 years,7
2018,Both sexes,90 years and over,12
2018,Males,90 years and over,4
2018,Females,90 years and over,8
2018,Both sexes,"Age, not stated",0
2018,Males,"Age, not stated",0
2018,Females,"Age, not stated",0
2019,,,28
2019,Males,"Total, all ages",22
2019,Females,"Total, all ages",6
2019,Both sexes,Under 1 years,0
2019,Males,Under 1 years,0
2019,Females,Under 1 years,0
2019,Both sexes,1 to 4 years,0
2019,Males,1 to 4 years,0
2019,Females,1 to 4 years,0
2019,Both sexes,5 to 9 years,0
2019,Males,5 to 9 years,0
2019,Females,5 to 9 years,0
2019,Both sexes,10 to 14 years,0
2019,Males,10 to 14 years,0
2019,Females,10 to 14 years,0
2019,Both sexes,15 to 19 years,0
2019,Males,15 to 19 years,0
2019,Females,15 to 19 years,0
2019,Both sexes,20 to 24 years,1
2019,Males,20 to 24 years,1
2019,Females,20 to 24 years,0
2019,Both sexes,25 to 29 years,0
2019,Males,25 to 29 years,0
2019,Females,25 to 29 years,0
2019,Both sexes,30 to 34 years,1
2019,Males,30 to 34 years,1
2019,Females,30 to 34 years,0
2019,Both sexes,35 to 39 years,1
2019,Males,35 to 39 years,0
2019,Females,35 to 39 years,1
2019,Both sexes,40 to 44 years,0
2019,Males,40 to 44 years,0
2019,Females,40 to 44 years,0
2019,Both sexes,45 to 49 years,1
2019,Males,45 to 49 years,0
2019,Females,45 to 49 years,1
2019,Both sexes,50 to 54 years,1
2019,Males,50 to 54 years,1
2019,Females,50 to 54 years,0
2019,Both sexes,55 to 59 years,3
2019,Males,55 to 59 years,3
2019,Females,55 to 59 years,0
2019,Both sexes,60 to 64 years,6
2019,Males,60 to 64 years,5
2019,Females,60 to 64 years,1
2019,Both sexes,65 to 69 years,2
2019,Males,65 to 69 years,2
2019,Females,65 to 69 years,0
2019,Both sexes,70 to 74 years,2
2019,Males,70 to 74 years,2
2019,Females,70 to 74 years,0
2019,Both sexes,75 to 79 years,1
2019,Males,75 to 79 years,1
2019,Females,75 to 79 years,0
2019,Both sexes,80 to 84 years,5
2019,Males,80 to 84 years,3
2019,Females,80 to 84 years,2
2019,Both sexes,85 to 89 years,2
2019,Males,85 to 89 years,2
2019,Females,85 to 89 years,0
2019,Both sexes,90 years and over,2
2019,Males,90 years and over,1
2019,Females,90 years and over,1
2019,Both sexes,"Age, not stated",0
2019,Males,"Age, not stated",0
2019,Females,"Age, not stated",0
2020,,,59
2020,Males,"Total, all ages",42
2020,Females,"Total, all ages",17
2020,Both sexes,Under 1 years,0
2020,Males,Under 1 years,0
2020,Females,Under 1 years,0
2020,Both sexes,1 to 4 years,0
2020,Males,1 to 4 years,0
2020,Females,1 to 4 years,0
2020,Both sexes,5 to 9 years,0
2020,Males,5 to 9 years,0
2020,Females,5 to 9 years,0
2020,Both sexes,10 to 14 years,0
2020,Males,10 to 14 years,0
2020,Females,10 to 14 years,0
2020,Both sexes,15 to 19 years,0
2020,Males,15 to 19 years,0
2020,Females,15 to 19 years,0
2020,Both sexes,20 to 24 years,0
2020,Males,20 to 24 years,0
2020,Females,20 to 24 years,0
2020,Both sexes,25 to 29 years,0
2020,Males,25 to 29 years,0
2020,Females,25 to 29 years,0
2020,Both sexes,30 to 34 years,1
2020,Males,30 to 34 years,0
2020,Females,30 to 34 years,1
2020,Both sexes,35 to 39 years,0
2020,Males,35 to 39 years,0
2020,Females,35 to 39 years,0
2020,Both sexes,40 to 44 years,0
2020,Males,40 to 44 years,0
2020,Females,40 to 44 years,0
2020,Both sexes,45 to 49 years,2
2020,Males,45 to 49 years,2
2020,Females,45 to 49 years,0
2020,Both sexes,50 to 54 years,7
2020,Males,50 to 54 years,6
2020,Females,50 to 54 years,1
2020,Both sexes,55 to 59 years,7
2020,Males,55 to 59 years,5
2020,Females,55 to 59 years,2
2020,Both sexes,60 to 64 years,9
2020,Males,60 to 64 years,7
2020,Females,60 to 64 years,2
2020,Both sexes,65 to 69 years,7
2020,Males,65 to 69 years,5
2020,Females,65 to 69 years,2
2020,Both sexes,70 to 74 years,8
2020,Males,70 to 74 years,6
2020,Females,70 to 74 years,2
2020,Both sexes,75 to 79 years,5
2020,Males,75 to 79 years,5
2020,Females,75 to 79 years,0
2020,Both sexes,80 to 84 years,5
2020,Males,80 to 84 years,2
2020,Females,80 to 84 years,3
2020,Both sexes,85 to 89 years,2
2020,Males,85 to 89 years,2
2020,Females,85 to 89 years,0
2020,Both sexes,90 years and over,6
2020,Males,90 years and over,2
2020,Females,90 years and over,4
2020,Both sexes,"Age, not stated",0
2020,Males,"Age, not stated",0
2020,Females,"Age, not stated",0
2021,,,602
2021,Males,"Total, all ages",318
2021,Females,"Total, all ages",284
2021,Both sexes,Under 1 years,0
2021,Males,Under 1 years,0
2021,Females,Under 1 years,0
2021,Both sexes,1 to 4 years,0
2021,Males,1 to 4 years,0
2021,Females,1 to 4 years,0
2021,Both sexes,5 to 9 years,0
2021,Males,5 to 9 years,0
2021,Females,5 to 9 years,0
2021,Both sexes,10 to 14 years,0
2021,Males,10 to 14 years,0
2021,Females,10 to 14 years,0
2021,Both sexes,15 to 19 years,2
2021,Males,15 to 19 years,2
2021,Females,15 to 19 years,0
2021,Both sexes,20 to 24 years,0
2021,Males,20 to 24 years,0
2021,Females,20 to 24 years,0
2021,Both sexes,25 to 29 years,0
2021,Males,25 to 29 years,0
2021,Females,25 to 29 years,0
2021,Both sexes,30 to 34 years,3
2021,Males,30 to 34 years,1
2021,Females,30 to 34 years,2
2021,Both sexes,35 to 39 years,4
2021,Males,35 to 39 years,3
2021,Females,35 to 39 years,1
2021,Both sexes,40 to 44 years,11
2021,Males,40 to 44 years,10
2021,Females,40 to 44 years,1
2021,Both sexes,45 to 49 years,7
2021,Males,45 to 49 years,6
2021,Females,45 to 49 years,1
2021,Both sexes,50 to 54 years,10
2021,Males,50 to 54 years,9
2021,Females,50 to 54 years,1
2021,Both sexes,55 to 59 years,32
2021,Males,55 to 59 years,18
2021,Females,55 to 59 years,14
2021,Both sexes,60 to 64 years,60
2021,Males,60 to 64 years,38
2021,Females,60 to 64 years,22
2021,Both sexes,65 to 69 years,78
2021,Males,65 to 69 years,54
2021,Females,65 to 69 years,24
2021,Both sexes,70 to 74 years,85
2021,Males,70 to 74 years,51
2021,Females,70 to 74 years,34
2021,Both sexes,75 to 79 years,81
2021,Males,75 to 79 years,37
2021,Females,75 to 79 years,44
2021,Both sexes,80 to 84 years,80
2021,Males,80 to 84 years,33
2021,Females,80 to 84 years,47
2021,Both sexes,85 to 89 years,70
2021,Males,85 to 89 years,28
2021,Females,85 to 89 years,42
2021,Both sexes,90 years and over,79
2021,Males,90 years and over,28
2021,Females,90 years and over,51
2021,Both sexes,"Age, not stated",0
2021,Males,"Age, not stated",0
2021,Females,"Age, not stated",0
2022,,,35
2022,Males,"Total, all ages",18
2022,Females,"Total, all ages",17
2022,Both sexes,Under 1 years,1
2022,Males,Under 1 years,0
2022,Females,Under 1 years,1
2022,Both sexes,1 to 4 years,2
2022,Males,1 to 4 years,2
2022,Females,1 to 4 years,0
2022,Both sexes,5 to 9 years,0
2022,Males,5 to 9 years,0
2022,Females,5 to 9 years,0
2022,Both sexes,10 to 14 years,0
2022,Males,10 to 14 years,0
2022,Females,10 to 14 years,0
2022,Both sexes,15 to 19 years,1
2022,Males,15 to 19 years,1
2022,Females,15 to 19 years,0
2022,Both sexes,20 to 24 years,0
2022,Males,20 to 24 years,0
2022,Females,20 to 24 years,0
2022,Both sexes,25 to 29 years,0
2022,Males,25 to 29 years,0
2022,Females,25 to 29 years,0
2022,Both sexes,30 to 34 years,0
2022,Males,30 to 34 years,0
2022,Females,30 to 34 years,0
2022,Both sexes,35 to 39 years,0
2022,Males,35 to 39 years,0
2022,Females,35 to 39 years,0
2022,Both sexes,40 to 44 years,0
2022,Males,40 to 44 years,0
2022,Females,40 to 44 years,0
2022,Both sexes,45 to 49 years,1
2022,Males,45 to 49 years,1
2022,Females,45 to 49 years,0
2022,Both sexes,50 to 54 years,2
2022,Males,50 to 54 years,0
2022,Females,50 to 54 years,2
2022,Both sexes,55 to 59 years,4
2022,Males,55 to 59 years,3
2022,Females,55 to 59 years,1
2022,Both sexes,60 to 64 years,5
2022,Males,60 to 64 years,2
2022,Females,60 to 64 years,3
2022,Both sexes,65 to 69 years,2
2022,Males,65 to 69 years,1
2022,Females,65 to 69 years,1
2022,Both sexes,70 to 74 years,3
2022,Males,70 to 74 years,1
2022,Females,70 to 74 years,2
2022,Both sexes,75 to 79 years,5
2022,Males,75 to 79 years,3
2022,Females,75 to 79 years,2
2022,Both sexes,80 to 84 years,4
2022,Males,80 to 84 years,1
2022,Females,80 to 84 years,3
2022,Both sexes,85 to 89 years,4
2022,Males,85 to 89 years,2
2022,Females,85 to 89 years,2
2022,Both sexes,90 years and over,1
2022,Males,90 years and over,1
2022,Females,90 years and over,0
2022,Both sexes,"Age, not stated",0
2022,Males,"Age, not stated",0
2022,Females,"Age, not stated",0
2023,,,18
2023,Males,"Total, all ages",10
2023,Females,"Total, all ages",8
2023,Both sexes,Under 1 years,0
2023,Males,Under 1 years,0
2023,Females,Under 1 years,0
2023,Both sexes,1 to 4 years,0
2023,Males,1 to 4 years,0
2023,Females,1 to 4 years,0
2023,Both sexes,5 to 9 years,0
2023,Males,5 to 9 years,0
2023,Females,5 to 9 years,0
2023,Both sexes,10 to 14 years,0
2023,Males,10 to 14 years,0
2023,Females,10 to 14 years,0
2023,Both sexes,15 to 19 years,0
2023,Males,15 to 19 years,0
2023,Females,15 to 19 years,0
2023,Both sexes,20 to 24 years,0
2023,Males,20 to 24 years,0
2023,Females,20 to 24 years,0
2023,Both sexes,25 to 29 years,0
2023,Males,25 to 29 years,0
2023,Females,25 to 29 years,0
2023,Both sexes,30 to 34 years,0
2023,Males,30 to 34 years,0
2023,Females,30 to 34 years,0
2023,Both sexes,35 to 39 years,0
2023,Males,35 to 39 years,0
2023,Females,35 to 39 years,0
2023,Both sexes,40 to 44 years,0
2023,Males,40 to 44 years,0
2023,Females,40 to 44 years,0
2023,Both sexes,45 to 49 years,0
2023,Males,45 to 49 years,0
2023,Females,45 to 49 years,0
2023,Both sexes,50 to 54 years,1
2023,Males,50 to 54 years,0
2023,Females,50 to 54 years,1
2023,Both sexes,55 to 59 years,2
2023,Males,55 to 59 years,1
2023,Females,55 to 59 years,1
2023,Both sexes,60 to 64 years,1
2023,Males,60 to 64 years,1
2023,Females,60 to 64 years,0
2023,Both sexes,65 to 69 years,4
2023,Males,65 to 69 years,4
2023,Females,65 to 69 years,0
2023,Both sexes,70 to 74 years,1
2023,Males,70 to 74 years,1
2023,Females,70 to 74 years,0
2023,Both sexes,75 to 79 years,3
2023,Males,75 to 79 years,1
2023,Females,75 to 79 years,2
2023,Both sexes,80 to 84 years,2
2023,Males,80 to 84 years,1
2023,Females,80 to 84 years,1
2023,Both sexes,85 to 89 years,2
2023,Males,85 to 89 years,0
2023,Females,85 to 89 years,2
2023,Both sexes,90 years and over,2
2023,Males,90 years and over,1
2023,Females,90 years and over,1
2023,Both sexes,"Age, not stated",0
2023,Males,"Age, not stated",0
2023,Females,"Age, not stated",0
2024,,,46
2024,Males,"Total, all ages",29
2024,Females,"Total, all ages",17
2024,Both sexes,Under 1 years,0
2024,Males,Under 1 years,0
2024,Females,Under 1 years,0
2024,Both sexes,1 to 4 years,0
2024,Males,1 to 4 years,0
2024,Females,1 to 4 years,0
2024,Both sexes,5 to 9 years,0
2024,Males,5 to 9 years,0
2024,Females,5 to 9 years,0
2024,Both sexes,10 to 14 years,0
2024,Males,10 to 14 years,0
2024,Females,10 to 14 years,0
2024,Both sexes,15 to 19 years,0
2024,Males,15 to 19 years,0
2024,Females,15 to 19 years,0
2024,Both sexes,20 to 24 years,1
2024,Males,20 to 24 years,1
2024,Females,20 to 24 years,0
2024,Both sexes,25 to 29 years,0
2024,Males,25 to 29 years,0
2024,Females,25 to 29 years,0
2024,Both sexes,30 to 34 years,1
2024,Males,30 to 34 years,1
2024,Females,30 to 34 years,0
2024,Both sexes,35 to 39 years,2
2024,Males,35 to 39 years,2
2024,Females,35 to 39 years,0
2024,Both sexes,40 to 44 years,0
2024,Males,40 to 44 years,0
2024,Females,40 to 44 years,0
2024,Both sexes,45 to 49 years,3
2024,Males,45 to 49 years,3
2024,Females,45 to 49 years,0
2024,Both sexes,50 to 54 years,1
2024,Males,50 to 54 years,1
2024,Females,50 to 54 years,0
2024,Both sexes,55 to 59 years,1
2024,Males,55 to 59 years,1
2024,Females,55 to 59 years,0
2024,Both sexes,60 to 64 years,2
2024,Males,60 to 64 years,2
2024,Females,60 to 64 years,0
2024,Both sexes,65 to 69 years,9
2024,Males,65 to 69 years,5
2024,Females,65 to 69 years,4
2024,Both sexes,70 to 74 years,5
2024,Males,70 to 74 years,3
2024,Females,70 to 74 years,2
2024,Both sexes,75 to 79 years,7
2024,Males,75 to 79 years,4
2024,Females,75 to 79 years,3
2024,Both sexes,80 to 84 years,7
2024,Males,80 to 84 years,4
2024,Females,80 to 84 years,3
2024,Both sexes,85 to 89 years,5
2024,Males,85 to 89 years,2
2024,Females,85 to 89 years,3
2024,Both sexes,90 years and over,2
2024,Males,90 years and over,0
2024,Females,90 years and over,2
2024,Both sexes,"Age, not stated",0
2024,Males,"Age, not stated",0
2024,Females,"Age, not stated",0
