Value,Disaggregation combinations using this value,Number of indicators
Crustaceans,10,1
Groundfish,10,1
Large pelagics,10,1
Marine Mammals,10,1
Molluscs,10,1
Others,10,1
Salmonids,10,1
Small pelagics,10,1
