Value,Disaggregation combinations using this value,Number of indicators
data.Coke oven gas,14,1
data.Coke,26,1
data.Gas plant natural gas liquids (NGL's),164,1
data.Hydroelectricity,179,1
data.Natural gas,139,1
data.Nuclear,40,1
data.Steam,49,1
data.Total coal,49,1
data.Total primary and secondary energy,193,1
data.Total refined petroleum products,194,1
