Value,Disaggregation combinations using this value,Number of indicators
data.Earthquake,1,1
data.Epidemic,1,1
data.Flood,1,1
data.Heat Event,1,1
data.Hurricane / Typhoon / Tropical Storm,1,1
data.Landslide,1,1
data.Storm Surge,1,1
data.Storm - Unspecified / Other,1,1
data.Storms and Severe Thunderstorms,1,1
data.Tornado,1,1
data.Wildfire,1,1
data.Winter Storm,1,1
