Year,data.Geography,data.Core public infrastructure assets,data.Type of municipality by population size,GeoCode,Value
2018,data.Ontario,data.Wastewater,data.All rural municipalities,35,44.56
2018,data.Ontario,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",35,37.63
2018,data.Ontario,data.Wastewater,"data.Rural municipalities, population 5,000 or more",35,51.0
2018,data.Ontario,data.Solid waste,data.All municipalities,35,35.82
2018,data.Ontario,data.Solid waste,data.All urban municipalities,35,36.07
2018,data.Ontario,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",35,7.69
2018,data.Ontario,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",35,42.86
2018,data.Ontario,data.Solid waste,"data.Urban municipalities, population 30,000 or more",35,44.44
2018,data.Ontario,data.Solid waste,data.All rural municipalities,35,35.29
2018,data.Ontario,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",35,38.3
2018,data.Ontario,data.Solid waste,"data.Rural municipalities, population 5,000 or more",35,29.63
2018,data.Manitoba,data.Potable water,data.All municipalities,46,37.82
2018,data.Manitoba,data.Potable water,data.All urban municipalities,46,53.85
2018,data.Manitoba,data.Potable water,"data.Urban municipalities, population 1 to 4,999",46,46.15
2018,data.Manitoba,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",46,54.55
2018,data.Manitoba,data.Potable water,"data.Urban municipalities, population 30,000 or more",46,100.0
2018,data.Manitoba,data.Potable water,data.All rural municipalities,46,32.26
2018,data.Manitoba,data.Potable water,"data.Rural municipalities, population 1 to 4,999",46,30.0
2018,data.Manitoba,data.Potable water,"data.Rural municipalities, population 5,000 or more",46,46.15
2018,data.Manitoba,data.Stormwater,data.All municipalities,46,44.23
2018,data.Manitoba,data.Stormwater,data.All urban municipalities,46,54.84
2018,data.Manitoba,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",46,52.94
2018,data.Manitoba,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",46,54.55
2018,data.Manitoba,data.Stormwater,"data.Urban municipalities, population 30,000 or more",46,100.0
2018,data.Manitoba,data.Stormwater,data.All rural municipalities,46,40.54
2018,data.Manitoba,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",46,40.0
2018,data.Manitoba,data.Stormwater,"data.Rural municipalities, population 5,000 or more",46,42.86
2018,data.Manitoba,data.Wastewater,data.All municipalities,46,45.93
2018,data.Manitoba,data.Wastewater,data.All urban municipalities,46,54.84
2018,data.Manitoba,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",46,52.94
2018,data.Manitoba,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",46,54.55
2018,data.Manitoba,data.Wastewater,"data.Urban municipalities, population 30,000 or more",46,100.0
2018,data.Manitoba,data.Wastewater,data.All rural municipalities,46,43.27
2018,data.Manitoba,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",46,40.45
2018,data.Manitoba,data.Wastewater,"data.Rural municipalities, population 5,000 or more",46,60.0
2018,data.Manitoba,data.Solid waste,data.All municipalities,46,43.08
2018,data.Manitoba,data.Solid waste,data.All urban municipalities,46,55.17
2018,data.Manitoba,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",46,62.5
2018,data.Manitoba,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",46,40.0
2018,data.Manitoba,data.Solid waste,"data.Urban municipalities, population 30,000 or more",46,100.0
2018,data.Manitoba,data.Solid waste,data.All rural municipalities,46,39.6
2018,data.Manitoba,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",46,40.0
2018,data.Manitoba,data.Solid waste,"data.Rural municipalities, population 5,000 or more",46,36.36
2018,data.Saskatchewan,data.Potable water,data.All municipalities,47,30.61
2018,data.Saskatchewan,data.Potable water,data.All urban municipalities,47,50.0
2018,data.Saskatchewan,data.Potable water,"data.Urban municipalities, population 1 to 4,999",47,48.78
2018,data.Saskatchewan,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",47,58.33
2018,data.Saskatchewan,data.Potable water,"data.Urban municipalities, population 30,000 or more",47,50.0
2018,data.Saskatchewan,data.Potable water,data.All rural municipalities,47,25.77
2018,data.Saskatchewan,data.Potable water,"data.Rural municipalities, population 1 to 4,999",47,25.9
2018,data.Saskatchewan,data.Potable water,"data.Rural municipalities, population 5,000 or more",47,0.0
2018,data.Saskatchewan,data.Stormwater,data.All municipalities,47,35.6
2018,data.Saskatchewan,data.Stormwater,data.All urban municipalities,47,40.0
2018,data.Saskatchewan,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",47,33.78
2018,data.Saskatchewan,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",47,58.33
2018,data.Saskatchewan,data.Stormwater,"data.Urban municipalities, population 30,000 or more",47,100.0
2018,data.Saskatchewan,data.Stormwater,data.All rural municipalities,47,33.79
2018,data.Saskatchewan,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",47,33.94
2018,data.Saskatchewan,data.Stormwater,"data.Rural municipalities, population 5,000 or more",47,0.0
2018,data.Saskatchewan,data.Wastewater,data.All municipalities,47,32.86
2018,data.Saskatchewan,data.Wastewater,data.All urban municipalities,47,44.9
2018,data.Saskatchewan,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",47,41.46
2018,data.Saskatchewan,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",47,58.33
2018,data.Saskatchewan,data.Wastewater,"data.Urban municipalities, population 30,000 or more",47,75.0
2018,data.Saskatchewan,data.Wastewater,data.All rural municipalities,47,29.85
2018,data.Saskatchewan,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",47,29.85
2018,data.Saskatchewan,data.Wastewater,"data.Rural municipalities, population 5,000 or more",47,
2018,data.Saskatchewan,data.Solid waste,data.All municipalities,47,22.49
2018,data.Saskatchewan,data.Solid waste,data.All urban municipalities,47,34.52
2018,data.Saskatchewan,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",47,32.39
2018,data.Saskatchewan,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",47,55.56
2018,data.Saskatchewan,data.Solid waste,"data.Urban municipalities, population 30,000 or more",47,50.0
2018,data.Saskatchewan,data.Solid waste,data.All rural municipalities,47,19.73
2018,data.Saskatchewan,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",47,19.78
2018,data.Saskatchewan,data.Solid waste,"data.Rural municipalities, population 5,000 or more",47,0.0
2018,data.Alberta,data.Potable water,data.All municipalities,48,32.44
2018,data.Alberta,data.Potable water,data.All urban municipalities,48,45.83
2018,data.Alberta,data.Potable water,"data.Urban municipalities, population 1 to 4,999",48,47.37
2018,data.Alberta,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",48,51.35
2018,data.Alberta,data.Potable water,"data.Urban municipalities, population 30,000 or more",48,8.33
2018,data.Alberta,data.Potable water,data.All rural municipalities,48,22.92
2018,data.Alberta,data.Potable water,"data.Rural municipalities, population 1 to 4,999",48,21.79
2018,data.Alberta,data.Potable water,"data.Rural municipalities, population 5,000 or more",48,27.78
2018,data.Alberta,data.Stormwater,data.All municipalities,48,38.21
2018,data.Alberta,data.Stormwater,data.All urban municipalities,48,49.32
2018,data.Alberta,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",48,47.96
2018,data.Alberta,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",48,56.76
2018,data.Alberta,data.Stormwater,"data.Urban municipalities, population 30,000 or more",48,30.77
2018,data.Alberta,data.Stormwater,data.All rural municipalities,48,27.45
2018,data.Alberta,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",48,23.33
2018,data.Alberta,data.Stormwater,"data.Rural municipalities, population 5,000 or more",48,42.42
2018,data.Alberta,data.Wastewater,data.All municipalities,48,33.43
2018,data.Alberta,data.Wastewater,data.All urban municipalities,48,45.83
2018,data.Alberta,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",48,46.32
2018,data.Alberta,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",48,54.05
2018,data.Alberta,data.Wastewater,"data.Urban municipalities, population 30,000 or more",48,16.67
2018,data.Alberta,data.Wastewater,data.All rural municipalities,48,24.23
2018,data.Alberta,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",48,22.93
2018,data.Alberta,data.Wastewater,"data.Rural municipalities, population 5,000 or more",48,29.73
2018,data.Alberta,data.Solid waste,data.All municipalities,48,21.05
2018,data.Alberta,data.Solid waste,data.All urban municipalities,48,30.91
2018,data.Alberta,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",48,31.43
2018,data.Alberta,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",48,26.67
2018,data.Alberta,data.Solid waste,"data.Urban municipalities, population 30,000 or more",48,30.0
2018,data.Alberta,data.Solid waste,data.All rural municipalities,48,13.14
2018,data.Alberta,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",48,10.19
2018,data.Alberta,data.Solid waste,"data.Rural municipalities, population 5,000 or more",48,24.14
2018,data.British Columbia,data.Potable water,data.All municipalities,59,60.73
2018,data.British Columbia,data.Potable water,data.All urban municipalities,59,71.14
2018,data.British Columbia,data.Potable water,"data.Urban municipalities, population 1 to 4,999",59,71.64
2018,data.British Columbia,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",59,70.91
2018,data.British Columbia,data.Potable water,"data.Urban municipalities, population 30,000 or more",59,70.37
2018,data.British Columbia,data.Potable water,data.All rural municipalities,59,50.0
2018,data.British Columbia,data.Potable water,"data.Rural municipalities, population 1 to 4,999",59,47.86
2018,data.British Columbia,data.Potable water,"data.Rural municipalities, population 5,000 or more",59,71.43
2018,data.British Columbia,data.Stormwater,data.All municipalities,59,64.26
2018,data.British Columbia,data.Stormwater,data.All urban municipalities,59,74.52
2018,data.British Columbia,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",59,75.76
2018,data.British Columbia,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",59,75.41
2018,data.British Columbia,data.Stormwater,"data.Urban municipalities, population 30,000 or more",59,72.41
2018,data.British Columbia,data.Stormwater,data.All rural municipalities,59,53.38
2018,data.British Columbia,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",59,50.0
2018,data.British Columbia,data.Stormwater,"data.Rural municipalities, population 5,000 or more",59,73.33
2018,data.British Columbia,data.Wastewater,data.All municipalities,59,58.9
2018,data.British Columbia,data.Wastewater,data.All urban municipalities,59,68.55
2018,data.British Columbia,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",59,76.47
2018,data.British Columbia,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",59,65.57
2018,data.British Columbia,data.Wastewater,"data.Urban municipalities, population 30,000 or more",59,55.17
2018,data.British Columbia,data.Wastewater,data.All rural municipalities,59,48.67
2018,data.British Columbia,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",59,46.38
2018,data.British Columbia,data.Wastewater,"data.Rural municipalities, population 5,000 or more",59,75.0
2018,data.British Columbia,data.Solid waste,data.All municipalities,59,36.27
2018,data.British Columbia,data.Solid waste,data.All urban municipalities,59,37.62
2018,data.British Columbia,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",59,35.14
2018,data.British Columbia,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",59,43.59
2018,data.British Columbia,data.Solid waste,"data.Urban municipalities, population 30,000 or more",59,32.0
2018,data.British Columbia,data.Solid waste,data.All rural municipalities,59,34.95
2018,data.British Columbia,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",59,33.33
2018,data.British Columbia,data.Solid waste,"data.Rural municipalities, population 5,000 or more",59,40.0
2018,data.Yukon,data.Potable water,data.All municipalities,60,33.33
2018,data.Yukon,data.Potable water,data.All urban municipalities,60,0.0
2018,data.Yukon,data.Potable water,"data.Urban municipalities, population 1 to 4,999",60,
2018,data.Yukon,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",60,0.0
2018,data.Yukon,data.Potable water,"data.Urban municipalities, population 30,000 or more",60,
2018,data.Yukon,data.Potable water,data.All rural municipalities,60,50.0
2018,data.Yukon,data.Potable water,"data.Rural municipalities, population 1 to 4,999",60,50.0
2018,data.Yukon,data.Potable water,"data.Rural municipalities, population 5,000 or more",60,
2018,data.Yukon,data.Stormwater,data.All municipalities,60,50.0
2018,data.Yukon,data.Stormwater,data.All urban municipalities,60,0.0
2018,data.Yukon,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",60,
2018,data.Yukon,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",60,0.0
2018,data.Yukon,data.Stormwater,"data.Urban municipalities, population 30,000 or more",60,
2018,data.Yukon,data.Stormwater,data.All rural municipalities,60,66.67
2018,data.Yukon,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",60,66.67
2018,data.Yukon,data.Stormwater,"data.Rural municipalities, population 5,000 or more",60,
2018,data.Yukon,data.Wastewater,data.All municipalities,60,50.0
2018,data.Yukon,data.Wastewater,data.All urban municipalities,60,0.0
2018,data.Yukon,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",60,
2018,data.Yukon,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",60,0.0
2018,data.Yukon,data.Wastewater,"data.Urban municipalities, population 30,000 or more",60,
2018,data.Yukon,data.Wastewater,data.All rural municipalities,60,66.67
2018,data.Yukon,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",60,66.67
2018,data.Yukon,data.Wastewater,"data.Rural municipalities, population 5,000 or more",60,
2018,data.Yukon,data.Solid waste,data.All municipalities,60,50.0
2018,data.Yukon,data.Solid waste,data.All urban municipalities,60,0.0
2018,data.Yukon,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",60,
2018,data.Yukon,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",60,0.0
2018,data.Yukon,data.Solid waste,"data.Urban municipalities, population 30,000 or more",60,
2018,data.Yukon,data.Solid waste,data.All rural municipalities,60,66.67
2018,data.Yukon,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",60,66.67
2018,data.Yukon,data.Solid waste,"data.Rural municipalities, population 5,000 or more",60,
2018,data.Northwest Territories,data.Potable water,data.All municipalities,61,14.29
2018,data.Northwest Territories,data.Potable water,data.All urban municipalities,61,25.0
2018,data.Northwest Territories,data.Potable water,"data.Urban municipalities, population 1 to 4,999",61,33.33
2018,data.Northwest Territories,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",61,0.0
2018,data.Northwest Territories,data.Potable water,"data.Urban municipalities, population 30,000 or more",61,
2018,data.Northwest Territories,data.Potable water,data.All rural municipalities,61,12.9
2018,data.Northwest Territories,data.Potable water,"data.Rural municipalities, population 1 to 4,999",61,12.9
2018,data.Northwest Territories,data.Potable water,"data.Rural municipalities, population 5,000 or more",61,
2018,data.Northwest Territories,data.Stormwater,data.All municipalities,61,25.0
2018,data.Northwest Territories,data.Stormwater,data.All urban municipalities,61,33.33
2018,data.Northwest Territories,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",61,50.0
2018,data.Northwest Territories,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",61,0.0
2018,data.Northwest Territories,data.Stormwater,"data.Urban municipalities, population 30,000 or more",61,
2018,data.Northwest Territories,data.Stormwater,data.All rural municipalities,61,0.0
2018,data.Northwest Territories,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",61,0.0
2018,data.Northwest Territories,data.Stormwater,"data.Rural municipalities, population 5,000 or more",61,
2018,data.Northwest Territories,data.Wastewater,data.All municipalities,61,8.11
2018,data.Northwest Territories,data.Wastewater,data.All urban municipalities,61,25.0
2018,data.Northwest Territories,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",61,33.33
2018,data.Northwest Territories,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",61,0.0
2018,data.Northwest Territories,data.Wastewater,"data.Urban municipalities, population 30,000 or more",61,
2018,data.Northwest Territories,data.Wastewater,data.All rural municipalities,61,6.06
2018,data.Northwest Territories,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",61,6.06
2018,data.Northwest Territories,data.Wastewater,"data.Rural municipalities, population 5,000 or more",61,
2018,data.Northwest Territories,data.Solid waste,data.All municipalities,61,10.26
2018,data.Northwest Territories,data.Solid waste,data.All urban municipalities,61,0.0
2018,data.Northwest Territories,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",61,0.0
2018,data.Northwest Territories,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",61,0.0
2018,data.Northwest Territories,data.Solid waste,"data.Urban municipalities, population 30,000 or more",61,
2018,data.Northwest Territories,data.Solid waste,data.All rural municipalities,61,11.43
2018,data.Northwest Territories,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",61,11.43
2018,data.Northwest Territories,data.Solid waste,"data.Rural municipalities, population 5,000 or more",61,
2018,data.Nunavut,data.Potable water,data.All municipalities,62,
2018,data.Nunavut,data.Potable water,data.All urban municipalities,62,
2018,data.Nunavut,data.Potable water,"data.Urban municipalities, population 1 to 4,999",62,
2018,data.Nunavut,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",62,
2018,data.Nunavut,data.Potable water,"data.Urban municipalities, population 30,000 or more",62,
2018,data.Nunavut,data.Potable water,data.All rural municipalities,62,
2018,data.Nunavut,data.Potable water,"data.Rural municipalities, population 1 to 4,999",62,
2018,data.Nunavut,data.Potable water,"data.Rural municipalities, population 5,000 or more",62,
2018,data.Nunavut,data.Stormwater,data.All municipalities,62,
2018,data.Nunavut,data.Stormwater,data.All urban municipalities,62,
2018,data.Nunavut,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",62,
2018,data.Nunavut,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",62,
2018,data.Nunavut,data.Stormwater,"data.Urban municipalities, population 30,000 or more",62,
2018,data.Nunavut,data.Stormwater,data.All rural municipalities,62,
2018,data.Nunavut,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",62,
2018,data.Nunavut,data.Stormwater,"data.Rural municipalities, population 5,000 or more",62,
2018,data.Nunavut,data.Wastewater,data.All municipalities,62,
2018,data.Nunavut,data.Wastewater,data.All urban municipalities,62,
2018,data.Nunavut,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",62,
2018,data.Nunavut,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",62,
2018,data.Nunavut,data.Wastewater,"data.Urban municipalities, population 30,000 or more",62,
2018,data.Nunavut,data.Wastewater,data.All rural municipalities,62,
2018,data.Nunavut,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",62,
2018,data.Nunavut,data.Wastewater,"data.Rural municipalities, population 5,000 or more",62,
2018,data.Nunavut,data.Solid waste,data.All municipalities,62,
2018,data.Nunavut,data.Solid waste,data.All urban municipalities,62,0.0
2018,data.Nunavut,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",62,
2018,data.Nunavut,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",62,
2018,data.Nunavut,data.Solid waste,"data.Urban municipalities, population 30,000 or more",62,
2018,data.Nunavut,data.Solid waste,data.All rural municipalities,62,
2018,data.Nunavut,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",62,
2018,data.Nunavut,data.Solid waste,"data.Rural municipalities, population 5,000 or more",62,
2020,data.Canada,data.Potable water,data.All municipalities,,46.89
2020,data.Canada,data.Potable water,data.All urban municipalities,,62.48
2020,data.Canada,data.Potable water,"data.Urban municipalities, population 1 to 4,999",,55.65
2020,data.Canada,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",,68.18
2020,data.Canada,data.Potable water,"data.Urban municipalities, population 30,000 or more",,65.32
2020,data.Canada,data.Potable water,data.All rural municipalities,,42.13
2020,data.Canada,data.Potable water,"data.Rural municipalities, population 1 to 4,999",,40.52
2020,data.Canada,data.Potable water,"data.Rural municipalities, population 5,000 or more",,54.07
2020,data.Canada,data.Stormwater,data.All municipalities,,52.75
2020,data.Canada,data.Stormwater,data.All urban municipalities,,70.99
2020,data.Canada,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",,57.76
2020,data.Canada,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",,75.61
2020,data.Canada,data.Stormwater,"data.Urban municipalities, population 30,000 or more",,84.17
2020,data.Canada,data.Stormwater,data.All rural municipalities,,46.15
2020,data.Canada,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",,43.64
2020,data.Canada,data.Stormwater,"data.Rural municipalities, population 5,000 or more",,59.7
2020,data.Canada,data.Wastewater,data.All municipalities,,48.37
2020,data.Canada,data.Wastewater,data.All urban municipalities,,64.56
2020,data.Canada,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",,55.56
2020,data.Canada,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",,70.04
2020,data.Canada,data.Wastewater,"data.Urban municipalities, population 30,000 or more",,71.88
2020,data.Canada,data.Wastewater,data.All rural municipalities,,43.38
2020,data.Canada,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",,41.37
2020,data.Canada,data.Wastewater,"data.Rural municipalities, population 5,000 or more",,57.96
2020,data.Canada,data.Solid waste,data.All municipalities,,27.05
2020,data.Canada,data.Solid waste,data.All urban municipalities,,35.28
2020,data.Canada,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",,30.72
2020,data.Canada,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",,36.11
2020,data.Canada,data.Solid waste,"data.Urban municipalities, population 30,000 or more",,43.21
2020,data.Canada,data.Solid waste,data.All rural municipalities,,24.86
2020,data.Canada,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",,23.85
2020,data.Canada,data.Solid waste,"data.Rural municipalities, population 5,000 or more",,32.91
2020,data.Newfoundland and Labrador,data.Potable water,data.All municipalities,10,50.6
2020,data.Newfoundland and Labrador,data.Potable water,data.All urban municipalities,10,68.0
2020,data.Newfoundland and Labrador,data.Potable water,"data.Urban municipalities, population 1 to 4,999",10,54.55
2020,data.Newfoundland and Labrador,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",10,76.92
2020,data.Newfoundland and Labrador,data.Potable water,"data.Urban municipalities, population 30,000 or more",10,100.0
2020,data.Newfoundland and Labrador,data.Potable water,data.All rural municipalities,10,48.21
2020,data.Newfoundland and Labrador,data.Potable water,"data.Rural municipalities, population 1 to 4,999",10,48.64
2020,data.Newfoundland and Labrador,data.Potable water,"data.Rural municipalities, population 5,000 or more",10,25.0
2020,data.Newfoundland and Labrador,data.Stormwater,data.All municipalities,10,54.64
2020,data.Newfoundland and Labrador,data.Stormwater,data.All urban municipalities,10,83.33
2020,data.Newfoundland and Labrador,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",10,80.0
2020,data.Newfoundland and Labrador,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",10,84.62
2020,data.Newfoundland and Labrador,data.Stormwater,"data.Urban municipalities, population 30,000 or more",10,100.0
2020,data.Newfoundland and Labrador,data.Stormwater,data.All rural municipalities,10,50.31
2020,data.Newfoundland and Labrador,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",10,50.32
2020,data.Newfoundland and Labrador,data.Stormwater,"data.Rural municipalities, population 5,000 or more",10,75.0
2020,data.Newfoundland and Labrador,data.Wastewater,data.All municipalities,10,57.45
2020,data.Newfoundland and Labrador,data.Wastewater,data.All urban municipalities,10,80.0
2020,data.Newfoundland and Labrador,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",10,72.73
2020,data.Newfoundland and Labrador,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",10,84.62
2020,data.Newfoundland and Labrador,data.Wastewater,"data.Urban municipalities, population 30,000 or more",10,100.0
2020,data.Newfoundland and Labrador,data.Wastewater,data.All rural municipalities,10,54.76
2020,data.Newfoundland and Labrador,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",10,54.37
2020,data.Newfoundland and Labrador,data.Wastewater,"data.Rural municipalities, population 5,000 or more",10,75.0
2020,data.Newfoundland and Labrador,data.Solid waste,data.All municipalities,10,27.93
2020,data.Newfoundland and Labrador,data.Solid waste,data.All urban municipalities,10,35.0
2020,data.Newfoundland and Labrador,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",10,
2020,data.Newfoundland and Labrador,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",10,45.45
2020,data.Newfoundland and Labrador,data.Solid waste,"data.Urban municipalities, population 30,000 or more",10,100.0
2020,data.Newfoundland and Labrador,data.Solid waste,data.All rural municipalities,10,27.04
2020,data.Newfoundland and Labrador,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",10,25.48
2020,data.Newfoundland and Labrador,data.Solid waste,"data.Rural municipalities, population 5,000 or more",10,100.0
2020,data.Prince Edward Island,data.Potable water,data.All municipalities,11,88.89
2020,data.Prince Edward Island,data.Potable water,data.All urban municipalities,11,100.0
2020,data.Prince Edward Island,data.Potable water,"data.Urban municipalities, population 1 to 4,999",11,
2020,data.Prince Edward Island,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",11,100.0
2020,data.Prince Edward Island,data.Potable water,"data.Urban municipalities, population 30,000 or more",11,
2020,data.Prince Edward Island,data.Potable water,data.All rural municipalities,11,90.91
2020,data.Prince Edward Island,data.Potable water,"data.Rural municipalities, population 1 to 4,999",11,100.0
2020,data.Prince Edward Island,data.Potable water,"data.Rural municipalities, population 5,000 or more",11,
2020,data.Prince Edward Island,data.Stormwater,data.All municipalities,11,50.0
2020,data.Prince Edward Island,data.Stormwater,data.All urban municipalities,11,60.0
2020,data.Prince Edward Island,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",11,
2020,data.Prince Edward Island,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",11,
2020,data.Prince Edward Island,data.Stormwater,"data.Urban municipalities, population 30,000 or more",11,
2020,data.Prince Edward Island,data.Stormwater,data.All rural municipalities,11,
2020,data.Prince Edward Island,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",11,
2020,data.Prince Edward Island,data.Stormwater,"data.Rural municipalities, population 5,000 or more",11,
2020,data.Prince Edward Island,data.Wastewater,data.All municipalities,11,79.41
2020,data.Prince Edward Island,data.Wastewater,data.All urban municipalities,11,83.33
2020,data.Prince Edward Island,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",11,
2020,data.Prince Edward Island,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",11,100.0
2020,data.Prince Edward Island,data.Wastewater,"data.Urban municipalities, population 30,000 or more",11,
2020,data.Prince Edward Island,data.Wastewater,data.All rural municipalities,11,78.57
2020,data.Prince Edward Island,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",11,84.0
2020,data.Prince Edward Island,data.Wastewater,"data.Rural municipalities, population 5,000 or more",11,
2020,data.Prince Edward Island,data.Solid waste,data.All municipalities,11,
2020,data.Prince Edward Island,data.Solid waste,data.All urban municipalities,11,
2020,data.Prince Edward Island,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",11,
2020,data.Prince Edward Island,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",11,
2020,data.Prince Edward Island,data.Solid waste,"data.Urban municipalities, population 30,000 or more",11,
2020,data.Prince Edward Island,data.Solid waste,data.All rural municipalities,11,
2020,data.Prince Edward Island,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",11,
2020,data.Prince Edward Island,data.Solid waste,"data.Rural municipalities, population 5,000 or more",11,
2020,data.Nova Scotia,data.Potable water,data.All municipalities,12,72.41
2020,data.Nova Scotia,data.Potable water,data.All urban municipalities,12,66.67
2020,data.Nova Scotia,data.Potable water,"data.Urban municipalities, population 1 to 4,999",12,72.73
2020,data.Nova Scotia,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",12,66.67
2020,data.Nova Scotia,data.Potable water,"data.Urban municipalities, population 30,000 or more",12,0.0
