Year,data.Geography,data.Core public infrastructure assets,data.Type of municipality by population size,GeoCode,Value
2016,data.British Columbia,data.Potable water,"data.Rural municipalities, population 5,000 or more",59,43.75
2016,data.British Columbia,data.Stormwater,data.All municipalities,59,76.56
2016,data.British Columbia,data.Stormwater,data.All urban municipalities,59,85.92
2016,data.British Columbia,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",59,72.73
2016,data.British Columbia,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",59,93.75
2016,data.British Columbia,data.Stormwater,"data.Urban municipalities, population 30,000 or more",59,85.71
2016,data.British Columbia,data.Stormwater,data.All rural municipalities,59,64.91
2016,data.British Columbia,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",59,62.5
2016,data.British Columbia,data.Stormwater,"data.Rural municipalities, population 5,000 or more",59,70.59
2016,data.British Columbia,data.Wastewater,data.All municipalities,59,54.33
2016,data.British Columbia,data.Wastewater,data.All urban municipalities,59,58.57
2016,data.British Columbia,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",59,30.0
2016,data.British Columbia,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",59,62.5
2016,data.British Columbia,data.Wastewater,"data.Urban municipalities, population 30,000 or more",59,64.29
2016,data.British Columbia,data.Wastewater,data.All rural municipalities,59,47.37
2016,data.British Columbia,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",59,53.66
2016,data.British Columbia,data.Wastewater,"data.Rural municipalities, population 5,000 or more",59,31.25
2016,data.British Columbia,data.Solid waste,data.All municipalities,59,22.89
2016,data.British Columbia,data.Solid waste,data.All urban municipalities,59,25.0
2016,data.British Columbia,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",59,0.0
2016,data.British Columbia,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",59,22.22
2016,data.British Columbia,data.Solid waste,"data.Urban municipalities, population 30,000 or more",59,36.36
2016,data.British Columbia,data.Solid waste,data.All rural municipalities,59,20.59
2016,data.British Columbia,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",59,20.83
2016,data.British Columbia,data.Solid waste,"data.Rural municipalities, population 5,000 or more",59,30.0
2016,data.Yukon,data.Potable water,data.All municipalities,60,50.0
2016,data.Yukon,data.Potable water,data.All urban municipalities,60,0.0
2016,data.Yukon,data.Potable water,"data.Urban municipalities, population 1 to 4,999",60,
2016,data.Yukon,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",60,0.0
2016,data.Yukon,data.Potable water,"data.Urban municipalities, population 30,000 or more",60,
2016,data.Yukon,data.Potable water,data.All rural municipalities,60,100.0
2016,data.Yukon,data.Potable water,"data.Rural municipalities, population 1 to 4,999",60,100.0
2016,data.Yukon,data.Potable water,"data.Rural municipalities, population 5,000 or more",60,
2016,data.Yukon,data.Stormwater,data.All municipalities,60,50.0
2016,data.Yukon,data.Stormwater,data.All urban municipalities,60,0.0
2016,data.Yukon,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",60,
2016,data.Yukon,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",60,0.0
2016,data.Yukon,data.Stormwater,"data.Urban municipalities, population 30,000 or more",60,
2016,data.Yukon,data.Stormwater,data.All rural municipalities,60,100.0
2016,data.Yukon,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",60,100.0
2016,data.Yukon,data.Stormwater,"data.Rural municipalities, population 5,000 or more",60,
2016,data.Yukon,data.Wastewater,data.All municipalities,60,50.0
2016,data.Yukon,data.Wastewater,data.All urban municipalities,60,0.0
2016,data.Yukon,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",60,
2016,data.Yukon,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",60,0.0
2016,data.Yukon,data.Wastewater,"data.Urban municipalities, population 30,000 or more",60,
2016,data.Yukon,data.Wastewater,data.All rural municipalities,60,100.0
2016,data.Yukon,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",60,100.0
2016,data.Yukon,data.Wastewater,"data.Rural municipalities, population 5,000 or more",60,
2016,data.Yukon,data.Solid waste,data.All municipalities,60,50.0
2016,data.Yukon,data.Solid waste,data.All urban municipalities,60,0.0
2016,data.Yukon,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",60,
2016,data.Yukon,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",60,0.0
2016,data.Yukon,data.Solid waste,"data.Urban municipalities, population 30,000 or more",60,
2016,data.Yukon,data.Solid waste,data.All rural municipalities,60,100.0
2016,data.Yukon,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",60,100.0
2016,data.Yukon,data.Solid waste,"data.Rural municipalities, population 5,000 or more",60,
2016,data.Northwest Territories,data.Potable water,data.All municipalities,61,16.67
2016,data.Northwest Territories,data.Potable water,data.All urban municipalities,61,0.0
2016,data.Northwest Territories,data.Potable water,"data.Urban municipalities, population 1 to 4,999",61,
2016,data.Northwest Territories,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",61,0.0
2016,data.Northwest Territories,data.Potable water,"data.Urban municipalities, population 30,000 or more",61,
2016,data.Northwest Territories,data.Potable water,data.All rural municipalities,61,20.0
2016,data.Northwest Territories,data.Potable water,"data.Rural municipalities, population 1 to 4,999",61,20.0
2016,data.Northwest Territories,data.Potable water,"data.Rural municipalities, population 5,000 or more",61,
2016,data.Northwest Territories,data.Stormwater,data.All municipalities,61,0.0
2016,data.Northwest Territories,data.Stormwater,data.All urban municipalities,61,0.0
2016,data.Northwest Territories,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",61,
2016,data.Northwest Territories,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",61,0.0
2016,data.Northwest Territories,data.Stormwater,"data.Urban municipalities, population 30,000 or more",61,
2016,data.Northwest Territories,data.Stormwater,data.All rural municipalities,61,0.0
2016,data.Northwest Territories,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",61,0.0
2016,data.Northwest Territories,data.Stormwater,"data.Rural municipalities, population 5,000 or more",61,
2016,data.Northwest Territories,data.Wastewater,data.All municipalities,61,16.67
2016,data.Northwest Territories,data.Wastewater,data.All urban municipalities,61,0.0
2016,data.Northwest Territories,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",61,
2016,data.Northwest Territories,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",61,0.0
2016,data.Northwest Territories,data.Wastewater,"data.Urban municipalities, population 30,000 or more",61,
2016,data.Northwest Territories,data.Wastewater,data.All rural municipalities,61,20.0
2016,data.Northwest Territories,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",61,20.0
2016,data.Northwest Territories,data.Wastewater,"data.Rural municipalities, population 5,000 or more",61,
2016,data.Northwest Territories,data.Solid waste,data.All municipalities,61,16.67
2016,data.Northwest Territories,data.Solid waste,data.All urban municipalities,61,0.0
2016,data.Northwest Territories,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",61,
2016,data.Northwest Territories,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",61,0.0
2016,data.Northwest Territories,data.Solid waste,"data.Urban municipalities, population 30,000 or more",61,
2016,data.Northwest Territories,data.Solid waste,data.All rural municipalities,61,20.0
2016,data.Northwest Territories,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",61,20.0
2016,data.Northwest Territories,data.Solid waste,"data.Rural municipalities, population 5,000 or more",61,
2016,data.Nunavut,data.Potable water,data.All municipalities,62,37.5
2016,data.Nunavut,data.Potable water,data.All urban municipalities,62,
2016,data.Nunavut,data.Potable water,"data.Urban municipalities, population 1 to 4,999",62,
2016,data.Nunavut,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",62,
2016,data.Nunavut,data.Potable water,"data.Urban municipalities, population 30,000 or more",62,
2016,data.Nunavut,data.Potable water,data.All rural municipalities,62,37.5
2016,data.Nunavut,data.Potable water,"data.Rural municipalities, population 1 to 4,999",62,28.57
2016,data.Nunavut,data.Potable water,"data.Rural municipalities, population 5,000 or more",62,100.0
2016,data.Nunavut,data.Stormwater,data.All municipalities,62,0.0
2016,data.Nunavut,data.Stormwater,data.All urban municipalities,62,
2016,data.Nunavut,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",62,
2016,data.Nunavut,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",62,
2016,data.Nunavut,data.Stormwater,"data.Urban municipalities, population 30,000 or more",62,
2016,data.Nunavut,data.Stormwater,data.All rural municipalities,62,0.0
2016,data.Nunavut,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",62,0.0
2016,data.Nunavut,data.Stormwater,"data.Rural municipalities, population 5,000 or more",62,
2016,data.Nunavut,data.Wastewater,data.All municipalities,62,40.0
2016,data.Nunavut,data.Wastewater,data.All urban municipalities,62,
2016,data.Nunavut,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",62,
2016,data.Nunavut,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",62,
2016,data.Nunavut,data.Wastewater,"data.Urban municipalities, population 30,000 or more",62,
2016,data.Nunavut,data.Wastewater,data.All rural municipalities,62,40.0
2016,data.Nunavut,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",62,44.44
2016,data.Nunavut,data.Wastewater,"data.Rural municipalities, population 5,000 or more",62,0.0
2016,data.Nunavut,data.Solid waste,data.All municipalities,62,33.33
2016,data.Nunavut,data.Solid waste,data.All urban municipalities,62,
2016,data.Nunavut,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",62,
2016,data.Nunavut,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",62,
2016,data.Nunavut,data.Solid waste,"data.Urban municipalities, population 30,000 or more",62,
2016,data.Nunavut,data.Solid waste,data.All rural municipalities,62,33.33
2016,data.Nunavut,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",62,36.36
2016,data.Nunavut,data.Solid waste,"data.Rural municipalities, population 5,000 or more",62,0.0
2018,data.Canada,data.Potable water,data.All municipalities,,42.47
2018,data.Canada,data.Potable water,data.All urban municipalities,,55.5
2018,data.Canada,data.Potable water,"data.Urban municipalities, population 1 to 4,999",,50.76
2018,data.Canada,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",,63.74
2018,data.Canada,data.Potable water,"data.Urban municipalities, population 30,000 or more",,52.46
2018,data.Canada,data.Potable water,data.All rural municipalities,,37.79
2018,data.Canada,data.Potable water,"data.Rural municipalities, population 1 to 4,999",,36.31
2018,data.Canada,data.Potable water,"data.Rural municipalities, population 5,000 or more",,49.01
2018,data.Canada,data.Stormwater,data.All municipalities,,50.18
2018,data.Canada,data.Stormwater,data.All urban municipalities,,61.77
2018,data.Canada,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",,52.21
2018,data.Canada,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",,71.33
2018,data.Canada,data.Stormwater,"data.Urban municipalities, population 30,000 or more",,69.06
2018,data.Canada,data.Stormwater,data.All rural municipalities,,45.37
2018,data.Canada,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",,43.42
2018,data.Canada,data.Stormwater,"data.Rural municipalities, population 5,000 or more",,56.47
2018,data.Canada,data.Wastewater,data.All municipalities,,43.9
2018,data.Canada,data.Wastewater,data.All urban municipalities,,55.84
2018,data.Canada,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",,49.39
2018,data.Canada,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",,65.59
2018,data.Canada,data.Wastewater,"data.Urban municipalities, population 30,000 or more",,55.12
2018,data.Canada,data.Wastewater,data.All rural municipalities,,39.78
2018,data.Canada,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",,38.21
2018,data.Canada,data.Wastewater,"data.Rural municipalities, population 5,000 or more",,52.4
2018,data.Canada,data.Solid waste,data.All municipalities,,30.16
2018,data.Canada,data.Solid waste,data.All urban municipalities,,37.08
2018,data.Canada,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",,34.52
2018,data.Canada,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",,39.52
2018,data.Canada,data.Solid waste,"data.Urban municipalities, population 30,000 or more",,40.23
2018,data.Canada,data.Solid waste,data.All rural municipalities,,27.72
2018,data.Canada,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",,27.35
2018,data.Canada,data.Solid waste,"data.Rural municipalities, population 5,000 or more",,31.18
2018,data.Newfoundland and Labrador,data.Potable water,data.All municipalities,10,36.97
2018,data.Newfoundland and Labrador,data.Potable water,data.All urban municipalities,10,54.05
2018,data.Newfoundland and Labrador,data.Potable water,"data.Urban municipalities, population 1 to 4,999",10,36.36
2018,data.Newfoundland and Labrador,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",10,73.33
2018,data.Newfoundland and Labrador,data.Potable water,"data.Urban municipalities, population 30,000 or more",10,100.0
2018,data.Newfoundland and Labrador,data.Potable water,data.All rural municipalities,10,34.55
2018,data.Newfoundland and Labrador,data.Potable water,"data.Rural municipalities, population 1 to 4,999",10,34.16
2018,data.Newfoundland and Labrador,data.Potable water,"data.Rural municipalities, population 5,000 or more",10,33.33
2018,data.Newfoundland and Labrador,data.Stormwater,data.All municipalities,10,50.6
2018,data.Newfoundland and Labrador,data.Stormwater,data.All urban municipalities,10,67.65
2018,data.Newfoundland and Labrador,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",10,57.89
2018,data.Newfoundland and Labrador,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",10,73.33
2018,data.Newfoundland and Labrador,data.Stormwater,"data.Urban municipalities, population 30,000 or more",10,100.0
2018,data.Newfoundland and Labrador,data.Stormwater,data.All rural municipalities,10,46.27
2018,data.Newfoundland and Labrador,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",10,45.8
2018,data.Newfoundland and Labrador,data.Stormwater,"data.Rural municipalities, population 5,000 or more",10,66.67
2018,data.Newfoundland and Labrador,data.Wastewater,data.All municipalities,10,36.4
2018,data.Newfoundland and Labrador,data.Wastewater,data.All urban municipalities,10,54.05
2018,data.Newfoundland and Labrador,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",10,36.36
2018,data.Newfoundland and Labrador,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",10,73.33
2018,data.Newfoundland and Labrador,data.Wastewater,"data.Urban municipalities, population 30,000 or more",10,100.0
2018,data.Newfoundland and Labrador,data.Wastewater,data.All rural municipalities,10,33.76
2018,data.Newfoundland and Labrador,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",10,33.33
2018,data.Newfoundland and Labrador,data.Wastewater,"data.Rural municipalities, population 5,000 or more",10,66.67
2018,data.Newfoundland and Labrador,data.Solid waste,data.All municipalities,10,34.68
2018,data.Newfoundland and Labrador,data.Solid waste,data.All urban municipalities,10,54.17
2018,data.Newfoundland and Labrador,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",10,54.55
2018,data.Newfoundland and Labrador,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",10,50.0
2018,data.Newfoundland and Labrador,data.Solid waste,"data.Urban municipalities, population 30,000 or more",10,100.0
2018,data.Newfoundland and Labrador,data.Solid waste,data.All rural municipalities,10,31.54
2018,data.Newfoundland and Labrador,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",10,29.93
2018,data.Newfoundland and Labrador,data.Solid waste,"data.Rural municipalities, population 5,000 or more",10,100.0
2018,data.Prince Edward Island,data.Potable water,data.All municipalities,11,45.0
2018,data.Prince Edward Island,data.Potable water,data.All urban municipalities,11,44.44
2018,data.Prince Edward Island,data.Potable water,"data.Urban municipalities, population 1 to 4,999",11,0.0
2018,data.Prince Edward Island,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",11,100.0
2018,data.Prince Edward Island,data.Potable water,"data.Urban municipalities, population 30,000 or more",11,100.0
2018,data.Prince Edward Island,data.Potable water,data.All rural municipalities,11,45.16
2018,data.Prince Edward Island,data.Potable water,"data.Rural municipalities, population 1 to 4,999",11,37.93
2018,data.Prince Edward Island,data.Potable water,"data.Rural municipalities, population 5,000 or more",11,100.0
2018,data.Prince Edward Island,data.Stormwater,data.All municipalities,11,50.0
2018,data.Prince Edward Island,data.Stormwater,data.All urban municipalities,11,37.5
2018,data.Prince Edward Island,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",11,0.0
2018,data.Prince Edward Island,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",11,100.0
2018,data.Prince Edward Island,data.Stormwater,"data.Urban municipalities, population 30,000 or more",11,100.0
2018,data.Prince Edward Island,data.Stormwater,data.All rural municipalities,11,54.55
2018,data.Prince Edward Island,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",11,54.55
2018,data.Prince Edward Island,data.Stormwater,"data.Rural municipalities, population 5,000 or more",11,
2018,data.Prince Edward Island,data.Wastewater,data.All municipalities,11,35.8
2018,data.Prince Edward Island,data.Wastewater,data.All urban municipalities,11,21.43
2018,data.Prince Edward Island,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",11,0.0
2018,data.Prince Edward Island,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",11,100.0
2018,data.Prince Edward Island,data.Wastewater,"data.Urban municipalities, population 30,000 or more",11,0.0
2018,data.Prince Edward Island,data.Wastewater,data.All rural municipalities,11,38.81
2018,data.Prince Edward Island,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",11,36.92
2018,data.Prince Edward Island,data.Wastewater,"data.Rural municipalities, population 5,000 or more",11,100.0
2018,data.Prince Edward Island,data.Solid waste,data.All municipalities,11,0.0
2018,data.Prince Edward Island,data.Solid waste,data.All urban municipalities,11,
2018,data.Prince Edward Island,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",11,
2018,data.Prince Edward Island,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",11,
2018,data.Prince Edward Island,data.Solid waste,"data.Urban municipalities, population 30,000 or more",11,
2018,data.Prince Edward Island,data.Solid waste,data.All rural municipalities,11,0.0
2018,data.Prince Edward Island,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",11,0.0
2018,data.Prince Edward Island,data.Solid waste,"data.Rural municipalities, population 5,000 or more",11,
2018,data.Nova Scotia,data.Potable water,data.All municipalities,12,58.49
2018,data.Nova Scotia,data.Potable water,data.All urban municipalities,12,46.43
2018,data.Nova Scotia,data.Potable water,"data.Urban municipalities, population 1 to 4,999",12,52.38
2018,data.Nova Scotia,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",12,33.33
2018,data.Nova Scotia,data.Potable water,"data.Urban municipalities, population 30,000 or more",12,0.0
2018,data.Nova Scotia,data.Potable water,data.All rural municipalities,12,72.0
2018,data.Nova Scotia,data.Potable water,"data.Rural municipalities, population 1 to 4,999",12,65.0
2018,data.Nova Scotia,data.Potable water,"data.Rural municipalities, population 5,000 or more",12,66.67
2018,data.Nova Scotia,data.Stormwater,data.All municipalities,12,76.36
2018,data.Nova Scotia,data.Stormwater,data.All urban municipalities,12,58.62
2018,data.Nova Scotia,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",12,66.67
2018,data.Nova Scotia,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",12,42.86
2018,data.Nova Scotia,data.Stormwater,"data.Urban municipalities, population 30,000 or more",12,0.0
2018,data.Nova Scotia,data.Stormwater,data.All rural municipalities,12,96.15
2018,data.Nova Scotia,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",12,100.0
2018,data.Nova Scotia,data.Stormwater,"data.Rural municipalities, population 5,000 or more",12,87.5
2018,data.Nova Scotia,data.Wastewater,data.All municipalities,12,68.57
2018,data.Nova Scotia,data.Wastewater,data.All urban municipalities,12,55.17
2018,data.Nova Scotia,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",12,66.67
2018,data.Nova Scotia,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",12,28.57
2018,data.Nova Scotia,data.Wastewater,"data.Urban municipalities, population 30,000 or more",12,0.0
2018,data.Nova Scotia,data.Wastewater,data.All rural municipalities,12,78.05
2018,data.Nova Scotia,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",12,78.57
2018,data.Nova Scotia,data.Wastewater,"data.Rural municipalities, population 5,000 or more",12,76.92
2018,data.Nova Scotia,data.Solid waste,data.All municipalities,12,42.86
2018,data.Nova Scotia,data.Solid waste,data.All urban municipalities,12,33.33
2018,data.Nova Scotia,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",12,100.0
2018,data.Nova Scotia,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",12,0.0
2018,data.Nova Scotia,data.Solid waste,"data.Urban municipalities, population 30,000 or more",12,0.0
2018,data.Nova Scotia,data.Solid waste,data.All rural municipalities,12,47.62
2018,data.Nova Scotia,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",12,58.33
2018,data.Nova Scotia,data.Solid waste,"data.Rural municipalities, population 5,000 or more",12,33.33
2018,data.New Brunswick,data.Potable water,data.All municipalities,13,64.0
2018,data.New Brunswick,data.Potable water,data.All urban municipalities,13,58.54
2018,data.New Brunswick,data.Potable water,"data.Urban municipalities, population 1 to 4,999",13,50.0
2018,data.New Brunswick,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",13,78.57
2018,data.New Brunswick,data.Potable water,"data.Urban municipalities, population 30,000 or more",13,33.33
2018,data.New Brunswick,data.Potable water,data.All rural municipalities,13,66.06
2018,data.New Brunswick,data.Potable water,"data.Rural municipalities, population 1 to 4,999",13,65.38
2018,data.New Brunswick,data.Potable water,"data.Rural municipalities, population 5,000 or more",13,100.0
2018,data.New Brunswick,data.Stormwater,data.All municipalities,13,60.75
2018,data.New Brunswick,data.Stormwater,data.All urban municipalities,13,72.09
2018,data.New Brunswick,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",13,58.33
2018,data.New Brunswick,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",13,87.5
2018,data.New Brunswick,data.Stormwater,"data.Urban municipalities, population 30,000 or more",13,66.67
2018,data.New Brunswick,data.Stormwater,data.All rural municipalities,13,58.82
2018,data.New Brunswick,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",13,57.58
2018,data.New Brunswick,data.Stormwater,"data.Rural municipalities, population 5,000 or more",13,100.0
2018,data.New Brunswick,data.Wastewater,data.All municipalities,13,61.93
2018,data.New Brunswick,data.Wastewater,data.All urban municipalities,13,59.52
2018,data.New Brunswick,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",13,50.0
2018,data.New Brunswick,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",13,80.0
2018,data.New Brunswick,data.Wastewater,"data.Urban municipalities, population 30,000 or more",13,33.33
2018,data.New Brunswick,data.Wastewater,data.All rural municipalities,13,61.94
2018,data.New Brunswick,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",13,61.33
2018,data.New Brunswick,data.Wastewater,"data.Rural municipalities, population 5,000 or more",13,100.0
2018,data.New Brunswick,data.Solid waste,data.All municipalities,13,37.78
2018,data.New Brunswick,data.Solid waste,data.All urban municipalities,13,36.36
2018,data.New Brunswick,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",13,60.0
2018,data.New Brunswick,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",13,0.0
2018,data.New Brunswick,data.Solid waste,"data.Urban municipalities, population 30,000 or more",13,50.0
2018,data.New Brunswick,data.Solid waste,data.All rural municipalities,13,39.24
2018,data.New Brunswick,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",13,39.74
2018,data.New Brunswick,data.Solid waste,"data.Rural municipalities, population 5,000 or more",13,0.0
2018,data.Quebec,data.Potable water,data.All municipalities,24,46.52
2018,data.Quebec,data.Potable water,data.All urban municipalities,24,64.97
2018,data.Quebec,data.Potable water,"data.Urban municipalities, population 1 to 4,999",24,59.57
2018,data.Quebec,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",24,67.53
2018,data.Quebec,data.Potable water,"data.Urban municipalities, population 30,000 or more",24,66.67
2018,data.Quebec,data.Potable water,data.All rural municipalities,24,42.26
2018,data.Quebec,data.Potable water,"data.Rural municipalities, population 1 to 4,999",24,41.24
2018,data.Quebec,data.Potable water,"data.Rural municipalities, population 5,000 or more",24,52.38
2018,data.Quebec,data.Stormwater,data.All municipalities,24,50.29
2018,data.Quebec,data.Stormwater,data.All urban municipalities,24,71.61
2018,data.Quebec,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",24,64.44
2018,data.Quebec,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",24,76.62
2018,data.Quebec,data.Stormwater,"data.Urban municipalities, population 30,000 or more",24,72.73
2018,data.Quebec,data.Stormwater,data.All rural municipalities,24,45.49
2018,data.Quebec,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",24,44.09
2018,data.Quebec,data.Stormwater,"data.Rural municipalities, population 5,000 or more",24,59.38
2018,data.Quebec,data.Wastewater,data.All municipalities,24,46.24
2018,data.Quebec,data.Wastewater,data.All urban municipalities,24,64.33
2018,data.Quebec,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",24,54.17
2018,data.Quebec,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",24,69.74
2018,data.Quebec,data.Wastewater,"data.Urban municipalities, population 30,000 or more",24,66.67
2018,data.Quebec,data.Wastewater,data.All rural municipalities,24,42.38
2018,data.Quebec,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",24,41.61
2018,data.Quebec,data.Wastewater,"data.Rural municipalities, population 5,000 or more",24,50.79
2018,data.Quebec,data.Solid waste,data.All municipalities,24,32.55
2018,data.Quebec,data.Solid waste,data.All urban municipalities,24,48.44
2018,data.Quebec,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",24,50.0
2018,data.Quebec,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",24,51.52
2018,data.Quebec,data.Solid waste,"data.Urban municipalities, population 30,000 or more",24,40.0
2018,data.Quebec,data.Solid waste,data.All rural municipalities,24,28.21
2018,data.Quebec,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",24,28.23
2018,data.Quebec,data.Solid waste,"data.Rural municipalities, population 5,000 or more",24,28.0
2018,data.Ontario,data.Potable water,data.All municipalities,35,41.53
2018,data.Ontario,data.Potable water,data.All urban municipalities,35,43.96
2018,data.Ontario,data.Potable water,"data.Urban municipalities, population 1 to 4,999",35,14.29
2018,data.Ontario,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",35,56.41
2018,data.Ontario,data.Potable water,"data.Urban municipalities, population 30,000 or more",35,39.47
2018,data.Ontario,data.Potable water,data.All rural municipalities,35,40.48
2018,data.Ontario,data.Potable water,"data.Rural municipalities, population 1 to 4,999",35,33.0
2018,data.Ontario,data.Potable water,"data.Rural municipalities, population 5,000 or more",35,47.27
2018,data.Ontario,data.Stormwater,data.All municipalities,35,53.67
2018,data.Ontario,data.Stormwater,data.All urban municipalities,35,66.02
2018,data.Ontario,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",35,15.38
2018,data.Ontario,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",35,70.0
2018,data.Ontario,data.Stormwater,"data.Urban municipalities, population 30,000 or more",35,72.55
2018,data.Ontario,data.Stormwater,data.All rural municipalities,35,48.61
2018,data.Ontario,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",35,41.38
2018,data.Ontario,data.Stormwater,"data.Rural municipalities, population 5,000 or more",35,54.81
2018,data.Ontario,data.Wastewater,data.All municipalities,35,48.24
2018,data.Ontario,data.Wastewater,data.All urban municipalities,35,56.52
2018,data.Ontario,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",35,14.29
2018,data.Ontario,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",35,71.05
2018,data.Ontario,data.Wastewater,"data.Urban municipalities, population 30,000 or more",35,55.0
