Year,data.Geography,data.Asset,Value
2017,data.Ontario,data.Oil and gas engineering construction,0.3389
2018,data.Ontario,data.Oil and gas engineering construction,0.3389
2019,data.Ontario,data.Oil and gas engineering construction,0.3389
2020,data.Ontario,data.Oil and gas engineering construction,0.3389
2015,data.Ontario,data.Other engineering construction,0.4026
2016,data.Ontario,data.Other engineering construction,0.3986
2017,data.Ontario,data.Other engineering construction,0.3936
2018,data.Ontario,data.Other engineering construction,0.3936
2019,data.Ontario,data.Other engineering construction,0.3936
2020,data.Ontario,data.Other engineering construction,0.3936
2015,data.Ontario,data.Other machinery and equipment,0.6876
2016,data.Ontario,data.Other machinery and equipment,0.6647
2017,data.Ontario,data.Other machinery and equipment,0.6656
2018,data.Ontario,data.Other machinery and equipment,0.6685
2019,data.Ontario,data.Other machinery and equipment,0.668
2020,data.Ontario,data.Other machinery and equipment,0.668
2015,data.Ontario,data.Transportation machinery and equipment,0.6823
2016,data.Ontario,data.Transportation machinery and equipment,0.6565
2017,data.Ontario,data.Transportation machinery and equipment,0.6529
2018,data.Ontario,data.Transportation machinery and equipment,0.6529
2019,data.Ontario,data.Transportation machinery and equipment,0.6529
2020,data.Ontario,data.Transportation machinery and equipment,0.6529
2015,data.Manitoba,data.Total assets,0.4033
2016,data.Manitoba,data.Total assets,0.3981
2017,data.Manitoba,data.Total assets,0.3939
2018,data.Manitoba,data.Total assets,0.3881
2019,data.Manitoba,data.Total assets,0.3852
2020,data.Manitoba,data.Total assets,0.3848
2015,data.Manitoba,data.Commercial buildings,0.4049
2016,data.Manitoba,data.Commercial buildings,0.3942
2017,data.Manitoba,data.Commercial buildings,0.3911
2018,data.Manitoba,data.Commercial buildings,0.3911
2019,data.Manitoba,data.Commercial buildings,0.3911
2020,data.Manitoba,data.Commercial buildings,0.3911
2015,data.Manitoba,data.Institutional buildings,0.4049
2016,data.Manitoba,data.Institutional buildings,0.3942
2017,data.Manitoba,data.Institutional buildings,0.3911
2018,data.Manitoba,data.Institutional buildings,0.3911
2019,data.Manitoba,data.Institutional buildings,0.3911
2020,data.Manitoba,data.Institutional buildings,0.3911
2015,data.Manitoba,data.Marine engineering infrastructure,0.4004
2016,data.Manitoba,data.Marine engineering infrastructure,0.4043
2017,data.Manitoba,data.Marine engineering infrastructure,0.3938
2018,data.Manitoba,data.Marine engineering infrastructure,0.3939
2019,data.Manitoba,data.Marine engineering infrastructure,0.3939
2020,data.Manitoba,data.Marine engineering infrastructure,0.3939
2015,data.Manitoba,data.Transportation engineering infrastructure,0.3867
2016,data.Manitoba,data.Transportation engineering infrastructure,0.3825
2017,data.Manitoba,data.Transportation engineering infrastructure,0.3786
2018,data.Manitoba,data.Transportation engineering infrastructure,0.3786
2019,data.Manitoba,data.Transportation engineering infrastructure,0.3786
2020,data.Manitoba,data.Transportation engineering infrastructure,0.3786
2015,data.Manitoba,data.Waterworks infrastructure,0.4007
2016,data.Manitoba,data.Waterworks infrastructure,0.4044
2017,data.Manitoba,data.Waterworks infrastructure,0.3939
2018,data.Manitoba,data.Waterworks infrastructure,0.3939
2019,data.Manitoba,data.Waterworks infrastructure,0.3939
2020,data.Manitoba,data.Waterworks infrastructure,0.3939
2015,data.Manitoba,data.Sewage infrastructure,0.4007
2016,data.Manitoba,data.Sewage infrastructure,0.4044
2017,data.Manitoba,data.Sewage infrastructure,0.3939
2018,data.Manitoba,data.Sewage infrastructure,0.3939
2019,data.Manitoba,data.Sewage infrastructure,0.3939
2020,data.Manitoba,data.Sewage infrastructure,0.3939
2015,data.Manitoba,data.Communications networks,0.3865
2016,data.Manitoba,data.Communications networks,0.38
2017,data.Manitoba,data.Communications networks,0.383
2018,data.Manitoba,data.Communications networks,0.383
2019,data.Manitoba,data.Communications networks,0.383
2020,data.Manitoba,data.Communications networks,0.383
2015,data.Manitoba,data.Electric power infrastructure,0.3829
2016,data.Manitoba,data.Electric power infrastructure,0.3771
2017,data.Manitoba,data.Electric power infrastructure,0.3765
2018,data.Manitoba,data.Electric power infrastructure,0.3765
2019,data.Manitoba,data.Electric power infrastructure,0.3765
2020,data.Manitoba,data.Electric power infrastructure,0.3765
2015,data.Manitoba,data.Oil and gas engineering construction,0.483
2016,data.Manitoba,data.Oil and gas engineering construction,0.4688
2017,data.Manitoba,data.Oil and gas engineering construction,0.4732
2018,data.Manitoba,data.Oil and gas engineering construction,0.4732
2019,data.Manitoba,data.Oil and gas engineering construction,0.4732
2020,data.Manitoba,data.Oil and gas engineering construction,0.4731
2015,data.Manitoba,data.Other engineering construction,0.4005
2016,data.Manitoba,data.Other engineering construction,0.4044
2017,data.Manitoba,data.Other engineering construction,0.3938
2018,data.Manitoba,data.Other engineering construction,0.3939
2019,data.Manitoba,data.Other engineering construction,0.3939
2020,data.Manitoba,data.Other engineering construction,0.3939
2015,data.Manitoba,data.Other machinery and equipment,0.6934
2016,data.Manitoba,data.Other machinery and equipment,0.6716
2017,data.Manitoba,data.Other machinery and equipment,0.6734
2018,data.Manitoba,data.Other machinery and equipment,0.6735
2019,data.Manitoba,data.Other machinery and equipment,0.6738
2020,data.Manitoba,data.Other machinery and equipment,0.6736
2015,data.Manitoba,data.Transportation machinery and equipment,0.6897
2016,data.Manitoba,data.Transportation machinery and equipment,0.6727
2017,data.Manitoba,data.Transportation machinery and equipment,0.6716
2018,data.Manitoba,data.Transportation machinery and equipment,0.6713
2019,data.Manitoba,data.Transportation machinery and equipment,0.6717
2020,data.Manitoba,data.Transportation machinery and equipment,0.6716
2015,data.Saskatchewan,data.Total assets,0.4096
2016,data.Saskatchewan,data.Total assets,0.4123
2017,data.Saskatchewan,data.Total assets,0.4256
2018,data.Saskatchewan,data.Total assets,0.4234
2019,data.Saskatchewan,data.Total assets,0.4217
2020,data.Saskatchewan,data.Total assets,0.4144
2015,data.Saskatchewan,data.Commercial buildings,0.3809
2016,data.Saskatchewan,data.Commercial buildings,0.3769
2017,data.Saskatchewan,data.Commercial buildings,0.3781
2018,data.Saskatchewan,data.Commercial buildings,0.3781
2019,data.Saskatchewan,data.Commercial buildings,0.3781
2020,data.Saskatchewan,data.Commercial buildings,0.3781
2015,data.Saskatchewan,data.Institutional buildings,0.3809
2016,data.Saskatchewan,data.Institutional buildings,0.3769
2017,data.Saskatchewan,data.Institutional buildings,0.3781
2018,data.Saskatchewan,data.Institutional buildings,0.3781
2019,data.Saskatchewan,data.Institutional buildings,0.3781
2020,data.Saskatchewan,data.Institutional buildings,0.3781
2015,data.Saskatchewan,data.Marine engineering infrastructure,0.4397
2016,data.Saskatchewan,data.Marine engineering infrastructure,0.4409
2017,data.Saskatchewan,data.Marine engineering infrastructure,0.455
2018,data.Saskatchewan,data.Marine engineering infrastructure,0.4556
2019,data.Saskatchewan,data.Marine engineering infrastructure,0.4556
2020,data.Saskatchewan,data.Marine engineering infrastructure,0.4555
2015,data.Saskatchewan,data.Transportation engineering infrastructure,0.3933
2016,data.Saskatchewan,data.Transportation engineering infrastructure,0.3843
2017,data.Saskatchewan,data.Transportation engineering infrastructure,0.3885
2018,data.Saskatchewan,data.Transportation engineering infrastructure,0.3885
2019,data.Saskatchewan,data.Transportation engineering infrastructure,0.3885
2020,data.Saskatchewan,data.Transportation engineering infrastructure,0.3885
2015,data.Saskatchewan,data.Waterworks infrastructure,0.4403
2016,data.Saskatchewan,data.Waterworks infrastructure,0.4415
2017,data.Saskatchewan,data.Waterworks infrastructure,0.4556
2018,data.Saskatchewan,data.Waterworks infrastructure,0.4556
2019,data.Saskatchewan,data.Waterworks infrastructure,0.4556
2020,data.Saskatchewan,data.Waterworks infrastructure,0.4555
2015,data.Saskatchewan,data.Sewage infrastructure,0.4403
2016,data.Saskatchewan,data.Sewage infrastructure,0.4415
2017,data.Saskatchewan,data.Sewage infrastructure,0.4556
2018,data.Saskatchewan,data.Sewage infrastructure,0.4556
2019,data.Saskatchewan,data.Sewage infrastructure,0.4556
2020,data.Saskatchewan,data.Sewage infrastructure,0.4555
2015,data.Saskatchewan,data.Communications networks,0.427
2016,data.Saskatchewan,data.Communications networks,0.4052
2017,data.Saskatchewan,data.Communications networks,0.4174
2018,data.Saskatchewan,data.Communications networks,0.4174
2019,data.Saskatchewan,data.Communications networks,0.4173
2020,data.Saskatchewan,data.Communications networks,0.4174
2015,data.Saskatchewan,data.Electric power infrastructure,0.3952
2016,data.Saskatchewan,data.Electric power infrastructure,0.3899
2017,data.Saskatchewan,data.Electric power infrastructure,0.3897
2018,data.Saskatchewan,data.Electric power infrastructure,0.3897
2019,data.Saskatchewan,data.Electric power infrastructure,0.3897
2020,data.Saskatchewan,data.Electric power infrastructure,0.3897
2015,data.Saskatchewan,data.Oil and gas engineering construction,0.5147
2016,data.Saskatchewan,data.Oil and gas engineering construction,0.4996
2017,data.Saskatchewan,data.Oil and gas engineering construction,0.4995
2018,data.Saskatchewan,data.Oil and gas engineering construction,0.4995
2019,data.Saskatchewan,data.Oil and gas engineering construction,0.4995
2020,data.Saskatchewan,data.Oil and gas engineering construction,0.4995
2015,data.Saskatchewan,data.Other engineering construction,0.4403
2016,data.Saskatchewan,data.Other engineering construction,0.4415
2017,data.Saskatchewan,data.Other engineering construction,0.4556
2018,data.Saskatchewan,data.Other engineering construction,0.4556
2019,data.Saskatchewan,data.Other engineering construction,0.4556
2020,data.Saskatchewan,data.Other engineering construction,0.4555
2015,data.Saskatchewan,data.Other machinery and equipment,0.7194
2016,data.Saskatchewan,data.Other machinery and equipment,0.674
2017,data.Saskatchewan,data.Other machinery and equipment,0.6811
2018,data.Saskatchewan,data.Other machinery and equipment,0.6867
2019,data.Saskatchewan,data.Other machinery and equipment,0.6884
2020,data.Saskatchewan,data.Other machinery and equipment,0.6884
2015,data.Saskatchewan,data.Transportation machinery and equipment,0.6892
2016,data.Saskatchewan,data.Transportation machinery and equipment,0.6589
2017,data.Saskatchewan,data.Transportation machinery and equipment,0.6562
2018,data.Saskatchewan,data.Transportation machinery and equipment,0.6563
2019,data.Saskatchewan,data.Transportation machinery and equipment,0.6563
2020,data.Saskatchewan,data.Transportation machinery and equipment,0.6564
2015,data.Alberta,data.Total assets,0.4096
2016,data.Alberta,data.Total assets,0.3989
2017,data.Alberta,data.Total assets,0.3971
2018,data.Alberta,data.Total assets,0.3971
2019,data.Alberta,data.Total assets,0.3967
2020,data.Alberta,data.Total assets,0.3969
2015,data.Alberta,data.Commercial buildings,0.412
2016,data.Alberta,data.Commercial buildings,0.4039
2017,data.Alberta,data.Commercial buildings,0.4045
2018,data.Alberta,data.Commercial buildings,0.4045
2019,data.Alberta,data.Commercial buildings,0.4045
2020,data.Alberta,data.Commercial buildings,0.4045
2015,data.Alberta,data.Institutional buildings,0.412
2016,data.Alberta,data.Institutional buildings,0.4039
2017,data.Alberta,data.Institutional buildings,0.4045
2018,data.Alberta,data.Institutional buildings,0.4045
2019,data.Alberta,data.Institutional buildings,0.4045
2020,data.Alberta,data.Institutional buildings,0.4045
2015,data.Alberta,data.Marine engineering infrastructure,0.4025
2016,data.Alberta,data.Marine engineering infrastructure,0.3965
2017,data.Alberta,data.Marine engineering infrastructure,0.3987
2018,data.Alberta,data.Marine engineering infrastructure,0.399
2019,data.Alberta,data.Marine engineering infrastructure,0.399
2020,data.Alberta,data.Marine engineering infrastructure,0.3989
2015,data.Alberta,data.Transportation engineering infrastructure,0.41
2016,data.Alberta,data.Transportation engineering infrastructure,0.3984
2017,data.Alberta,data.Transportation engineering infrastructure,0.4011
2018,data.Alberta,data.Transportation engineering infrastructure,0.4011
2019,data.Alberta,data.Transportation engineering infrastructure,0.4011
2020,data.Alberta,data.Transportation engineering infrastructure,0.4011
2015,data.Alberta,data.Waterworks infrastructure,0.403
2016,data.Alberta,data.Waterworks infrastructure,0.397
2017,data.Alberta,data.Waterworks infrastructure,0.399
2018,data.Alberta,data.Waterworks infrastructure,0.399
2019,data.Alberta,data.Waterworks infrastructure,0.399
2020,data.Alberta,data.Waterworks infrastructure,0.399
2015,data.Alberta,data.Sewage infrastructure,0.403
2016,data.Alberta,data.Sewage infrastructure,0.397
2017,data.Alberta,data.Sewage infrastructure,0.399
2018,data.Alberta,data.Sewage infrastructure,0.399
2019,data.Alberta,data.Sewage infrastructure,0.399
2020,data.Alberta,data.Sewage infrastructure,0.399
2015,data.Alberta,data.Communications networks,0.3952
2016,data.Alberta,data.Communications networks,0.3829
2017,data.Alberta,data.Communications networks,0.3842
2018,data.Alberta,data.Communications networks,0.3842
2019,data.Alberta,data.Communications networks,0.3842
2020,data.Alberta,data.Communications networks,0.3842
2015,data.Alberta,data.Electric power infrastructure,0.3666
2016,data.Alberta,data.Electric power infrastructure,0.3674
2017,data.Alberta,data.Electric power infrastructure,0.3666
2018,data.Alberta,data.Electric power infrastructure,0.3666
2019,data.Alberta,data.Electric power infrastructure,0.3666
2020,data.Alberta,data.Electric power infrastructure,0.3666
2015,data.Alberta,data.Oil and gas engineering construction,0.4152
2016,data.Alberta,data.Oil and gas engineering construction,0.401
2017,data.Alberta,data.Oil and gas engineering construction,0.401
2018,data.Alberta,data.Oil and gas engineering construction,0.401
2019,data.Alberta,data.Oil and gas engineering construction,0.401
2020,data.Alberta,data.Oil and gas engineering construction,0.401
2015,data.Alberta,data.Other engineering construction,0.403
2016,data.Alberta,data.Other engineering construction,0.397
2017,data.Alberta,data.Other engineering construction,0.399
2018,data.Alberta,data.Other engineering construction,0.399
2019,data.Alberta,data.Other engineering construction,0.399
2020,data.Alberta,data.Other engineering construction,0.399
2015,data.Alberta,data.Other machinery and equipment,0.6944
2016,data.Alberta,data.Other machinery and equipment,0.673
2017,data.Alberta,data.Other machinery and equipment,0.6755
2018,data.Alberta,data.Other machinery and equipment,0.6756
2019,data.Alberta,data.Other machinery and equipment,0.6765
2020,data.Alberta,data.Other machinery and equipment,0.6767
2015,data.Alberta,data.Transportation machinery and equipment,0.6856
2016,data.Alberta,data.Transportation machinery and equipment,0.6695
2017,data.Alberta,data.Transportation machinery and equipment,0.6698
2018,data.Alberta,data.Transportation machinery and equipment,0.6699
2019,data.Alberta,data.Transportation machinery and equipment,0.6697
2020,data.Alberta,data.Transportation machinery and equipment,0.6695
2015,data.British Columbia,data.Total assets,0.3873
2016,data.British Columbia,data.Total assets,0.3934
2017,data.British Columbia,data.Total assets,0.3974
2018,data.British Columbia,data.Total assets,0.3925
2019,data.British Columbia,data.Total assets,0.3996
2020,data.British Columbia,data.Total assets,0.3985
2015,data.British Columbia,data.Commercial buildings,0.3743
2016,data.British Columbia,data.Commercial buildings,0.3755
2017,data.British Columbia,data.Commercial buildings,0.3776
2018,data.British Columbia,data.Commercial buildings,0.3776
2019,data.British Columbia,data.Commercial buildings,0.3776
2020,data.British Columbia,data.Commercial buildings,0.3776
2015,data.British Columbia,data.Institutional buildings,0.3743
2016,data.British Columbia,data.Institutional buildings,0.3755
2017,data.British Columbia,data.Institutional buildings,0.3776
2018,data.British Columbia,data.Institutional buildings,0.3776
2019,data.British Columbia,data.Institutional buildings,0.3776
2020,data.British Columbia,data.Institutional buildings,0.3776
2015,data.British Columbia,data.Marine engineering infrastructure,0.3935
2016,data.British Columbia,data.Marine engineering infrastructure,0.4476
2017,data.British Columbia,data.Marine engineering infrastructure,0.4469
2018,data.British Columbia,data.Marine engineering infrastructure,0.4469
2019,data.British Columbia,data.Marine engineering infrastructure,0.4469
2020,data.British Columbia,data.Marine engineering infrastructure,0.4469
2015,data.British Columbia,data.Transportation engineering infrastructure,0.374
2016,data.British Columbia,data.Transportation engineering infrastructure,0.375
2017,data.British Columbia,data.Transportation engineering infrastructure,0.3779
2018,data.British Columbia,data.Transportation engineering infrastructure,0.3779
2019,data.British Columbia,data.Transportation engineering infrastructure,0.3779
2020,data.British Columbia,data.Transportation engineering infrastructure,0.3779
2015,data.British Columbia,data.Waterworks infrastructure,0.3935
2016,data.British Columbia,data.Waterworks infrastructure,0.4476
2017,data.British Columbia,data.Waterworks infrastructure,0.4469
2018,data.British Columbia,data.Waterworks infrastructure,0.4469
2019,data.British Columbia,data.Waterworks infrastructure,0.4469
2020,data.British Columbia,data.Waterworks infrastructure,0.4469
2015,data.British Columbia,data.Sewage infrastructure,0.3935
2016,data.British Columbia,data.Sewage infrastructure,0.4476
2017,data.British Columbia,data.Sewage infrastructure,0.4469
2018,data.British Columbia,data.Sewage infrastructure,0.4469
2019,data.British Columbia,data.Sewage infrastructure,0.4469
2020,data.British Columbia,data.Sewage infrastructure,0.4469
2015,data.British Columbia,data.Communications networks,0.3875
2016,data.British Columbia,data.Communications networks,0.3824
2017,data.British Columbia,data.Communications networks,0.381
2018,data.British Columbia,data.Communications networks,0.381
2019,data.British Columbia,data.Communications networks,0.381
2020,data.British Columbia,data.Communications networks,0.381
2015,data.British Columbia,data.Electric power infrastructure,0.3713
2016,data.British Columbia,data.Electric power infrastructure,0.3719
2017,data.British Columbia,data.Electric power infrastructure,0.3694
2018,data.British Columbia,data.Electric power infrastructure,0.3694
2019,data.British Columbia,data.Electric power infrastructure,0.3694
2020,data.British Columbia,data.Electric power infrastructure,0.3694
2015,data.British Columbia,data.Oil and gas engineering construction,0.4605
2016,data.British Columbia,data.Oil and gas engineering construction,0.4652
2017,data.British Columbia,data.Oil and gas engineering construction,0.4678
2018,data.British Columbia,data.Oil and gas engineering construction,0.4678
2019,data.British Columbia,data.Oil and gas engineering construction,0.4678
2020,data.British Columbia,data.Oil and gas engineering construction,0.4678
2015,data.British Columbia,data.Other engineering construction,0.3935
2016,data.British Columbia,data.Other engineering construction,0.4476
2017,data.British Columbia,data.Other engineering construction,0.4469
2018,data.British Columbia,data.Other engineering construction,0.4469
2019,data.British Columbia,data.Other engineering construction,0.4469
2020,data.British Columbia,data.Other engineering construction,0.4469
2015,data.British Columbia,data.Other machinery and equipment,0.697
2016,data.British Columbia,data.Other machinery and equipment,0.6697
2017,data.British Columbia,data.Other machinery and equipment,0.6697
2018,data.British Columbia,data.Other machinery and equipment,0.6696
2019,data.British Columbia,data.Other machinery and equipment,0.6696
2020,data.British Columbia,data.Other machinery and equipment,0.67
2015,data.British Columbia,data.Transportation machinery and equipment,0.6822
2016,data.British Columbia,data.Transportation machinery and equipment,0.6577
2017,data.British Columbia,data.Transportation machinery and equipment,0.6541
2018,data.British Columbia,data.Transportation machinery and equipment,0.6538
2019,data.British Columbia,data.Transportation machinery and equipment,0.6538
2020,data.British Columbia,data.Transportation machinery and equipment,0.6538
2015,data.Yukon,data.Total assets,0.3745
2016,data.Yukon,data.Total assets,0.3651
2017,data.Yukon,data.Total assets,0.3552
2018,data.Yukon,data.Total assets,0.3518
2019,data.Yukon,data.Total assets,0.3451
2020,data.Yukon,data.Total assets,0.345
2015,data.Yukon,data.Commercial buildings,0.3521
2016,data.Yukon,data.Commercial buildings,0.3598
2017,data.Yukon,data.Commercial buildings,0.3606
2018,data.Yukon,data.Commercial buildings,0.3601
2019,data.Yukon,data.Commercial buildings,0.3603
2020,data.Yukon,data.Commercial buildings,0.3603
2015,data.Yukon,data.Institutional buildings,0.3522
2016,data.Yukon,data.Institutional buildings,0.3599
2017,data.Yukon,data.Institutional buildings,0.3605
2018,data.Yukon,data.Institutional buildings,0.3605
2019,data.Yukon,data.Institutional buildings,0.3605
2020,data.Yukon,data.Institutional buildings,0.3605
2015,data.Yukon,data.Marine engineering infrastructure,0.5014
2016,data.Yukon,data.Marine engineering infrastructure,0.5093
2017,data.Yukon,data.Marine engineering infrastructure,0.4959
2018,data.Yukon,data.Marine engineering infrastructure,0.4985
2019,data.Yukon,data.Marine engineering infrastructure,0.4981
2020,data.Yukon,data.Marine engineering infrastructure,0.4979
2015,data.Yukon,data.Transportation engineering infrastructure,0.3225
2016,data.Yukon,data.Transportation engineering infrastructure,0.3248
2017,data.Yukon,data.Transportation engineering infrastructure,0.3288
2018,data.Yukon,data.Transportation engineering infrastructure,0.3288
2019,data.Yukon,data.Transportation engineering infrastructure,0.3288
2020,data.Yukon,data.Transportation engineering infrastructure,0.3288
2015,data.Yukon,data.Waterworks infrastructure,0.5013
2016,data.Yukon,data.Waterworks infrastructure,0.5094
2017,data.Yukon,data.Waterworks infrastructure,0.4979
2018,data.Yukon,data.Waterworks infrastructure,0.4988
2019,data.Yukon,data.Waterworks infrastructure,0.4989
2020,data.Yukon,data.Waterworks infrastructure,0.4989
2015,data.Yukon,data.Sewage infrastructure,0.5013
2016,data.Yukon,data.Sewage infrastructure,0.5095
2017,data.Yukon,data.Sewage infrastructure,0.4989
2018,data.Yukon,data.Sewage infrastructure,0.4986
2019,data.Yukon,data.Sewage infrastructure,0.4986
2020,data.Yukon,data.Sewage infrastructure,0.4986
2015,data.Yukon,data.Communications networks,0.3293
2016,data.Yukon,data.Communications networks,0.3199
2017,data.Yukon,data.Communications networks,0.3189
2018,data.Yukon,data.Communications networks,0.3188
2019,data.Yukon,data.Communications networks,0.3041
2020,data.Yukon,data.Communications networks,0.2956
2015,data.Yukon,data.Electric power infrastructure,0.3248
2016,data.Yukon,data.Electric power infrastructure,0.329
2017,data.Yukon,data.Electric power infrastructure,0.3292
2018,data.Yukon,data.Electric power infrastructure,0.3291
2019,data.Yukon,data.Electric power infrastructure,0.3292
2020,data.Yukon,data.Electric power infrastructure,0.3291
2015,data.Yukon,data.Oil and gas engineering construction,0.409
2016,data.Yukon,data.Oil and gas engineering construction,0.4076
2017,data.Yukon,data.Oil and gas engineering construction,0.415
2018,data.Yukon,data.Oil and gas engineering construction,0.431
2019,data.Yukon,data.Oil and gas engineering construction,0.4299
2020,data.Yukon,data.Oil and gas engineering construction,0.4285
2015,data.Yukon,data.Other engineering construction,0.5005
2016,data.Yukon,data.Other engineering construction,0.5045
2017,data.Yukon,data.Other engineering construction,0.4989
2018,data.Yukon,data.Other engineering construction,0.4986
2019,data.Yukon,data.Other engineering construction,0.4988
2020,data.Yukon,data.Other engineering construction,0.4983
2015,data.Yukon,data.Other machinery and equipment,0.7218
2016,data.Yukon,data.Other machinery and equipment,0.6787
2017,data.Yukon,data.Other machinery and equipment,0.679
2018,data.Yukon,data.Other machinery and equipment,0.6963
2019,data.Yukon,data.Other machinery and equipment,0.6939
2020,data.Yukon,data.Other machinery and equipment,0.6924
2015,data.Yukon,data.Transportation machinery and equipment,0.6923
2016,data.Yukon,data.Transportation machinery and equipment,0.659
2017,data.Yukon,data.Transportation machinery and equipment,0.673
2018,data.Yukon,data.Transportation machinery and equipment,0.6721
2019,data.Yukon,data.Transportation machinery and equipment,0.6705
2020,data.Yukon,data.Transportation machinery and equipment,0.6705
2015,data.Northwest Territories,data.Total assets,0.4517
2016,data.Northwest Territories,data.Total assets,0.4127
2017,data.Northwest Territories,data.Total assets,0.4043
2018,data.Northwest Territories,data.Total assets,0.3863
2019,data.Northwest Territories,data.Total assets,0.3856
2020,data.Northwest Territories,data.Total assets,0.3933
2015,data.Northwest Territories,data.Commercial buildings,0.4458
2016,data.Northwest Territories,data.Commercial buildings,0.4331
2017,data.Northwest Territories,data.Commercial buildings,0.4352
2018,data.Northwest Territories,data.Commercial buildings,0.4352
2019,data.Northwest Territories,data.Commercial buildings,0.4352
2020,data.Northwest Territories,data.Commercial buildings,0.4352
2015,data.Northwest Territories,data.Institutional buildings,0.4452
2016,data.Northwest Territories,data.Institutional buildings,0.4333
2017,data.Northwest Territories,data.Institutional buildings,0.4352
2018,data.Northwest Territories,data.Institutional buildings,0.4352
2019,data.Northwest Territories,data.Institutional buildings,0.4352
2020,data.Northwest Territories,data.Institutional buildings,0.4352
2015,data.Northwest Territories,data.Marine engineering infrastructure,0.4572
2016,data.Northwest Territories,data.Marine engineering infrastructure,0.4662
2017,data.Northwest Territories,data.Marine engineering infrastructure,0.4711
2018,data.Northwest Territories,data.Marine engineering infrastructure,0.4729
2019,data.Northwest Territories,data.Marine engineering infrastructure,0.473
2020,data.Northwest Territories,data.Marine engineering infrastructure,0.4729
2015,data.Northwest Territories,data.Transportation engineering infrastructure,0.3564
2016,data.Northwest Territories,data.Transportation engineering infrastructure,0.3529
2017,data.Northwest Territories,data.Transportation engineering infrastructure,0.3551
2018,data.Northwest Territories,data.Transportation engineering infrastructure,0.3551
2019,data.Northwest Territories,data.Transportation engineering infrastructure,0.3551
2020,data.Northwest Territories,data.Transportation engineering infrastructure,0.3551
2015,data.Northwest Territories,data.Waterworks infrastructure,0.4675
2016,data.Northwest Territories,data.Waterworks infrastructure,0.4783
2017,data.Northwest Territories,data.Waterworks infrastructure,0.473
2018,data.Northwest Territories,data.Waterworks infrastructure,0.4729
2019,data.Northwest Territories,data.Waterworks infrastructure,0.4729
2020,data.Northwest Territories,data.Waterworks infrastructure,0.4729
2015,data.Northwest Territories,data.Sewage infrastructure,0.4675
2016,data.Northwest Territories,data.Sewage infrastructure,0.4782
2017,data.Northwest Territories,data.Sewage infrastructure,0.473
2018,data.Northwest Territories,data.Sewage infrastructure,0.473
2019,data.Northwest Territories,data.Sewage infrastructure,0.473
2020,data.Northwest Territories,data.Sewage infrastructure,0.4729
2015,data.Northwest Territories,data.Communications networks,0.3888
2016,data.Northwest Territories,data.Communications networks,0.3766
2017,data.Northwest Territories,data.Communications networks,0.3794
2018,data.Northwest Territories,data.Communications networks,0.3793
2019,data.Northwest Territories,data.Communications networks,0.375
2020,data.Northwest Territories,data.Communications networks,0.3755
2015,data.Northwest Territories,data.Electric power infrastructure,0.3724
2016,data.Northwest Territories,data.Electric power infrastructure,0.3687
2017,data.Northwest Territories,data.Electric power infrastructure,0.3618
2018,data.Northwest Territories,data.Electric power infrastructure,0.3621
2019,data.Northwest Territories,data.Electric power infrastructure,0.3621
2020,data.Northwest Territories,data.Electric power infrastructure,0.3621
2015,data.Northwest Territories,data.Oil and gas engineering construction,0.3537
2016,data.Northwest Territories,data.Oil and gas engineering construction,0.3572
2017,data.Northwest Territories,data.Oil and gas engineering construction,0.3671
2018,data.Northwest Territories,data.Oil and gas engineering construction,0.3671
2019,data.Northwest Territories,data.Oil and gas engineering construction,0.367
2020,data.Northwest Territories,data.Oil and gas engineering construction,0.367
2015,data.Northwest Territories,data.Other engineering construction,0.4675
2016,data.Northwest Territories,data.Other engineering construction,0.4784
2017,data.Northwest Territories,data.Other engineering construction,0.473
2018,data.Northwest Territories,data.Other engineering construction,0.473
2019,data.Northwest Territories,data.Other engineering construction,0.473
2020,data.Northwest Territories,data.Other engineering construction,0.473
2015,data.Northwest Territories,data.Other machinery and equipment,0.7024
2016,data.Northwest Territories,data.Other machinery and equipment,0.6764
2017,data.Northwest Territories,data.Other machinery and equipment,0.6738
2018,data.Northwest Territories,data.Other machinery and equipment,0.6743
2019,data.Northwest Territories,data.Other machinery and equipment,0.6749
2020,data.Northwest Territories,data.Other machinery and equipment,0.6746
2015,data.Northwest Territories,data.Transportation machinery and equipment,0.6768
2016,data.Northwest Territories,data.Transportation machinery and equipment,0.675
2017,data.Northwest Territories,data.Transportation machinery and equipment,0.6772
2018,data.Northwest Territories,data.Transportation machinery and equipment,0.6779
2019,data.Northwest Territories,data.Transportation machinery and equipment,0.6716
2020,data.Northwest Territories,data.Transportation machinery and equipment,0.6691
2015,data.Nunavut,data.Total assets,0.406
2016,data.Nunavut,data.Total assets,0.4021
2017,data.Nunavut,data.Total assets,0.4022
2018,data.Nunavut,data.Total assets,0.4012
2019,data.Nunavut,data.Total assets,0.4045
2020,data.Nunavut,data.Total assets,0.405
2015,data.Nunavut,data.Commercial buildings,0.4224
2016,data.Nunavut,data.Commercial buildings,0.4129
2017,data.Nunavut,data.Commercial buildings,0.4207
2018,data.Nunavut,data.Commercial buildings,0.4207
2019,data.Nunavut,data.Commercial buildings,0.4208
2020,data.Nunavut,data.Commercial buildings,0.4206
2015,data.Nunavut,data.Institutional buildings,0.4224
2016,data.Nunavut,data.Institutional buildings,0.4129
