Year,Geography,GeoCode,Value
2012,Ontario,35,2.1
2013,Ontario,35,2.0
2014,Ontario,35,2.1
2015,Ontario,35,1.9
2016,Ontario,35,2.0
2017,Ontario,35,1.9
2018,Ontario,35,1.9
2000,Manitoba,46,1.1
2001,Manitoba,46,1.3
2002,Manitoba,46,1.2
2003,Manitoba,46,1.2
2004,Manitoba,46,1.3
2005,Manitoba,46,1.3
2006,Manitoba,46,1.2
2007,Manitoba,46,1.2
2008,Manitoba,46,1.1
2009,Manitoba,46,1.3
2010,Manitoba,46,1.3
2011,Manitoba,46,1.2
2012,Manitoba,46,1.2
2013,Manitoba,46,1.1
2014,Manitoba,46,1.2
2015,Manitoba,46,1.2
2016,Manitoba,46,1.2
2017,Manitoba,46,1.2
2018,Manitoba,46,1.1
2000,Saskatchewan,47,1.1
2001,Saskatchewan,47,1.2
2002,Saskatchewan,47,1.2
2003,Saskatchewan,47,1.1
2004,Saskatchewan,47,1.0
2005,Saskatchewan,47,1.0
2006,Saskatchewan,47,1.0
2007,Saskatchewan,47,1.0
2008,Saskatchewan,47,0.8
2009,Saskatchewan,47,1.0
2010,Saskatchewan,47,0.9
2011,Saskatchewan,47,0.8
2012,Saskatchewan,47,0.8
2013,Saskatchewan,47,0.9
2014,Saskatchewan,47,0.8
2015,Saskatchewan,47,1.0
2016,Saskatchewan,47,0.9
2017,Saskatchewan,47,0.8
2018,Saskatchewan,47,0.9
2000,Alberta,48,0.9
2001,Alberta,48,1.0
2002,Alberta,48,1.1
2003,Alberta,48,1.1
2004,Alberta,48,1.2
2005,Alberta,48,1.1
2006,Alberta,48,1.1
2007,Alberta,48,1.0
2008,Alberta,48,1.0
2009,Alberta,48,1.2
2010,Alberta,48,1.1
2011,Alberta,48,1.1
2012,Alberta,48,1.2
2013,Alberta,48,1.1
2014,Alberta,48,1.0
2015,Alberta,48,1.1
2016,Alberta,48,1.1
2017,Alberta,48,1.0
2018,Alberta,48,1.0
2000,British Columbia,59,1.2
2001,British Columbia,59,1.3
2002,British Columbia,59,1.4
2003,British Columbia,59,1.3
2004,British Columbia,59,1.4
2005,British Columbia,59,1.4
2006,British Columbia,59,1.3
2007,British Columbia,59,1.4
2008,British Columbia,59,1.4
2009,British Columbia,59,1.5
2010,British Columbia,59,1.5
2011,British Columbia,59,1.4
2012,British Columbia,59,1.4
2013,British Columbia,59,1.4
2014,British Columbia,59,1.3
2015,British Columbia,59,1.4
2016,British Columbia,59,1.6
2017,British Columbia,59,1.5
2018,British Columbia,59,1.5
