Year,Géographie,Source,GeoCode,Value
2011,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.467657737
2012,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.4116885
2013,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.392289534
2014,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.39984057
2015,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.341527068
2016,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.338883956
2017,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.371181163
2018,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.503067984
2019,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.474049926
2020,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.412914258
1990,Nouveau-Brunswick,Inventaire provincial,13,16.21803936
1991,Nouveau-Brunswick,Inventaire provincial,13,15.56280391
1992,Nouveau-Brunswick,Inventaire provincial,13,16.34375426
1993,Nouveau-Brunswick,Inventaire provincial,13,15.58914536
1994,Nouveau-Brunswick,Inventaire provincial,13,17.05510586
1995,Nouveau-Brunswick,Inventaire provincial,13,17.59465015
1996,Nouveau-Brunswick,Inventaire provincial,13,17.14062122
1997,Nouveau-Brunswick,Inventaire provincial,13,19.67795822
1998,Nouveau-Brunswick,Inventaire provincial,13,20.45915183
1999,Nouveau-Brunswick,Inventaire provincial,13,19.49259628
2000,Nouveau-Brunswick,Inventaire provincial,13,20.74725645
2001,Nouveau-Brunswick,Inventaire provincial,13,22.54265827
2002,Nouveau-Brunswick,Inventaire provincial,13,21.15922059
2003,Nouveau-Brunswick,Inventaire provincial,13,20.84415985
2004,Nouveau-Brunswick,Inventaire provincial,13,21.71134851
2005,Nouveau-Brunswick,Inventaire provincial,13,19.7811128
2006,Nouveau-Brunswick,Inventaire provincial,13,19.37640429
2007,Nouveau-Brunswick,Inventaire provincial,13,19.43714163
2008,Nouveau-Brunswick,Inventaire provincial,13,18.30983643
2009,Nouveau-Brunswick,Inventaire provincial,13,18.06232177
2010,Nouveau-Brunswick,Inventaire provincial,13,17.69217662
2011,Nouveau-Brunswick,Inventaire provincial,13,17.78641845
2012,Nouveau-Brunswick,Inventaire provincial,13,16.10435482
2013,Nouveau-Brunswick,Inventaire provincial,13,14.23537096
2014,Nouveau-Brunswick,Inventaire provincial,13,13.69122658
2015,Nouveau-Brunswick,Inventaire provincial,13,14.04022956
2016,Nouveau-Brunswick,Inventaire provincial,13,14.83634595
2017,Nouveau-Brunswick,Inventaire provincial,13,13.76213725
2018,Nouveau-Brunswick,Inventaire provincial,13,13.55964181
2019,Nouveau-Brunswick,Inventaire provincial,13,13.14848945
2020,Nouveau-Brunswick,Inventaire provincial,13,12.44090741
1990,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.218964001
1991,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.157263535
1992,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.253826246
1993,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.454435948
1994,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.485778966
1995,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.300564251
1996,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.499262488
1997,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.541581606
1998,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.332098121
1999,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.441922005
2000,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,1.816297675
2001,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,2.407591956
2002,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,2.694290697
2003,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,2.504571788
2004,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,2.732430993
2005,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,2.72328702
2006,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,2.969801977
2007,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,2.962684727
2008,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,3.02339926
2009,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,3.360648622
2010,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,4.189198509
2011,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,3.639833381
2012,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,3.432111355
2013,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,3.390029137
2014,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,2.973133637
2015,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,2.815115796
2016,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,3.069808357
2017,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,3.254241645
2018,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,2.836800666
2019,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,3.167061925
2020,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,3.358985897
1990,Nouveau-Brunswick,Électricité,13,6.01709502
1991,Nouveau-Brunswick,Électricité,13,5.442461836
1992,Nouveau-Brunswick,Électricité,13,6.178979557
1993,Nouveau-Brunswick,Électricité,13,5.178265531
1994,Nouveau-Brunswick,Électricité,13,6.335738425
1995,Nouveau-Brunswick,Électricité,13,6.973547121
1996,Nouveau-Brunswick,Électricité,13,6.177222188
1997,Nouveau-Brunswick,Électricité,13,8.616363561
1998,Nouveau-Brunswick,Électricité,13,9.854482773
1999,Nouveau-Brunswick,Électricité,13,8.53343069
2000,Nouveau-Brunswick,Électricité,13,8.974877892
2001,Nouveau-Brunswick,Électricité,13,10.48000311
2002,Nouveau-Brunswick,Électricité,13,8.939061191
2003,Nouveau-Brunswick,Électricité,13,8.726873
2004,Nouveau-Brunswick,Électricité,13,9.114047101
2005,Nouveau-Brunswick,Électricité,13,7.791907043
2006,Nouveau-Brunswick,Électricité,13,7.30343286
2007,Nouveau-Brunswick,Électricité,13,7.169796582
2008,Nouveau-Brunswick,Électricité,13,6.68989652
2009,Nouveau-Brunswick,Électricité,13,6.645203399
2010,Nouveau-Brunswick,Électricité,13,4.708450455
2011,Nouveau-Brunswick,Électricité,13,4.250411951
2012,Nouveau-Brunswick,Électricité,13,3.574315018
2013,Nouveau-Brunswick,Électricité,13,3.467224985
2014,Nouveau-Brunswick,Électricité,13,3.752716441
2015,Nouveau-Brunswick,Électricité,13,3.845345376
2016,Nouveau-Brunswick,Électricité,13,4.173792692
2017,Nouveau-Brunswick,Électricité,13,3.486996889
2018,Nouveau-Brunswick,Électricité,13,3.66236505
2019,Nouveau-Brunswick,Électricité,13,3.237591582
2020,Nouveau-Brunswick,Électricité,13,2.905424946
1990,Nouveau-Brunswick,Transports,13,3.754745795
1991,Nouveau-Brunswick,Transports,13,3.629210819
1992,Nouveau-Brunswick,Transports,13,3.670343527
1993,Nouveau-Brunswick,Transports,13,3.716066876
1994,Nouveau-Brunswick,Transports,13,3.870046832
1995,Nouveau-Brunswick,Transports,13,3.79794072
1996,Nouveau-Brunswick,Transports,13,3.961308934
1997,Nouveau-Brunswick,Transports,13,4.035439421
1998,Nouveau-Brunswick,Transports,13,4.197538185
1999,Nouveau-Brunswick,Transports,13,4.449315263
2000,Nouveau-Brunswick,Transports,13,4.607542893
2001,Nouveau-Brunswick,Transports,13,4.549597679
2002,Nouveau-Brunswick,Transports,13,4.609073373
2003,Nouveau-Brunswick,Transports,13,4.535285003
2004,Nouveau-Brunswick,Transports,13,4.580078125
2005,Nouveau-Brunswick,Transports,13,4.580615143
2006,Nouveau-Brunswick,Transports,13,4.523232379
2007,Nouveau-Brunswick,Transports,13,4.432162999
2008,Nouveau-Brunswick,Transports,13,4.292778465
2009,Nouveau-Brunswick,Transports,13,3.979105138
2010,Nouveau-Brunswick,Transports,13,4.393811372
2011,Nouveau-Brunswick,Transports,13,5.037042952
2012,Nouveau-Brunswick,Transports,13,4.558386603
2013,Nouveau-Brunswick,Transports,13,3.788776122
2014,Nouveau-Brunswick,Transports,13,3.466424264
2015,Nouveau-Brunswick,Transports,13,3.782083636
2016,Nouveau-Brunswick,Transports,13,4.141315708
2017,Nouveau-Brunswick,Transports,13,3.741414927
2018,Nouveau-Brunswick,Transports,13,3.690600936
2019,Nouveau-Brunswick,Transports,13,3.598807574
2020,Nouveau-Brunswick,Transports,13,3.202840138
1990,Nouveau-Brunswick,Industrie lourde,13,1.778626583
1991,Nouveau-Brunswick,Industrie lourde,13,1.723979666
1992,Nouveau-Brunswick,Industrie lourde,13,1.652444587
1993,Nouveau-Brunswick,Industrie lourde,13,1.715735846
1994,Nouveau-Brunswick,Industrie lourde,13,1.674404796
1995,Nouveau-Brunswick,Industrie lourde,13,1.782312525
1996,Nouveau-Brunswick,Industrie lourde,13,1.864666342
1997,Nouveau-Brunswick,Industrie lourde,13,1.675199159
1998,Nouveau-Brunswick,Industrie lourde,13,1.524216995
1999,Nouveau-Brunswick,Industrie lourde,13,1.559300271
2000,Nouveau-Brunswick,Industrie lourde,13,1.615154881
2001,Nouveau-Brunswick,Industrie lourde,13,1.709072852
2002,Nouveau-Brunswick,Industrie lourde,13,1.602402284
2003,Nouveau-Brunswick,Industrie lourde,13,1.548475941
2004,Nouveau-Brunswick,Industrie lourde,13,1.529888745
2005,Nouveau-Brunswick,Industrie lourde,13,1.213937937
2006,Nouveau-Brunswick,Industrie lourde,13,1.039217342
2007,Nouveau-Brunswick,Industrie lourde,13,1.343015509
2008,Nouveau-Brunswick,Industrie lourde,13,0.969279985
2009,Nouveau-Brunswick,Industrie lourde,13,0.99322186
2010,Nouveau-Brunswick,Industrie lourde,13,1.051313787
2011,Nouveau-Brunswick,Industrie lourde,13,1.14163532
2012,Nouveau-Brunswick,Industrie lourde,13,1.021607634
2013,Nouveau-Brunswick,Industrie lourde,13,0.854184871
2014,Nouveau-Brunswick,Industrie lourde,13,0.709711539
2015,Nouveau-Brunswick,Industrie lourde,13,0.738403184
2016,Nouveau-Brunswick,Industrie lourde,13,0.792282692
2017,Nouveau-Brunswick,Industrie lourde,13,0.767117967
2018,Nouveau-Brunswick,Industrie lourde,13,0.802550286
2019,Nouveau-Brunswick,Industrie lourde,13,0.620801785
2020,Nouveau-Brunswick,Industrie lourde,13,0.54896473
1990,Nouveau-Brunswick,Bâtiments,13,1.653300696
1991,Nouveau-Brunswick,Bâtiments,13,1.74024288
1992,Nouveau-Brunswick,Bâtiments,13,1.606420581
1993,Nouveau-Brunswick,Bâtiments,13,1.515730915
1994,Nouveau-Brunswick,Bâtiments,13,1.461314907
1995,Nouveau-Brunswick,Bâtiments,13,1.401728822
1996,Nouveau-Brunswick,Bâtiments,13,1.344318278
1997,Nouveau-Brunswick,Bâtiments,13,1.483545345
1998,Nouveau-Brunswick,Bâtiments,13,1.263784193
1999,Nouveau-Brunswick,Bâtiments,13,1.223777613
2000,Nouveau-Brunswick,Bâtiments,13,1.478427419
2001,Nouveau-Brunswick,Bâtiments,13,1.226481026
2002,Nouveau-Brunswick,Bâtiments,13,1.191534242
2003,Nouveau-Brunswick,Bâtiments,13,1.414638549
2004,Nouveau-Brunswick,Bâtiments,13,1.650557003
2005,Nouveau-Brunswick,Bâtiments,13,1.447538472
2006,Nouveau-Brunswick,Bâtiments,13,1.457189918
2007,Nouveau-Brunswick,Bâtiments,13,1.560775044
2008,Nouveau-Brunswick,Bâtiments,13,1.561170468
2009,Nouveau-Brunswick,Bâtiments,13,1.328980943
2010,Nouveau-Brunswick,Bâtiments,13,1.522857063
2011,Nouveau-Brunswick,Bâtiments,13,1.94466495
2012,Nouveau-Brunswick,Bâtiments,13,1.898653162
2013,Nouveau-Brunswick,Bâtiments,13,1.130317618
2014,Nouveau-Brunswick,Bâtiments,13,1.253519036
2015,Nouveau-Brunswick,Bâtiments,13,1.418751357
2016,Nouveau-Brunswick,Bâtiments,13,1.252120517
2017,Nouveau-Brunswick,Bâtiments,13,1.088073235
2018,Nouveau-Brunswick,Bâtiments,13,1.120022144
2019,Nouveau-Brunswick,Bâtiments,13,1.066550329
2020,Nouveau-Brunswick,Bâtiments,13,0.98293588
1990,Nouveau-Brunswick,Agriculture,13,0.544530308
1991,Nouveau-Brunswick,Agriculture,13,0.556667225
1992,Nouveau-Brunswick,Agriculture,13,0.592543146
1993,Nouveau-Brunswick,Agriculture,13,0.595135101
1994,Nouveau-Brunswick,Agriculture,13,0.607497504
1995,Nouveau-Brunswick,Agriculture,13,0.668507159
1996,Nouveau-Brunswick,Agriculture,13,0.638876008
1997,Nouveau-Brunswick,Agriculture,13,0.649932645
1998,Nouveau-Brunswick,Agriculture,13,0.66141864
1999,Nouveau-Brunswick,Agriculture,13,0.664751009
2000,Nouveau-Brunswick,Agriculture,13,0.626524298
2001,Nouveau-Brunswick,Agriculture,13,0.555739762
2002,Nouveau-Brunswick,Agriculture,13,0.579329433
2003,Nouveau-Brunswick,Agriculture,13,0.587416572
2004,Nouveau-Brunswick,Agriculture,13,0.586967063
2005,Nouveau-Brunswick,Agriculture,13,0.570426449
2006,Nouveau-Brunswick,Agriculture,13,0.558350031
2007,Nouveau-Brunswick,Agriculture,13,0.530099264
2008,Nouveau-Brunswick,Agriculture,13,0.495573886
2009,Nouveau-Brunswick,Agriculture,13,0.530092429
2010,Nouveau-Brunswick,Agriculture,13,0.592054034
2011,Nouveau-Brunswick,Agriculture,13,0.579944257
2012,Nouveau-Brunswick,Agriculture,13,0.570039709
2013,Nouveau-Brunswick,Agriculture,13,0.526351024
2014,Nouveau-Brunswick,Agriculture,13,0.531689779
2015,Nouveau-Brunswick,Agriculture,13,0.443623493
2016,Nouveau-Brunswick,Agriculture,13,0.486555694
2017,Nouveau-Brunswick,Agriculture,13,0.452081826
2018,Nouveau-Brunswick,Agriculture,13,0.460679551
2019,Nouveau-Brunswick,Agriculture,13,0.453027938
2020,Nouveau-Brunswick,Agriculture,13,0.445694988
1990,Nouveau-Brunswick,Déchets et autres,13,0.833529983
1991,Nouveau-Brunswick,Déchets et autres,13,0.8619602
1992,Nouveau-Brunswick,Déchets et autres,13,0.90255164
1993,Nouveau-Brunswick,Déchets et autres,13,0.927859798
1994,Nouveau-Brunswick,Déchets et autres,13,0.966677125
1995,Nouveau-Brunswick,Déchets et autres,13,0.994685948
1996,Nouveau-Brunswick,Déchets et autres,13,1.010540601
1997,Nouveau-Brunswick,Déchets et autres,13,1.017068861
1998,Nouveau-Brunswick,Déchets et autres,13,1.020997447
1999,Nouveau-Brunswick,Déchets et autres,13,1.022756662
2000,Nouveau-Brunswick,Déchets et autres,13,1.022835758
2001,Nouveau-Brunswick,Déchets et autres,13,1.016236213
2002,Nouveau-Brunswick,Déchets et autres,13,1.0095982
2003,Nouveau-Brunswick,Déchets et autres,13,0.972460256
2004,Nouveau-Brunswick,Déchets et autres,13,0.944881298
2005,Nouveau-Brunswick,Déchets et autres,13,0.923462949
2006,Nouveau-Brunswick,Déchets et autres,13,0.887982688
2007,Nouveau-Brunswick,Déchets et autres,13,0.804706728
2008,Nouveau-Brunswick,Déchets et autres,13,0.755957315
2009,Nouveau-Brunswick,Déchets et autres,13,0.735659526
2010,Nouveau-Brunswick,Déchets et autres,13,0.705832324
2011,Nouveau-Brunswick,Déchets et autres,13,0.705108925
2012,Nouveau-Brunswick,Déchets et autres,13,0.659363232
2013,Nouveau-Brunswick,Déchets et autres,13,0.657688052
2014,Nouveau-Brunswick,Déchets et autres,13,0.665632225
2015,Nouveau-Brunswick,Déchets et autres,13,0.648000437
2016,Nouveau-Brunswick,Déchets et autres,13,0.605936433
2017,Nouveau-Brunswick,Déchets et autres,13,0.626437747
2018,Nouveau-Brunswick,Déchets et autres,13,0.634494856
2019,Nouveau-Brunswick,Déchets et autres,13,0.659857433
2020,Nouveau-Brunswick,Déchets et autres,13,0.667599547
1990,Nouveau-Brunswick,Production de charbon,13,0.010167403
1991,Nouveau-Brunswick,Production de charbon,13,0.010544399
1992,Nouveau-Brunswick,Production de charbon,13,0.008604642
1993,Nouveau-Brunswick,Production de charbon,13,0.016250402
1994,Nouveau-Brunswick,Production de charbon,13,0.039695005
1995,Nouveau-Brunswick,Production de charbon,13,0.007643189
1996,Nouveau-Brunswick,Production de charbon,13,0.008170376
1997,Nouveau-Brunswick,Production de charbon,13,0.005138268
1998,Nouveau-Brunswick,Production de charbon,13,0.006177307
1999,Nouveau-Brunswick,Production de charbon,13,0.006887749
2000,Nouveau-Brunswick,Production de charbon,13,0.00522683
2001,Nouveau-Brunswick,Production de charbon,13,0.002364951
2002,Nouveau-Brunswick,Production de charbon,13,0.003992056
2003,Nouveau-Brunswick,Production de charbon,13,0.003387536
2004,Nouveau-Brunswick,Production de charbon,13,0.003252648
2005,Nouveau-Brunswick,Production de charbon,13,0.002518969
2006,Nouveau-Brunswick,Production de charbon,13,0.001552584
2007,Nouveau-Brunswick,Production de charbon,13,0.001743035
2008,Nouveau-Brunswick,Production de charbon,13,0.000718
2009,Nouveau-Brunswick,Production de charbon,13,0.001878047
2010,Nouveau-Brunswick,Production de charbon,13,0.0
2011,Nouveau-Brunswick,Production de charbon,13,0.0
2012,Nouveau-Brunswick,Production de charbon,13,0.0
2013,Nouveau-Brunswick,Production de charbon,13,0.0
2014,Nouveau-Brunswick,Production de charbon,13,0.0
2015,Nouveau-Brunswick,Production de charbon,13,0.0
2016,Nouveau-Brunswick,Production de charbon,13,0.0
2017,Nouveau-Brunswick,Production de charbon,13,0.0
2018,Nouveau-Brunswick,Production de charbon,13,0.0
2019,Nouveau-Brunswick,Production de charbon,13,0.0
2020,Nouveau-Brunswick,Production de charbon,13,0.0
1990,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.407079574
1991,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.440473347
1992,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.478040328
1993,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.469664945
1994,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.613952302
1995,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.66772041
1996,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.636256004
1997,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.65368935
1998,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.598438167
1999,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.590455019
2000,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.600368802
2001,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.59557072
2002,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.529939116
2003,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.551051201
2004,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.56924553
2005,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.527418822
