Year,Value
2015 Q4,178.8
2016 Q4,188.4
2017 Q4,188.8
2018 Q4,190.8
2019 Q4,189.6
2020 Q4,176.9
2021 Q4,183.7
2022 Q4,180.7
2023 Q4,176.5
2024 Q4,171.9
