Year,Géographie,Sources des déchets à des fins d'élimination,GeoCode,Value
2020,Saskatchewan,Sources de déchets non résidentielles à des fins d'élimination,47,345.1
2020,Saskatchewan,Sources de déchets résidentielles à des fins d'élimination,47,378.3
2020,Alberta,Toutes les sources de déchets à des fins d'élimination,48,915.8
2020,Alberta,Sources de déchets non résidentielles à des fins d'élimination,48,280.4
2020,Alberta,Sources de déchets résidentielles à des fins d'élimination,48,635.4
2020,Colombie-Britannique,Toutes les sources de déchets à des fins d'élimination,59,543.8
2020,Colombie-Britannique,Sources de déchets non résidentielles à des fins d'élimination,59,207.2
2020,Colombie-Britannique,Sources de déchets résidentielles à des fins d'élimination,59,336.6
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les sources de déchets à des fins d'élimination,,
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Sources de déchets non résidentielles à des fins d'élimination,,
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Sources de déchets résidentielles à des fins d'élimination,,
