Year,Géographie,Source,Value
1994,Territoires du Nord-Ouest et Nunavut,Électricité,0.139149862
1994,Territoires du Nord-Ouest et Nunavut,Transports,0.661805811
1994,Territoires du Nord-Ouest et Nunavut,Industrie lourde,0.249321621
1994,Territoires du Nord-Ouest et Nunavut,Bâtiments,0.69233802
1994,Territoires du Nord-Ouest et Nunavut,Agriculture,0.002184134
1994,Territoires du Nord-Ouest et Nunavut,Déchets et autres,0.052031985
1994,Territoires du Nord-Ouest et Nunavut,"Fabrication légère, construction et ressources forestières",0.026156113
1995,Territoires du Nord-Ouest et Nunavut,Inventaire territorial,2.105626115
1995,Territoires du Nord-Ouest et Nunavut,Exploitation pétrolière et gazière,0.224503772
1995,Territoires du Nord-Ouest et Nunavut,Électricité,0.154736023
1995,Territoires du Nord-Ouest et Nunavut,Transports,0.615376868
1995,Territoires du Nord-Ouest et Nunavut,Industrie lourde,0.331693782
1995,Territoires du Nord-Ouest et Nunavut,Bâtiments,0.676664221
1995,Territoires du Nord-Ouest et Nunavut,Agriculture,0.000274969
1995,Territoires du Nord-Ouest et Nunavut,Déchets et autres,0.054034264
1995,Territoires du Nord-Ouest et Nunavut,"Fabrication légère, construction et ressources forestières",0.048342216
1996,Territoires du Nord-Ouest et Nunavut,Inventaire territorial,2.119071111
1996,Territoires du Nord-Ouest et Nunavut,Exploitation pétrolière et gazière,0.214775105
1996,Territoires du Nord-Ouest et Nunavut,Électricité,0.118227466
1996,Territoires du Nord-Ouest et Nunavut,Transports,0.741847268
1996,Territoires du Nord-Ouest et Nunavut,Industrie lourde,0.365528569
1996,Territoires du Nord-Ouest et Nunavut,Bâtiments,0.603723142
1996,Territoires du Nord-Ouest et Nunavut,Déchets et autres,0.055996427
1996,Territoires du Nord-Ouest et Nunavut,"Fabrication légère, construction et ressources forestières",0.018973134
1997,Territoires du Nord-Ouest et Nunavut,Inventaire territorial,1.935564991
1997,Territoires du Nord-Ouest et Nunavut,Exploitation pétrolière et gazière,0.145210934
1997,Territoires du Nord-Ouest et Nunavut,Électricité,0.129193293
1997,Territoires du Nord-Ouest et Nunavut,Transports,0.711843207
1997,Territoires du Nord-Ouest et Nunavut,Industrie lourde,0.321122964
1997,Territoires du Nord-Ouest et Nunavut,Bâtiments,0.554848285
1997,Territoires du Nord-Ouest et Nunavut,Agriculture,0.0
1997,Territoires du Nord-Ouest et Nunavut,Déchets et autres,0.05787661
1997,Territoires du Nord-Ouest et Nunavut,"Fabrication légère, construction et ressources forestières",0.01546199
1998,Territoires du Nord-Ouest et Nunavut,Inventaire territorial,1.755926176
1998,Territoires du Nord-Ouest et Nunavut,Exploitation pétrolière et gazière,0.138335262
1998,Territoires du Nord-Ouest et Nunavut,Électricité,0.172792837
1998,Territoires du Nord-Ouest et Nunavut,Transports,0.74641319
1998,Territoires du Nord-Ouest et Nunavut,Industrie lourde,0.320826193
1998,Territoires du Nord-Ouest et Nunavut,Bâtiments,0.300639817
1998,Territoires du Nord-Ouest et Nunavut,Agriculture,0.0
1998,Territoires du Nord-Ouest et Nunavut,Déchets et autres,0.05963251
1998,Territoires du Nord-Ouest et Nunavut,"Fabrication légère, construction et ressources forestières",0.01727089
1990,Nouvelle-Écosse,Inventaire provincial,19.6016505
1990,Nouvelle-Écosse,Exploitation pétrolière et gazière,0.717328002
1990,Nouvelle-Écosse,Charbon,1.629528923
1990,Nouvelle-Écosse,Électricité,6.924279658
1990,Nouvelle-Écosse,Transports,4.48571313
1990,Nouvelle-Écosse,Industrie lourde,0.970501267
1990,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.389429679
1990,Nouvelle-Écosse,Bâtiments,2.963747629
1990,Nouvelle-Écosse,Déchets et autres,0.891502533
1990,Nouvelle-Écosse,Agriculture,0.62961968
1991,Nouvelle-Écosse,Inventaire provincial,19.25839562
1991,Nouvelle-Écosse,Exploitation pétrolière et gazière,0.793406607
1991,Nouvelle-Écosse,Charbon,1.670306966
1991,Nouvelle-Écosse,Électricité,7.100838038
1991,Nouvelle-Écosse,Transports,4.174306493
1991,Nouvelle-Écosse,Industrie lourde,0.843165206
1991,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.353507503
1991,Nouvelle-Écosse,Bâtiments,2.696215225
1991,Nouvelle-Écosse,Déchets et autres,0.923664863
1991,Nouvelle-Écosse,Agriculture,0.70298472
1992,Nouvelle-Écosse,Inventaire provincial,19.67583383
1992,Nouvelle-Écosse,Exploitation pétrolière et gazière,0.750074286
1992,Nouvelle-Écosse,Charbon,1.329489842
1992,Nouvelle-Écosse,Électricité,7.503336638
1992,Nouvelle-Écosse,Transports,4.250354242
1992,Nouvelle-Écosse,Industrie lourde,0.771018515
1992,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.376623293
1992,Nouvelle-Écosse,Bâtiments,2.968418806
1992,Nouvelle-Écosse,Déchets et autres,0.954102596
1992,Nouvelle-Écosse,Agriculture,0.77241561
1993,Nouvelle-Écosse,Inventaire provincial,19.69988666
1993,Nouvelle-Écosse,Exploitation pétrolière et gazière,0.897930039
1993,Nouvelle-Écosse,Charbon,1.407286136
1993,Nouvelle-Écosse,Électricité,7.433770378
1993,Nouvelle-Écosse,Transports,4.320891426
1993,Nouvelle-Écosse,Industrie lourde,0.783086584
1993,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.363822451
1993,Nouvelle-Écosse,Bâtiments,2.819506159
1993,Nouvelle-Écosse,Déchets et autres,0.983094775
1993,Nouvelle-Écosse,Agriculture,0.690498716
1994,Nouvelle-Écosse,Inventaire provincial,19.17628159
1994,Nouvelle-Écosse,Exploitation pétrolière et gazière,0.588242504
1994,Nouvelle-Écosse,Charbon,1.22958843
1994,Nouvelle-Écosse,Électricité,7.272546059
1994,Nouvelle-Écosse,Transports,4.430679968
1994,Nouvelle-Écosse,Industrie lourde,0.894733911
1994,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.421696884
1994,Nouvelle-Écosse,Bâtiments,2.622421838
1994,Nouvelle-Écosse,Déchets et autres,1.011556155
1994,Nouvelle-Écosse,Agriculture,0.704815839
1995,Nouvelle-Écosse,Inventaire provincial,19.08438845
1995,Nouvelle-Écosse,Exploitation pétrolière et gazière,0.68057487
1995,Nouvelle-Écosse,Charbon,0.985366872
1995,Nouvelle-Écosse,Électricité,7.058568481
1995,Nouvelle-Écosse,Transports,4.511510384
1995,Nouvelle-Écosse,Industrie lourde,1.094787743
1995,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.500317321
1995,Nouvelle-Écosse,Bâtiments,2.456682139
1995,Nouvelle-Écosse,Déchets et autres,1.040635541
1995,Nouvelle-Écosse,Agriculture,0.755945101
1996,Nouvelle-Écosse,Inventaire provincial,19.07322815
1996,Nouvelle-Écosse,Exploitation pétrolière et gazière,0.710340208
1996,Nouvelle-Écosse,Charbon,0.807086639
1996,Nouvelle-Écosse,Électricité,7.29153408
1996,Nouvelle-Écosse,Transports,4.456096777
1996,Nouvelle-Écosse,Industrie lourde,0.913439942
1996,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.490057979
1996,Nouvelle-Écosse,Bâtiments,2.583195054
1996,Nouvelle-Écosse,Déchets et autres,1.062446262
1996,Nouvelle-Écosse,Agriculture,0.759031215
1997,Nouvelle-Écosse,Inventaire provincial,19.85159624
1997,Nouvelle-Écosse,Exploitation pétrolière et gazière,0.634879325
1997,Nouvelle-Écosse,Charbon,0.836048215
1997,Nouvelle-Écosse,Électricité,7.842660526
1997,Nouvelle-Écosse,Transports,4.56977905
1997,Nouvelle-Écosse,Industrie lourde,0.772885453
1997,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.527919539
1997,Nouvelle-Écosse,Bâtiments,2.829603871
1997,Nouvelle-Écosse,Déchets et autres,1.036540067
1997,Nouvelle-Écosse,Agriculture,0.801280194
1998,Nouvelle-Écosse,Inventaire provincial,20.0010579
1998,Nouvelle-Écosse,Exploitation pétrolière et gazière,0.612273245
1998,Nouvelle-Écosse,Charbon,0.673931794
1998,Nouvelle-Écosse,Électricité,8.208419271
1998,Nouvelle-Écosse,Transports,4.758966122
1998,Nouvelle-Écosse,Industrie lourde,0.92880283
1998,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.494301869
1998,Nouvelle-Écosse,Bâtiments,2.526705141
1998,Nouvelle-Écosse,Déchets et autres,1.04292795
1998,Nouvelle-Écosse,Agriculture,0.754729674
1999,Nouvelle-Écosse,Inventaire provincial,20.68106951
1999,Nouvelle-Écosse,Exploitation pétrolière et gazière,0.607132039
1999,Nouvelle-Écosse,Charbon,0.48667015
1999,Nouvelle-Écosse,Électricité,8.635106563
1999,Nouvelle-Écosse,Transports,5.124363985
1999,Nouvelle-Écosse,Industrie lourde,0.921545761
1999,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.447339508
1999,Nouvelle-Écosse,Bâtiments,2.692764576
1999,Nouvelle-Écosse,Déchets et autres,1.031006517
1999,Nouvelle-Écosse,Agriculture,0.73514041
2000,Nouvelle-Écosse,Inventaire provincial,22.31859451
2000,Nouvelle-Écosse,Exploitation pétrolière et gazière,1.081857506
2000,Nouvelle-Écosse,Charbon,0.5821716
2000,Nouvelle-Écosse,Électricité,9.619814815
2000,Nouvelle-Écosse,Transports,5.12787096
2000,Nouvelle-Écosse,Industrie lourde,0.913337136
2000,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.439636042
2000,Nouvelle-Écosse,Bâtiments,2.760342114
2000,Nouvelle-Écosse,Déchets et autres,1.01747178
2000,Nouvelle-Écosse,Agriculture,0.776092561
2001,Nouvelle-Écosse,Inventaire provincial,21.51069823
2001,Nouvelle-Écosse,Exploitation pétrolière et gazière,0.945419268
2001,Nouvelle-Écosse,Charbon,0.501060117
2001,Nouvelle-Écosse,Électricité,9.280579023
2001,Nouvelle-Écosse,Transports,5.070979851
2001,Nouvelle-Écosse,Industrie lourde,0.659879101
2001,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.419900229
2001,Nouvelle-Écosse,Bâtiments,2.978440154
2001,Nouvelle-Écosse,Déchets et autres,0.999335214
2001,Nouvelle-Écosse,Agriculture,0.655105272
2002,Nouvelle-Écosse,Inventaire provincial,20.72615205
2002,Nouvelle-Écosse,Exploitation pétrolière et gazière,1.284474923
2002,Nouvelle-Écosse,Charbon,0.434216472
2002,Nouvelle-Écosse,Électricité,7.867899011
2002,Nouvelle-Écosse,Transports,5.194391766
2002,Nouvelle-Écosse,Industrie lourde,0.853370522
2002,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.498520715
2002,Nouvelle-Écosse,Bâtiments,2.950880091
2002,Nouvelle-Écosse,Déchets et autres,0.99585003
2002,Nouvelle-Écosse,Agriculture,0.646548517
2003,Nouvelle-Écosse,Inventaire provincial,22.28172477
2003,Nouvelle-Écosse,Exploitation pétrolière et gazière,1.601852465
2003,Nouvelle-Écosse,Charbon,0.396759419
2003,Nouvelle-Écosse,Électricité,8.622124355
2003,Nouvelle-Écosse,Transports,5.488090807
2003,Nouvelle-Écosse,Industrie lourde,0.898254317
2003,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.442259655
2003,Nouvelle-Écosse,Bâtiments,3.282348781
2003,Nouvelle-Écosse,Déchets et autres,0.939804967
2003,Nouvelle-Écosse,Agriculture,0.61023
2004,Nouvelle-Écosse,Inventaire provincial,23.9609291
2004,Nouvelle-Écosse,Exploitation pétrolière et gazière,1.287845542
2004,Nouvelle-Écosse,Charbon,0.374437067
2004,Nouvelle-Écosse,Électricité,10.99731403
2004,Nouvelle-Écosse,Transports,5.465657244
2004,Nouvelle-Écosse,Industrie lourde,0.862833146
2004,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.489583575
2004,Nouvelle-Écosse,Bâtiments,2.973953557
2004,Nouvelle-Écosse,Déchets et autres,0.898440809
2004,Nouvelle-Écosse,Agriculture,0.610864131
2005,Nouvelle-Écosse,Inventaire provincial,23.15322879
2005,Nouvelle-Écosse,Exploitation pétrolière et gazière,1.539028561
2005,Nouvelle-Écosse,Charbon,0.098912468
2005,Nouvelle-Écosse,Électricité,10.7710442
2005,Nouvelle-Écosse,Transports,5.445838728
2005,Nouvelle-Écosse,Industrie lourde,0.834140854
2005,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.361677189
2005,Nouvelle-Écosse,Bâtiments,2.696384651
2005,Nouvelle-Écosse,Déchets et autres,0.809631221
2005,Nouvelle-Écosse,Agriculture,0.596570915
2006,Nouvelle-Écosse,Inventaire provincial,21.8699824
2006,Nouvelle-Écosse,Exploitation pétrolière et gazière,1.384866015
2006,Nouvelle-Écosse,Charbon,0.09536135
2006,Nouvelle-Écosse,Électricité,10.16973803
2006,Nouvelle-Écosse,Transports,5.304813559
2006,Nouvelle-Écosse,Industrie lourde,0.667330316
2006,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.464784151
2006,Nouvelle-Écosse,Bâtiments,2.496866375
2006,Nouvelle-Écosse,Déchets et autres,0.740807174
2006,Nouvelle-Écosse,Agriculture,0.545415432
2007,Nouvelle-Écosse,Inventaire provincial,23.53017021
2007,Nouvelle-Écosse,Exploitation pétrolière et gazière,1.276144331
2007,Nouvelle-Écosse,Charbon,0.092552842
2007,Nouvelle-Écosse,Électricité,11.67160884
2007,Nouvelle-Écosse,Transports,5.178647615
2007,Nouvelle-Écosse,Industrie lourde,0.651561407
2007,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.512460623
2007,Nouvelle-Écosse,Bâtiments,2.880449107
2007,Nouvelle-Écosse,Déchets et autres,0.706360267
2007,Nouvelle-Écosse,Agriculture,0.560385172
2008,Nouvelle-Écosse,Inventaire provincial,21.33190617
2008,Nouvelle-Écosse,Exploitation pétrolière et gazière,1.38448674
2008,Nouvelle-Écosse,Charbon,0.090120355
2008,Nouvelle-Écosse,Électricité,9.558178672
2008,Nouvelle-Écosse,Transports,5.167414173
2008,Nouvelle-Écosse,Industrie lourde,0.712800664
2008,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.475088741
2008,Nouvelle-Écosse,Bâtiments,2.705638717
2008,Nouvelle-Écosse,Déchets et autres,0.700737886
2008,Nouvelle-Écosse,Agriculture,0.537440227
2009,Nouvelle-Écosse,Inventaire provincial,20.74969845
2009,Nouvelle-Écosse,Exploitation pétrolière et gazière,1.443683731
2009,Nouvelle-Écosse,Charbon,0.087962578
2009,Nouvelle-Écosse,Électricité,9.482565507
2009,Nouvelle-Écosse,Transports,4.873143141
2009,Nouvelle-Écosse,Industrie lourde,0.565370576
2009,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.464901506
2009,Nouvelle-Écosse,Bâtiments,2.658701869
2009,Nouvelle-Écosse,Déchets et autres,0.65334026
2009,Nouvelle-Écosse,Agriculture,0.520029278
2010,Nouvelle-Écosse,Inventaire provincial,20.42345256
2010,Nouvelle-Écosse,Exploitation pétrolière et gazière,1.425185395
2010,Nouvelle-Écosse,Charbon,0.086018798
2010,Nouvelle-Écosse,Électricité,8.895572448
2010,Nouvelle-Écosse,Transports,5.106332929
2010,Nouvelle-Écosse,Industrie lourde,0.657859547
2010,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.473814069
2010,Nouvelle-Écosse,Bâtiments,2.620169178
2010,Nouvelle-Écosse,Déchets et autres,0.633547277
2010,Nouvelle-Écosse,Agriculture,0.524952921
2011,Nouvelle-Écosse,Inventaire provincial,21.07663088
2011,Nouvelle-Écosse,Exploitation pétrolière et gazière,1.5424232
2011,Nouvelle-Écosse,Charbon,0.084247566
2011,Nouvelle-Écosse,Électricité,8.572228357
2011,Nouvelle-Écosse,Transports,5.590540063
2011,Nouvelle-Écosse,Industrie lourde,0.654294083
2011,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.468252837
2011,Nouvelle-Écosse,Bâtiments,2.988897666
2011,Nouvelle-Écosse,Déchets et autres,0.614172649
2011,Nouvelle-Écosse,Agriculture,0.561574455
2012,Nouvelle-Écosse,Inventaire provincial,19.30519272
2012,Nouvelle-Écosse,Exploitation pétrolière et gazière,1.45772752
2012,Nouvelle-Écosse,Charbon,0.09340247
2012,Nouvelle-Écosse,Électricité,7.714713672
2012,Nouvelle-Écosse,Transports,5.343936372
2012,Nouvelle-Écosse,Industrie lourde,0.631470313
2012,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.412114582
2012,Nouvelle-Écosse,Bâtiments,2.523789575
2012,Nouvelle-Écosse,Déchets et autres,0.61165214
2012,Nouvelle-Écosse,Agriculture,0.516386077
2013,Nouvelle-Écosse,Inventaire provincial,18.33071507
2013,Nouvelle-Écosse,Exploitation pétrolière et gazière,1.331017287
2013,Nouvelle-Écosse,Charbon,0.101979605
2013,Nouvelle-Écosse,Électricité,7.626946248
2013,Nouvelle-Écosse,Transports,4.893726158
2013,Nouvelle-Écosse,Industrie lourde,0.508353085
2013,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.39256492
2013,Nouvelle-Écosse,Bâtiments,2.382533193
2013,Nouvelle-Écosse,Déchets et autres,0.610663343
2013,Nouvelle-Écosse,Agriculture,0.482931233
2014,Nouvelle-Écosse,Inventaire provincial,16.5714767
2014,Nouvelle-Écosse,Exploitation pétrolière et gazière,0.81549717
2014,Nouvelle-Écosse,Charbon,0.01476523
2014,Nouvelle-Écosse,Électricité,7.246420807
2014,Nouvelle-Écosse,Transports,4.462329156
2014,Nouvelle-Écosse,Industrie lourde,0.45692101
2014,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.400045337
2014,Nouvelle-Écosse,Bâtiments,2.088330346
2014,Nouvelle-Écosse,Déchets et autres,0.612251576
2014,Nouvelle-Écosse,Agriculture,0.474916072
2015,Nouvelle-Écosse,Inventaire provincial,16.73461817
2015,Nouvelle-Écosse,Exploitation pétrolière et gazière,0.626577305
2015,Nouvelle-Écosse,Charbon,0.011464964
2015,Nouvelle-Écosse,Électricité,7.021678874
2015,Nouvelle-Écosse,Transports,4.965327166
2015,Nouvelle-Écosse,Industrie lourde,0.517139252
2015,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.341306332
2015,Nouvelle-Écosse,Bâtiments,2.235750551
2015,Nouvelle-Écosse,Déchets et autres,0.564892384
2015,Nouvelle-Écosse,Agriculture,0.450481341
2016,Nouvelle-Écosse,Inventaire provincial,15.59293338
2016,Nouvelle-Écosse,Exploitation pétrolière et gazière,0.470272307
2016,Nouvelle-Écosse,Charbon,0.0163413
2016,Nouvelle-Écosse,Électricité,6.420247721
2016,Nouvelle-Écosse,Transports,4.940819254
2016,Nouvelle-Écosse,Industrie lourde,0.476985613
2016,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.338205644
2016,Nouvelle-Écosse,Bâtiments,1.885790635
2016,Nouvelle-Écosse,Déchets et autres,0.60220214
2016,Nouvelle-Écosse,Agriculture,0.442068767
2017,Nouvelle-Écosse,Inventaire provincial,16.17785399
2017,Nouvelle-Écosse,Exploitation pétrolière et gazière,0.324136069
2017,Nouvelle-Écosse,Charbon,0.090561494
2017,Nouvelle-Écosse,Électricité,6.71714569
2017,Nouvelle-Écosse,Transports,5.236306746
2017,Nouvelle-Écosse,Industrie lourde,0.425077306
2017,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.370428527
2017,Nouvelle-Écosse,Bâtiments,1.965833604
2017,Nouvelle-Écosse,Déchets et autres,0.605942017
2017,Nouvelle-Écosse,Agriculture,0.442422541
2018,Nouvelle-Écosse,Inventaire provincial,16.7754031
2018,Nouvelle-Écosse,Exploitation pétrolière et gazière,0.214197245
2018,Nouvelle-Écosse,Charbon,0.141715169
2018,Nouvelle-Écosse,Électricité,7.015041854
2018,Nouvelle-Écosse,Transports,5.459848412
2018,Nouvelle-Écosse,Industrie lourde,0.389329105
2018,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.501656804
2018,Nouvelle-Écosse,Bâtiments,1.999050836
2018,Nouvelle-Écosse,Déchets et autres,0.61041928
2018,Nouvelle-Écosse,Agriculture,0.444144393
2019,Nouvelle-Écosse,Inventaire provincial,16.2234831
2019,Nouvelle-Écosse,Exploitation pétrolière et gazière,0.01744329
2019,Nouvelle-Écosse,Charbon,0.204606184
2019,Nouvelle-Écosse,Électricité,6.71665447
2019,Nouvelle-Écosse,Transports,5.373933551
2019,Nouvelle-Écosse,Industrie lourde,0.361802852
2019,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",0.467675738
2019,Nouvelle-Écosse,Bâtiments,2.037322811
2019,Nouvelle-Écosse,Déchets et autres,0.610092551
2019,Nouvelle-Écosse,Agriculture,0.433951651
1999,Nunavut,Inventaire territorial,0.41451115
1999,Nunavut,Exploitation pétrolière et gazière,0.0
1999,Nunavut,Électricité,0.017327955
1999,Nunavut,Transports,0.274907019
1999,Nunavut,Industrie lourde,0.086702157
1999,Nunavut,"Fabrication légère, construction et ressources forestières",0.010082823
1999,Nunavut,Bâtiments,0.001946817
1999,Nunavut,Déchets et autres,0.023514625
2000,Nunavut,Inventaire territorial,0.526921015
2000,Nunavut,Exploitation pétrolière et gazière,0.0
2000,Nunavut,Électricité,0.034427344
2000,Nunavut,Transports,0.358315597
2000,Nunavut,Industrie lourde,0.090256341
2000,Nunavut,"Fabrication légère, construction et ressources forestières",0.005518306
2000,Nunavut,Bâtiments,0.013989378
2000,Nunavut,Déchets et autres,0.024335966
2001,Nunavut,Inventaire territorial,0.630611872
2001,Nunavut,Exploitation pétrolière et gazière,0.000121223
2001,Nunavut,Électricité,0.054621779
2001,Nunavut,Transports,0.425798319
2001,Nunavut,Industrie lourde,0.103343574
2001,Nunavut,"Fabrication légère, construction et ressources forestières",0.008416499
2001,Nunavut,Bâtiments,0.013151184
2001,Nunavut,Déchets et autres,0.025159294
2002,Nunavut,Inventaire territorial,0.681162442
2002,Nunavut,Exploitation pétrolière et gazière,0.0
2002,Nunavut,Électricité,0.066891713
2002,Nunavut,Transports,0.439902742
2002,Nunavut,Industrie lourde,0.124359285
2002,Nunavut,"Fabrication légère, construction et ressources forestières",0.008327988
2002,Nunavut,Bâtiments,0.015648262
2002,Nunavut,Déchets et autres,0.025979612
2003,Nunavut,Inventaire territorial,0.719401645
2003,Nunavut,Exploitation pétrolière et gazière,0.0
2003,Nunavut,Électricité,0.119857064
2003,Nunavut,Transports,0.459778551
2003,Nunavut,Industrie lourde,0.087818835
2003,Nunavut,"Fabrication légère, construction et ressources forestières",0.01169965
2003,Nunavut,Bâtiments,0.014280963
2003,Nunavut,Déchets et autres,0.025902113
2004,Nunavut,Inventaire territorial,0.75629969
2004,Nunavut,Exploitation pétrolière et gazière,0.0
2004,Nunavut,Électricité,0.141441716
2004,Nunavut,Transports,0.473081893
2004,Nunavut,Industrie lourde,0.090196905
2004,Nunavut,"Fabrication légère, construction et ressources forestières",0.010209888
2004,Nunavut,Bâtiments,0.015478284
2004,Nunavut,Déchets et autres,0.025820248
2005,Nunavut,Inventaire territorial,0.584038625
2005,Nunavut,Exploitation pétrolière et gazière,0.0
2005,Nunavut,Électricité,
2005,Nunavut,Transports,0.381021621
2005,Nunavut,Industrie lourde,0.040641815
2005,Nunavut,"Fabrication légère, construction et ressources forestières",
2005,Nunavut,Bâtiments,0.012713931
2005,Nunavut,Déchets et autres,0.025841296
2006,Nunavut,Inventaire territorial,0.620384953
2006,Nunavut,Exploitation pétrolière et gazière,0.0
2006,Nunavut,Électricité,
2006,Nunavut,Transports,0.426947132
2006,Nunavut,Industrie lourde,0.057830957
2006,Nunavut,"Fabrication légère, construction et ressources forestières",
2006,Nunavut,Bâtiments,0.004791748
2006,Nunavut,Déchets et autres,0.025257961
2007,Nunavut,Inventaire territorial,0.644621767
2007,Nunavut,Exploitation pétrolière et gazière,0.0
2007,Nunavut,Électricité,
2007,Nunavut,Transports,0.443625117
2007,Nunavut,Industrie lourde,0.0617403
2007,Nunavut,"Fabrication légère, construction et ressources forestières",
2007,Nunavut,Bâtiments,0.00514332
2007,Nunavut,Déchets et autres,0.025332744
2008,Nunavut,Inventaire territorial,0.62240861
2008,Nunavut,Exploitation pétrolière et gazière,0.0
2008,Nunavut,Électricité,
2008,Nunavut,Transports,0.408689239
2008,Nunavut,Industrie lourde,0.051896685
2008,Nunavut,"Fabrication légère, construction et ressources forestières",
2008,Nunavut,Bâtiments,0.005499222
2008,Nunavut,Déchets et autres,0.025475372
2009,Nunavut,Inventaire territorial,0.593683156
2009,Nunavut,Exploitation pétrolière et gazière,0.0
2009,Nunavut,Électricité,
2009,Nunavut,Transports,0.386593144
2009,Nunavut,Industrie lourde,0.049200104
2009,Nunavut,"Fabrication légère, construction et ressources forestières",
2009,Nunavut,Bâtiments,0.006061073
2009,Nunavut,Déchets et autres,0.025582412
2010,Nunavut,Inventaire territorial,0.597950558
2010,Nunavut,Exploitation pétrolière et gazière,0.0
2010,Nunavut,Électricité,
2010,Nunavut,Transports,0.383416216
2010,Nunavut,Industrie lourde,0.055448409
2010,Nunavut,"Fabrication légère, construction et ressources forestières",
2010,Nunavut,Bâtiments,0.006503301
2010,Nunavut,Déchets et autres,0.025662852
2011,Nunavut,Inventaire territorial,0.626192644
2011,Nunavut,Exploitation pétrolière et gazière,0.0
2011,Nunavut,Électricité,
2011,Nunavut,Transports,0.447678477
2011,Nunavut,Industrie lourde,0.06409077
2011,Nunavut,"Fabrication légère, construction et ressources forestières",
2011,Nunavut,Bâtiments,0.007467917
2011,Nunavut,Déchets et autres,0.025830308
2012,Nunavut,Inventaire territorial,0.670309971
2012,Nunavut,Exploitation pétrolière et gazière,0.0
2012,Nunavut,Électricité,
2012,Nunavut,Transports,0.493475961
2012,Nunavut,Industrie lourde,0.061308941
2012,Nunavut,"Fabrication légère, construction et ressources forestières",
2012,Nunavut,Bâtiments,0.008083415
2012,Nunavut,Déchets et autres,0.026012935
2013,Nunavut,Inventaire territorial,0.698709371
2013,Nunavut,Exploitation pétrolière et gazière,0.0
2013,Nunavut,Électricité,
2013,Nunavut,Transports,0.521735061
2013,Nunavut,Industrie lourde,0.064032675
2013,Nunavut,"Fabrication légère, construction et ressources forestières",
2013,Nunavut,Bâtiments,0.009423989
2013,Nunavut,Déchets et autres,0.02621035
2014,Nunavut,Inventaire territorial,0.695874035
2014,Nunavut,Exploitation pétrolière et gazière,0.0
2014,Nunavut,Électricité,
2014,Nunavut,Transports,0.485703705
2014,Nunavut,Industrie lourde,0.04823856
2014,Nunavut,"Fabrication légère, construction et ressources forestières",
2014,Nunavut,Bâtiments,0.010978631
2014,Nunavut,Déchets et autres,0.026433175
2015,Nunavut,Inventaire territorial,0.636598402
2015,Nunavut,Exploitation pétrolière et gazière,0.0
2015,Nunavut,Électricité,
2015,Nunavut,Transports,0.442673855
2015,Nunavut,Industrie lourde,0.037206798
2015,Nunavut,"Fabrication légère, construction et ressources forestières",
2015,Nunavut,Bâtiments,0.011589356
2015,Nunavut,Déchets et autres,0.026663506
2016,Nunavut,Inventaire territorial,0.741687484
2016,Nunavut,Exploitation pétrolière et gazière,0.0
2016,Nunavut,Électricité,
2016,Nunavut,Transports,0.511377392
2016,Nunavut,Industrie lourde,0.051788804
2016,Nunavut,"Fabrication légère, construction et ressources forestières",
2016,Nunavut,Bâtiments,0.012400973
2016,Nunavut,Déchets et autres,0.028190697
2017,Nunavut,Inventaire territorial,0.748041891
2017,Nunavut,Électricité,
2017,Nunavut,Transports,0.530843613
2017,Nunavut,Industrie lourde,0.033884301
2017,Nunavut,"Fabrication légère, construction et ressources forestières",
2017,Nunavut,Bâtiments,0.013820701
2017,Nunavut,Déchets et autres,0.029651623
