Year,Géographie,Actif,GeoCode,Value
2020,Nouveau-Brunswick,Bâtiments institutionnels,13,51.0
2020,Nouveau-Brunswick,"Écoles, collèges, universités et autres bâtiments d'enseignement",13,51.9
2020,Nouveau-Brunswick,Hôpitaux,13,50.0
2020,Nouveau-Brunswick,Maisons de soins infirmiers et résidences pour personnes âgées,13,41.5
2020,Nouveau-Brunswick,Centres religieux et lieux commémoratifs,13,56.2
2020,Nouveau-Brunswick,Musées,13,69.5
2020,Nouveau-Brunswick,Lieux historiques,13,70.3
2020,Nouveau-Brunswick,Bibliothèques,13,59.1
2020,Nouveau-Brunswick,Installations de sécurité publique,13,62.8
2020,Nouveau-Brunswick,Infrastructures de génie maritime,13,54.5
2020,Nouveau-Brunswick,Ports de mer,13,56.2
2020,Nouveau-Brunswick,Ports de plaisance et ports de commerce,13,50.9
2020,Nouveau-Brunswick,Canaux et voies navigables,13,44.1
2020,Nouveau-Brunswick,Autres infrastructures de génie maritime,13,50.4
2020,Nouveau-Brunswick,Infrastructures de génie liées aux transports,13,52.3
2020,Nouveau-Brunswick,Structures et réseaux autoroutiers et routiers,13,51.7
2020,Nouveau-Brunswick,Ponts,13,56.0
2020,Nouveau-Brunswick,Tunnels,13,39.8
2020,Nouveau-Brunswick,Lignes de chemins de fer,13,54.7
2020,Nouveau-Brunswick,Pistes d'atterrissage et de décollage,13,52.4
2020,Nouveau-Brunswick,Infrastructure d'adduction et de distribution d'eau,13,59.5
2020,Nouveau-Brunswick,Usines de filtration de l'eau,13,51.1
2020,Nouveau-Brunswick,Autres infrastructure d'eau,13,62.3
2020,Nouveau-Brunswick,Infrastructures pour les eaux usées,13,48.1
2020,Nouveau-Brunswick,Usines d'épuration des eaux d'égout,13,56.1
2020,Nouveau-Brunswick,Autres infrastructure d'égout,13,46.5
2020,Nouveau-Brunswick,Réseaux de communication,13,63.7
2020,Nouveau-Brunswick,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",13,61.9
2020,Nouveau-Brunswick,Fibre optique,13,63.7
2020,Nouveau-Brunswick,Structures de support pour la transmission,13,64.7
2020,Nouveau-Brunswick,Autres structures de communication,13,66.2
2020,Nouveau-Brunswick,Infrastructure liées à l'énergie électrique,13,53.5
2020,Nouveau-Brunswick,Centrales éoliennes et panneaux solaires,13,61.4
2020,Nouveau-Brunswick,Centrale énergétique thermale,13,53.1
2020,Nouveau-Brunswick,Centrale énergétique nucléaire,13,53.3
2020,Nouveau-Brunswick,Centrale énergétique hydraulique,13,52.9
2020,Nouveau-Brunswick,Réseaux de transport d'électricité,13,53.2
2020,Nouveau-Brunswick,Réseau de distribution d'électricité,13,53.3
2020,Nouveau-Brunswick,Autres constructions de l'énergie électrique,13,61.4
2020,Nouveau-Brunswick,Construction liée aux installations de pétrole et de gaz,13,46.1
2020,Nouveau-Brunswick,Oléoducs,13,46.1
2020,Nouveau-Brunswick,Autres travaux de génie,13,53.7
2020,Nouveau-Brunswick,Installations d'élimination des déchets,13,54.5
2020,Nouveau-Brunswick,Installations récréatives de plein air,13,51.9
2020,Nouveau-Brunswick,Dépollution,13,95.7
2020,Nouveau-Brunswick,Autres machines et matériel,13,39.9
2020,Nouveau-Brunswick,"Turbines, turbogénérateurs et groupes générateurs de turbine",13,44.9
2020,Nouveau-Brunswick,Matériel de traitement de l'eau,13,73.9
2020,Nouveau-Brunswick,Transformateurs de puissance et de distribution,13,34.2
2020,Nouveau-Brunswick,Machines et matériel de transport,13,59.9
2020,Nouveau-Brunswick,Autobus,13,66.0
2020,Nouveau-Brunswick,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",13,55.0
2020,Québec,Total des actifs,24,57.3
2020,Québec,Immeubles commerciaux,24,56.5
2020,Québec,Installations sportives avec capacité d'accueil de spectateurs,24,56.0
2020,Québec,Installations récréatives intérieures,24,58.5
2020,Québec,Résidences d'étudiants,24,50.5
2020,Québec,Aéroports et autres gares de voyageurs,24,56.7
2020,Québec,Édifices de communications,24,52.4
2020,Québec,Bâtiments institutionnels,24,61.4
2020,Québec,"Écoles, collèges, universités et autres bâtiments d'enseignement",24,59.4
2020,Québec,Hôpitaux,24,68.9
2020,Québec,Maisons de soins infirmiers et résidences pour personnes âgées,24,65.7
2020,Québec,Centres religieux et lieux commémoratifs,24,53.4
2020,Québec,Musées,24,86.0
2020,Québec,Lieux historiques,24,83.5
2020,Québec,Bibliothèques,24,56.0
2020,Québec,Installations de sécurité publique,24,53.7
2020,Québec,Infrastructures de génie maritime,24,54.1
2020,Québec,Ports de mer,24,67.0
2020,Québec,Ports de plaisance et ports de commerce,24,28.2
2020,Québec,Canaux et voies navigables,24,64.2
2020,Québec,Autres infrastructures de génie maritime,24,73.8
2020,Québec,Infrastructures de génie liées aux transports,24,58.8
2020,Québec,Structures et réseaux autoroutiers et routiers,24,54.1
2020,Québec,Ponts,24,79.4
2020,Québec,Tunnels,24,77.9
2020,Québec,Lignes de chemins de fer,24,71.5
2020,Québec,Pistes d'atterrissage et de décollage,24,78.5
2020,Québec,Infrastructure d'adduction et de distribution d'eau,24,55.0
2020,Québec,Usines de filtration de l'eau,24,67.8
2020,Québec,Autres infrastructure d'eau,24,53.6
2020,Québec,Infrastructures pour les eaux usées,24,50.9
2020,Québec,Usines d'épuration des eaux d'égout,24,60.1
2020,Québec,Autres infrastructure d'égout,24,49.8
2020,Québec,Réseaux de communication,24,63.1
2020,Québec,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",24,69.8
2020,Québec,Fibre optique,24,59.1
2020,Québec,Structures de support pour la transmission,24,69.6
2020,Québec,Autres structures de communication,24,62.6
2020,Québec,Infrastructure liées à l'énergie électrique,24,54.9
2020,Québec,Centrales éoliennes et panneaux solaires,24,54.7
2020,Québec,Centrale énergétique thermale,24,53.0
2020,Québec,Centrale énergétique nucléaire,24,61.7
2020,Québec,Centrale énergétique hydraulique,24,54.9
2020,Québec,Réseaux de transport d'électricité,24,55.1
2020,Québec,Réseau de distribution d'électricité,24,55.0
2020,Québec,Autres constructions de l'énergie électrique,24,54.7
2020,Québec,Construction liée aux installations de pétrole et de gaz,24,60.8
2020,Québec,Oléoducs,24,60.8
2020,Québec,Autres travaux de génie,24,65.7
2020,Québec,Installations d'élimination des déchets,24,90.7
2020,Québec,Installations récréatives de plein air,24,63.9
2020,Québec,Dépollution,24,86.0
2020,Québec,Autres machines et matériel,24,40.2
2020,Québec,"Turbines, turbogénérateurs et groupes générateurs de turbine",24,40.7
2020,Québec,"Systèmes d'alimentation en vapeur, de réacteur nucléaire",24,40.7
2020,Québec,Matériel de traitement de l'eau,24,43.4
2020,Québec,Transformateurs de puissance et de distribution,24,38.9
2020,Québec,Machines et matériel de transport,24,61.1
2020,Québec,Autobus,24,43.9
2020,Québec,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",24,67.5
2020,Ontario,Total des actifs,35,58.9
2020,Ontario,Immeubles commerciaux,35,54.4
2020,Ontario,Installations sportives avec capacité d'accueil de spectateurs,35,58.3
2020,Ontario,Installations récréatives intérieures,35,55.3
2020,Ontario,Résidences d'étudiants,35,51.1
2020,Ontario,Aéroports et autres gares de voyageurs,35,53.2
2020,Ontario,Édifices de communications,35,56.2
2020,Ontario,Bâtiments institutionnels,35,58.6
2020,Ontario,"Écoles, collèges, universités et autres bâtiments d'enseignement",35,59.4
2020,Ontario,Hôpitaux,35,59.6
2020,Ontario,Maisons de soins infirmiers et résidences pour personnes âgées,35,55.0
2020,Ontario,Centres religieux et lieux commémoratifs,35,43.9
2020,Ontario,Musées,35,66.4
2020,Ontario,Lieux historiques,35,55.5
2020,Ontario,Bibliothèques,35,67.0
2020,Ontario,Installations de sécurité publique,35,54.7
2020,Ontario,Infrastructures de génie maritime,35,40.2
2020,Ontario,Ports de mer,35,40.1
2020,Ontario,Ports de plaisance et ports de commerce,35,27.9
2020,Ontario,Canaux et voies navigables,35,46.2
2020,Ontario,Autres infrastructures de génie maritime,35,47.7
2020,Ontario,Infrastructures de génie liées aux transports,35,62.4
2020,Ontario,Structures et réseaux autoroutiers et routiers,35,57.9
2020,Ontario,Ponts,35,55.8
2020,Ontario,Tunnels,35,55.5
2020,Ontario,Lignes de chemins de fer,35,71.9
2020,Ontario,Pistes d'atterrissage et de décollage,35,60.2
2020,Ontario,Infrastructure d'adduction et de distribution d'eau,35,63.3
2020,Ontario,Usines de filtration de l'eau,35,56.1
2020,Ontario,Autres infrastructure d'eau,35,69.7
2020,Ontario,Infrastructures pour les eaux usées,35,52.6
2020,Ontario,Usines d'épuration des eaux d'égout,35,52.1
2020,Ontario,Autres infrastructure d'égout,35,52.8
2020,Ontario,Réseaux de communication,35,61.3
2020,Ontario,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",35,59.5
2020,Ontario,Fibre optique,35,60.7
2020,Ontario,Structures de support pour la transmission,35,63.8
2020,Ontario,Autres structures de communication,35,62.7
2020,Ontario,Infrastructure liées à l'énergie électrique,35,58.4
2020,Ontario,Centrales éoliennes et panneaux solaires,35,78.5
2020,Ontario,Centrale énergétique thermale,35,67.5
2020,Ontario,Centrale énergétique nucléaire,35,64.6
2020,Ontario,Centrale énergétique hydraulique,35,59.9
2020,Ontario,Réseaux de transport d'électricité,35,63.4
2020,Ontario,Réseau de distribution d'électricité,35,54.6
2020,Ontario,Autres constructions de l'énergie électrique,35,78.5
2020,Ontario,Construction liée aux installations de pétrole et de gaz,35,41.3
2020,Ontario,Oléoducs,35,41.3
2020,Ontario,Autres travaux de génie,35,56.0
2020,Ontario,Installations d'élimination des déchets,35,59.7
2020,Ontario,Installations récréatives de plein air,35,58.9
2020,Ontario,Dépollution,35,49.2
2020,Ontario,Autres machines et matériel,35,59.3
2020,Ontario,"Turbines, turbogénérateurs et groupes générateurs de turbine",35,57.8
2020,Ontario,"Systèmes d'alimentation en vapeur, de réacteur nucléaire",35,74.3
2020,Ontario,Matériel de traitement de l'eau,35,55.6
2020,Ontario,Transformateurs de puissance et de distribution,35,57.4
2020,Ontario,Machines et matériel de transport,35,60.4
2020,Ontario,Autobus,35,51.6
2020,Ontario,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",35,65.3
2020,Manitoba,Total des actifs,46,60.7
2020,Manitoba,Immeubles commerciaux,46,51.7
2020,Manitoba,Installations sportives avec capacité d'accueil de spectateurs,46,53.3
2020,Manitoba,Installations récréatives intérieures,46,50.8
2020,Manitoba,Résidences d'étudiants,46,50.3
2020,Manitoba,Aéroports et autres gares de voyageurs,46,52.5
2020,Manitoba,Édifices de communications,46,60.9
2020,Manitoba,Bâtiments institutionnels,46,56.1
2020,Manitoba,"Écoles, collèges, universités et autres bâtiments d'enseignement",46,56.5
2020,Manitoba,Hôpitaux,46,50.3
2020,Manitoba,Maisons de soins infirmiers et résidences pour personnes âgées,46,47.5
2020,Manitoba,Centres religieux et lieux commémoratifs,46,66.6
2020,Manitoba,Musées,46,70.4
2020,Manitoba,Lieux historiques,46,70.4
2020,Manitoba,Bibliothèques,46,77.1
2020,Manitoba,Installations de sécurité publique,46,62.4
2020,Manitoba,Infrastructures de génie maritime,46,38.8
2020,Manitoba,Ports de mer,46,40.7
2020,Manitoba,Ports de plaisance et ports de commerce,46,32.0
2020,Manitoba,Canaux et voies navigables,46,49.8
2020,Manitoba,Autres infrastructures de génie maritime,46,54.9
2020,Manitoba,Infrastructures de génie liées aux transports,46,58.6
2020,Manitoba,Structures et réseaux autoroutiers et routiers,46,58.9
2020,Manitoba,Ponts,46,52.8
2020,Manitoba,Tunnels,46,52.1
2020,Manitoba,Lignes de chemins de fer,46,62.2
2020,Manitoba,Pistes d'atterrissage et de décollage,46,56.9
2020,Manitoba,Infrastructure d'adduction et de distribution d'eau,46,60.8
2020,Manitoba,Usines de filtration de l'eau,46,58.7
2020,Manitoba,Autres infrastructure d'eau,46,61.1
2020,Manitoba,Infrastructures pour les eaux usées,46,46.7
2020,Manitoba,Usines d'épuration des eaux d'égout,46,54.5
2020,Manitoba,Autres infrastructure d'égout,46,44.8
2020,Manitoba,Réseaux de communication,46,62.1
2020,Manitoba,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",46,68.3
2020,Manitoba,Fibre optique,46,58.2
2020,Manitoba,Structures de support pour la transmission,46,61.1
2020,Manitoba,Autres structures de communication,46,56.8
2020,Manitoba,Infrastructure liées à l'énergie électrique,46,66.9
2020,Manitoba,Centrales éoliennes et panneaux solaires,46,45.6
2020,Manitoba,Centrale énergétique thermale,46,67.6
2020,Manitoba,Centrale énergétique hydraulique,46,66.8
2020,Manitoba,Réseaux de transport d'électricité,46,66.7
2020,Manitoba,Réseau de distribution d'électricité,46,67.6
2020,Manitoba,Autres constructions de l'énergie électrique,46,45.6
2020,Manitoba,Construction liée aux installations de pétrole et de gaz,46,55.5
2020,Manitoba,Oléoducs,46,55.5
2020,Manitoba,Autres travaux de génie,46,61.2
2020,Manitoba,Installations d'élimination des déchets,46,54.1
2020,Manitoba,Installations récréatives de plein air,46,64.8
2020,Manitoba,Dépollution,46,71.0
2020,Manitoba,Autres machines et matériel,46,60.2
2020,Manitoba,"Turbines, turbogénérateurs et groupes générateurs de turbine",46,21.3
2020,Manitoba,Matériel de traitement de l'eau,46,67.3
2020,Manitoba,Transformateurs de puissance et de distribution,46,61.6
2020,Manitoba,Machines et matériel de transport,46,61.6
2020,Manitoba,Autobus,46,49.3
2020,Manitoba,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",46,66.6
2020,Saskatchewan,Total des actifs,47,58.7
2020,Saskatchewan,Immeubles commerciaux,47,54.4
2020,Saskatchewan,Installations sportives avec capacité d'accueil de spectateurs,47,72.4
2020,Saskatchewan,Installations récréatives intérieures,47,52.5
2020,Saskatchewan,Résidences d'étudiants,47,54.9
2020,Saskatchewan,Aéroports et autres gares de voyageurs,47,54.2
2020,Saskatchewan,Édifices de communications,47,55.8
2020,Saskatchewan,Bâtiments institutionnels,47,52.5
2020,Saskatchewan,"Écoles, collèges, universités et autres bâtiments d'enseignement",47,54.5
2020,Saskatchewan,Hôpitaux,47,48.1
2020,Saskatchewan,Maisons de soins infirmiers et résidences pour personnes âgées,47,50.0
2020,Saskatchewan,Centres religieux et lieux commémoratifs,47,44.8
2020,Saskatchewan,Musées,47,56.0
2020,Saskatchewan,Lieux historiques,47,91.8
2020,Saskatchewan,Bibliothèques,47,66.1
2020,Saskatchewan,Installations de sécurité publique,47,57.4
2020,Saskatchewan,Infrastructures de génie maritime,47,30.9
2020,Saskatchewan,Ports de mer,47,27.5
2020,Saskatchewan,Ports de plaisance et ports de commerce,47,28.2
2020,Saskatchewan,Canaux et voies navigables,47,70.0
2020,Saskatchewan,Autres infrastructures de génie maritime,47,24.1
2020,Saskatchewan,Infrastructures de génie liées aux transports,47,65.5
2020,Saskatchewan,Structures et réseaux autoroutiers et routiers,47,64.5
2020,Saskatchewan,Ponts,47,71.7
2020,Saskatchewan,Tunnels,47,88.7
2020,Saskatchewan,Lignes de chemins de fer,47,65.8
2020,Saskatchewan,Pistes d'atterrissage et de décollage,47,73.5
2020,Saskatchewan,Infrastructure d'adduction et de distribution d'eau,47,54.8
2020,Saskatchewan,Usines de filtration de l'eau,47,48.9
2020,Saskatchewan,Autres infrastructure d'eau,47,67.7
2020,Saskatchewan,Infrastructures pour les eaux usées,47,53.9
2020,Saskatchewan,Usines d'épuration des eaux d'égout,47,65.1
2020,Saskatchewan,Autres infrastructure d'égout,47,52.2
2020,Saskatchewan,Réseaux de communication,47,66.9
2020,Saskatchewan,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",47,62.7
2020,Saskatchewan,Fibre optique,47,66.8
2020,Saskatchewan,Structures de support pour la transmission,47,77.4
2020,Saskatchewan,Autres structures de communication,47,62.4
2020,Saskatchewan,Infrastructure liées à l'énergie électrique,47,61.9
2020,Saskatchewan,Centrales éoliennes et panneaux solaires,47,62.7
2020,Saskatchewan,Centrale énergétique thermale,47,62.6
2020,Saskatchewan,Centrale énergétique hydraulique,47,61.6
2020,Saskatchewan,Réseaux de transport d'électricité,47,61.3
2020,Saskatchewan,Réseau de distribution d'électricité,47,61.4
2020,Saskatchewan,Autres constructions de l'énergie électrique,47,62.7
2020,Saskatchewan,Construction liée aux installations de pétrole et de gaz,47,57.3
2020,Saskatchewan,Oléoducs,47,57.3
2020,Saskatchewan,Autres travaux de génie,47,63.9
2020,Saskatchewan,Installations d'élimination des déchets,47,73.3
2020,Saskatchewan,Installations récréatives de plein air,47,62.4
2020,Saskatchewan,Dépollution,47,64.5
2020,Saskatchewan,Autres machines et matériel,47,70.7
2020,Saskatchewan,"Turbines, turbogénérateurs et groupes générateurs de turbine",47,73.3
2020,Saskatchewan,Matériel de traitement de l'eau,47,76.4
2020,Saskatchewan,Transformateurs de puissance et de distribution,47,64.1
2020,Saskatchewan,Machines et matériel de transport,47,64.8
2020,Saskatchewan,Autobus,47,53.2
2020,Saskatchewan,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",47,66.6
2020,Alberta,Total des actifs,48,62.2
2020,Alberta,Immeubles commerciaux,48,60.0
2020,Alberta,Installations sportives avec capacité d'accueil de spectateurs,48,58.0
2020,Alberta,Installations récréatives intérieures,48,63.4
2020,Alberta,Résidences d'étudiants,48,59.4
2020,Alberta,Aéroports et autres gares de voyageurs,48,58.0
2020,Alberta,Édifices de communications,48,61.1
2020,Alberta,Bâtiments institutionnels,48,60.1
2020,Alberta,"Écoles, collèges, universités et autres bâtiments d'enseignement",48,62.5
2020,Alberta,Hôpitaux,48,53.3
2020,Alberta,Maisons de soins infirmiers et résidences pour personnes âgées,48,66.0
2020,Alberta,Centres religieux et lieux commémoratifs,48,63.8
2020,Alberta,Musées,48,60.0
2020,Alberta,Lieux historiques,48,51.8
2020,Alberta,Bibliothèques,48,61.0
2020,Alberta,Installations de sécurité publique,48,67.0
2020,Alberta,Infrastructures de génie maritime,48,18.9
2020,Alberta,Ports de mer,48,21.5
2020,Alberta,Ports de plaisance et ports de commerce,48,24.2
2020,Alberta,Canaux et voies navigables,48,56.1
2020,Alberta,Autres infrastructures de génie maritime,48,7.5
2020,Alberta,Infrastructures de génie liées aux transports,48,63.0
2020,Alberta,Structures et réseaux autoroutiers et routiers,48,62.4
2020,Alberta,Ponts,48,56.0
2020,Alberta,Tunnels,48,54.4
2020,Alberta,Lignes de chemins de fer,48,68.5
2020,Alberta,Pistes d'atterrissage et de décollage,48,80.4
2020,Alberta,Infrastructure d'adduction et de distribution d'eau,48,58.4
2020,Alberta,Usines de filtration de l'eau,48,54.4
2020,Alberta,Autres infrastructure d'eau,48,59.6
2020,Alberta,Infrastructures pour les eaux usées,48,60.3
2020,Alberta,Usines d'épuration des eaux d'égout,48,68.6
2020,Alberta,Autres infrastructure d'égout,48,59.0
2020,Alberta,Réseaux de communication,48,49.9
2020,Alberta,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",48,51.1
2020,Alberta,Fibre optique,48,48.7
2020,Alberta,Structures de support pour la transmission,48,50.6
2020,Alberta,Autres structures de communication,48,48.9
2020,Alberta,Infrastructure liées à l'énergie électrique,48,63.7
2020,Alberta,Centrales éoliennes et panneaux solaires,48,68.2
2020,Alberta,Centrale énergétique thermale,48,73.8
2020,Alberta,Centrale énergétique hydraulique,48,66.9
2020,Alberta,Réseaux de transport d'électricité,48,62.7
2020,Alberta,Réseau de distribution d'électricité,48,62.9
2020,Alberta,Autres constructions de l'énergie électrique,48,68.2
2020,Alberta,Construction liée aux installations de pétrole et de gaz,48,67.7
2020,Alberta,Oléoducs,48,67.7
2020,Alberta,Autres travaux de génie,48,63.7
2020,Alberta,Installations d'élimination des déchets,48,65.4
2020,Alberta,Installations récréatives de plein air,48,67.4
2020,Alberta,Dépollution,48,53.3
2020,Alberta,Autres machines et matériel,48,51.1
2020,Alberta,"Turbines, turbogénérateurs et groupes générateurs de turbine",48,46.9
2020,Alberta,Matériel de traitement de l'eau,48,31.7
2020,Alberta,Transformateurs de puissance et de distribution,48,56.9
2020,Alberta,Machines et matériel de transport,48,62.9
2020,Alberta,Autobus,48,50.8
2020,Alberta,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",48,69.0
2020,Colombie-Britannique,Total des actifs,59,59.6
2020,Colombie-Britannique,Immeubles commerciaux,59,55.7
2020,Colombie-Britannique,Installations sportives avec capacité d'accueil de spectateurs,59,59.3
2020,Colombie-Britannique,Installations récréatives intérieures,59,57.2
2020,Colombie-Britannique,Résidences d'étudiants,59,63.7
2020,Colombie-Britannique,Aéroports et autres gares de voyageurs,59,53.7
2020,Colombie-Britannique,Édifices de communications,59,52.9
2020,Colombie-Britannique,Bâtiments institutionnels,59,57.4
2020,Colombie-Britannique,"Écoles, collèges, universités et autres bâtiments d'enseignement",59,58.1
2020,Colombie-Britannique,Hôpitaux,59,59.6
2020,Colombie-Britannique,Maisons de soins infirmiers et résidences pour personnes âgées,59,52.8
2020,Colombie-Britannique,Centres religieux et lieux commémoratifs,59,59.3
2020,Colombie-Britannique,Musées,59,90.7
2020,Colombie-Britannique,Lieux historiques,59,74.8
2020,Colombie-Britannique,Bibliothèques,59,46.1
2020,Colombie-Britannique,Installations de sécurité publique,59,61.2
2020,Colombie-Britannique,Infrastructures de génie maritime,59,67.0
2020,Colombie-Britannique,Ports de mer,59,68.4
2020,Colombie-Britannique,Ports de plaisance et ports de commerce,59,47.7
2020,Colombie-Britannique,Canaux et voies navigables,59,71.8
2020,Colombie-Britannique,Autres infrastructures de génie maritime,59,72.8
2020,Colombie-Britannique,Infrastructures de génie liées aux transports,59,54.8
2020,Colombie-Britannique,Structures et réseaux autoroutiers et routiers,59,53.7
2020,Colombie-Britannique,Ponts,59,62.2
2020,Colombie-Britannique,Tunnels,59,91.1
2020,Colombie-Britannique,Lignes de chemins de fer,59,54.7
2020,Colombie-Britannique,Pistes d'atterrissage et de décollage,59,61.8
2020,Colombie-Britannique,Infrastructure d'adduction et de distribution d'eau,59,62.4
2020,Colombie-Britannique,Usines de filtration de l'eau,59,63.0
2020,Colombie-Britannique,Autres infrastructure d'eau,59,62.2
2020,Colombie-Britannique,Infrastructures pour les eaux usées,59,53.9
2020,Colombie-Britannique,Usines d'épuration des eaux d'égout,59,55.1
2020,Colombie-Britannique,Autres infrastructure d'égout,59,52.5
2020,Colombie-Britannique,Réseaux de communication,59,52.0
2020,Colombie-Britannique,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",59,53.5
2020,Colombie-Britannique,Fibre optique,59,53.2
2020,Colombie-Britannique,Structures de support pour la transmission,59,55.5
2020,Colombie-Britannique,Autres structures de communication,59,42.0
2020,Colombie-Britannique,Infrastructure liées à l'énergie électrique,59,63.0
2020,Colombie-Britannique,Centrales éoliennes et panneaux solaires,59,65.5
2020,Colombie-Britannique,Centrale énergétique thermale,59,64.1
2020,Colombie-Britannique,Centrale énergétique hydraulique,59,63.2
2020,Colombie-Britannique,Réseaux de transport d'électricité,59,62.6
2020,Colombie-Britannique,Réseau de distribution d'électricité,59,62.7
2020,Colombie-Britannique,Autres constructions de l'énergie électrique,59,65.5
2020,Colombie-Britannique,Construction liée aux installations de pétrole et de gaz,59,78.5
2020,Colombie-Britannique,Oléoducs,59,78.5
2020,Colombie-Britannique,Autres travaux de génie,59,62.7
2020,Colombie-Britannique,Installations d'élimination des déchets,59,63.8
2020,Colombie-Britannique,Installations récréatives de plein air,59,62.4
2020,Colombie-Britannique,Dépollution,59,59.3
2020,Colombie-Britannique,Autres machines et matériel,59,51.0
2020,Colombie-Britannique,"Turbines, turbogénérateurs et groupes générateurs de turbine",59,58.3
2020,Colombie-Britannique,Matériel de traitement de l'eau,59,50.7
2020,Colombie-Britannique,Transformateurs de puissance et de distribution,59,42.6
2020,Colombie-Britannique,Machines et matériel de transport,59,55.3
2020,Colombie-Britannique,Autobus,59,49.0
2020,Colombie-Britannique,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",59,59.7
2020,Yukon,Total des actifs,60,53.1
2020,Yukon,Immeubles commerciaux,60,63.6
2020,Yukon,Installations sportives avec capacité d'accueil de spectateurs,60,62.2
2020,Yukon,Installations récréatives intérieures,60,62.2
2020,Yukon,Aéroports et autres gares de voyageurs,60,72.6
2020,Yukon,Édifices de communications,60,51.9
2020,Yukon,Bâtiments institutionnels,60,57.2
2020,Yukon,"Écoles, collèges, universités et autres bâtiments d'enseignement",60,47.5
2020,Yukon,Hôpitaux,60,69.4
2020,Yukon,Maisons de soins infirmiers et résidences pour personnes âgées,60,72.9
2020,Yukon,Centres religieux et lieux commémoratifs,60,31.8
2020,Yukon,Musées,60,62.9
2020,Yukon,Lieux historiques,60,67.8
2020,Yukon,Bibliothèques,60,48.4
2020,Yukon,Installations de sécurité publique,60,65.9
2020,Yukon,Infrastructures de génie maritime,60,25.7
2020,Yukon,Ports de mer,60,64.3
2020,Yukon,Ports de plaisance et ports de commerce,60,7.7
2020,Yukon,Canaux et voies navigables,60,60.5
2020,Yukon,Autres infrastructures de génie maritime,60,90.6
2020,Yukon,Infrastructures de génie liées aux transports,60,46.8
2020,Yukon,Structures et réseaux autoroutiers et routiers,60,46.0
2020,Yukon,Ponts,60,44.8
2020,Yukon,Lignes de chemins de fer,60,70.4
2020,Yukon,Pistes d'atterrissage et de décollage,60,58.8
2020,Yukon,Infrastructure d'adduction et de distribution d'eau,60,60.1
2020,Yukon,Usines de filtration de l'eau,60,63.6
2020,Yukon,Autres infrastructure d'eau,60,57.9
2020,Yukon,Infrastructures pour les eaux usées,60,39.3
2020,Yukon,Usines d'épuration des eaux d'égout,60,35.8
2020,Yukon,Autres infrastructure d'égout,60,49.4
2020,Yukon,Réseaux de communication,60,59.8
2020,Yukon,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",60,56.5
2020,Yukon,Fibre optique,60,60.9
2020,Yukon,Structures de support pour la transmission,60,60.6
2020,Yukon,Autres structures de communication,60,59.3
2020,Yukon,Infrastructure liées à l'énergie électrique,60,60.5
2020,Yukon,Centrales éoliennes et panneaux solaires,60,58.8
2020,Yukon,Centrale énergétique thermale,60,63.1
2020,Yukon,Centrale énergétique hydraulique,60,59.7
2020,Yukon,Réseaux de transport d'électricité,60,63.3
2020,Yukon,Réseau de distribution d'électricité,60,60.0
2020,Yukon,Autres constructions de l'énergie électrique,60,58.8
2020,Yukon,Construction liée aux installations de pétrole et de gaz,60,0.0
2020,Yukon,Oléoducs,60,0.0
2020,Yukon,Autres travaux de génie,60,43.8
2020,Yukon,Installations d'élimination des déchets,60,39.2
2020,Yukon,Installations récréatives de plein air,60,57.9
2020,Yukon,Dépollution,60,51.4
2020,Yukon,Autres machines et matériel,60,53.1
2020,Yukon,"Turbines, turbogénérateurs et groupes générateurs de turbine",60,59.2
2020,Yukon,Matériel de traitement de l'eau,60,35.5
2020,Yukon,Transformateurs de puissance et de distribution,60,49.4
2020,Yukon,Machines et matériel de transport,60,62.8
2020,Yukon,Autobus,60,67.4
2020,Yukon,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",60,31.0
2020,Territoires du Nord-Ouest,Total des actifs,61,71.9
2020,Territoires du Nord-Ouest,Immeubles commerciaux,61,60.4
2020,Territoires du Nord-Ouest,Installations sportives avec capacité d'accueil de spectateurs,61,69.8
2020,Territoires du Nord-Ouest,Installations récréatives intérieures,61,71.3
2020,Territoires du Nord-Ouest,Résidences d'étudiants,61,65.8
2020,Territoires du Nord-Ouest,Aéroports et autres gares de voyageurs,61,56.9
2020,Territoires du Nord-Ouest,Édifices de communications,61,50.1
2020,Territoires du Nord-Ouest,Bâtiments institutionnels,61,74.6
2020,Territoires du Nord-Ouest,"Écoles, collèges, universités et autres bâtiments d'enseignement",61,70.3
2020,Territoires du Nord-Ouest,Hôpitaux,61,80.2
