Year,Géographie,Actif,GeoCode,Value
2016,Terre-Neuve-et-Labrador,Centres religieux et lieux commémoratifs,10,66.7
2016,Terre-Neuve-et-Labrador,Musées,10,52.6
2016,Terre-Neuve-et-Labrador,Lieux historiques,10,85.0
2016,Terre-Neuve-et-Labrador,Bibliothèques,10,63.8
2016,Terre-Neuve-et-Labrador,Installations de sécurité publique,10,53.4
2016,Terre-Neuve-et-Labrador,Infrastructures de génie maritime,10,46.8
2016,Terre-Neuve-et-Labrador,Ports de mer,10,41.8
2016,Terre-Neuve-et-Labrador,Ports de plaisance et ports de commerce,10,48.9
2016,Terre-Neuve-et-Labrador,Canaux et voies navigables,10,56.1
2016,Terre-Neuve-et-Labrador,Autres infrastructures de génie maritime,10,49.4
2016,Terre-Neuve-et-Labrador,Infrastructures de génie liées aux transports,10,50.9
2016,Terre-Neuve-et-Labrador,Structures et réseaux autoroutiers et routiers,10,51.3
2016,Terre-Neuve-et-Labrador,Ponts,10,57.7
2016,Terre-Neuve-et-Labrador,Tunnels,10,49.2
2016,Terre-Neuve-et-Labrador,Lignes de chemins de fer,10,60.4
2016,Terre-Neuve-et-Labrador,Pistes d'atterrissage et de décollage,10,46.9
2016,Terre-Neuve-et-Labrador,Infrastructure d'adduction et de distribution d'eau,10,61.1
2016,Terre-Neuve-et-Labrador,Usines de filtration de l'eau,10,64.2
2016,Terre-Neuve-et-Labrador,Autres infrastructure d'eau,10,61.0
2016,Terre-Neuve-et-Labrador,Infrastructures pour les eaux usées,10,51.1
2016,Terre-Neuve-et-Labrador,Usines d'épuration des eaux d'égout,10,81.1
2016,Terre-Neuve-et-Labrador,Autres infrastructure d'égout,10,50.7
2016,Terre-Neuve-et-Labrador,Réseaux de communication,10,48.6
2016,Terre-Neuve-et-Labrador,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",10,49.1
2016,Terre-Neuve-et-Labrador,Fibre optique,10,49.1
2016,Terre-Neuve-et-Labrador,Structures de support pour la transmission,10,48.2
2016,Terre-Neuve-et-Labrador,Autres structures de communication,10,36.6
2016,Terre-Neuve-et-Labrador,Infrastructure liées à l'énergie électrique,10,69.4
2016,Terre-Neuve-et-Labrador,Centrales éoliennes et panneaux solaires,10,76.9
2016,Terre-Neuve-et-Labrador,Centrale énergétique thermale,10,62.1
2016,Terre-Neuve-et-Labrador,Centrale énergétique hydraulique,10,68.2
2016,Terre-Neuve-et-Labrador,Réseaux de transport d'électricité,10,70.6
2016,Terre-Neuve-et-Labrador,Réseau de distribution d'électricité,10,64.2
2016,Terre-Neuve-et-Labrador,Autres constructions de l'énergie électrique,10,76.9
2016,Terre-Neuve-et-Labrador,Construction liée aux installations de pétrole et de gaz,10,33.2
2016,Terre-Neuve-et-Labrador,Oléoducs,10,33.2
2016,Terre-Neuve-et-Labrador,Autres travaux de génie,10,60.5
2016,Terre-Neuve-et-Labrador,Installations d'élimination des déchets,10,61.3
2016,Terre-Neuve-et-Labrador,Installations récréatives de plein air,10,60.2
2016,Terre-Neuve-et-Labrador,Dépollution,10,64.8
2016,Terre-Neuve-et-Labrador,Autres machines et matériel,10,59.6
2016,Terre-Neuve-et-Labrador,"Turbines, turbogénérateurs et groupes générateurs de turbine",10,68.8
2016,Terre-Neuve-et-Labrador,Matériel de traitement de l'eau,10,33.4
2016,Terre-Neuve-et-Labrador,Transformateurs de puissance et de distribution,10,60.1
2016,Terre-Neuve-et-Labrador,Machines et matériel de transport,10,54.9
2016,Terre-Neuve-et-Labrador,Autobus,10,51.4
2016,Terre-Neuve-et-Labrador,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",10,57.2
2016,Île-du-Prince-Édouard,Total des actifs,11,53.0
2016,Île-du-Prince-Édouard,Immeubles commerciaux,11,53.6
2016,Île-du-Prince-Édouard,Installations sportives avec capacité d'accueil de spectateurs,11,53.9
2016,Île-du-Prince-Édouard,Installations récréatives intérieures,11,53.5
2016,Île-du-Prince-Édouard,Résidences d'étudiants,11,61.1
2016,Île-du-Prince-Édouard,Aéroports et autres gares de voyageurs,11,54.4
2016,Île-du-Prince-Édouard,Édifices de communications,11,51.9
2016,Île-du-Prince-Édouard,Bâtiments institutionnels,11,53.4
2016,Île-du-Prince-Édouard,"Écoles, collèges, universités et autres bâtiments d'enseignement",11,53.4
2016,Île-du-Prince-Édouard,Hôpitaux,11,55.9
2016,Île-du-Prince-Édouard,Maisons de soins infirmiers et résidences pour personnes âgées,11,56.6
2016,Île-du-Prince-Édouard,Centres religieux et lieux commémoratifs,11,31.3
2016,Île-du-Prince-Édouard,Musées,11,46.0
2016,Île-du-Prince-Édouard,Lieux historiques,11,52.6
2016,Île-du-Prince-Édouard,Bibliothèques,11,33.1
2016,Île-du-Prince-Édouard,Installations de sécurité publique,11,47.9
2016,Île-du-Prince-Édouard,Infrastructures de génie maritime,11,31.3
2016,Île-du-Prince-Édouard,Ports de mer,11,31.1
2016,Île-du-Prince-Édouard,Ports de plaisance et ports de commerce,11,31.7
2016,Île-du-Prince-Édouard,Canaux et voies navigables,11,29.5
2016,Île-du-Prince-Édouard,Autres infrastructures de génie maritime,11,33.2
2016,Île-du-Prince-Édouard,Infrastructures de génie liées aux transports,11,44.7
2016,Île-du-Prince-Édouard,Structures et réseaux autoroutiers et routiers,11,44.7
2016,Île-du-Prince-Édouard,Ponts,11,42.7
2016,Île-du-Prince-Édouard,Tunnels,11,47.4
2016,Île-du-Prince-Édouard,Lignes de chemins de fer,11,56.0
2016,Île-du-Prince-Édouard,Pistes d'atterrissage et de décollage,11,54.8
2016,Île-du-Prince-Édouard,Infrastructure d'adduction et de distribution d'eau,11,60.3
2016,Île-du-Prince-Édouard,Usines de filtration de l'eau,11,61.0
2016,Île-du-Prince-Édouard,Autres infrastructure d'eau,11,60.0
2016,Île-du-Prince-Édouard,Infrastructures pour les eaux usées,11,39.7
2016,Île-du-Prince-Édouard,Usines d'épuration des eaux d'égout,11,33.9
2016,Île-du-Prince-Édouard,Autres infrastructure d'égout,11,43.7
2016,Île-du-Prince-Édouard,Réseaux de communication,11,48.0
2016,Île-du-Prince-Édouard,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",11,47.9
2016,Île-du-Prince-Édouard,Fibre optique,11,48.0
2016,Île-du-Prince-Édouard,Structures de support pour la transmission,11,47.9
2016,Île-du-Prince-Édouard,Autres structures de communication,11,51.8
2016,Île-du-Prince-Édouard,Infrastructure liées à l'énergie électrique,11,68.7
2016,Île-du-Prince-Édouard,Centrales éoliennes et panneaux solaires,11,73.3
2016,Île-du-Prince-Édouard,Centrale énergétique thermale,11,68.5
2016,Île-du-Prince-Édouard,Réseaux de transport d'électricité,11,69.4
2016,Île-du-Prince-Édouard,Réseau de distribution d'électricité,11,65.9
2016,Île-du-Prince-Édouard,Autres constructions de l'énergie électrique,11,73.3
2016,Île-du-Prince-Édouard,Construction liée aux installations de pétrole et de gaz,11,59.8
2016,Île-du-Prince-Édouard,Oléoducs,11,59.8
2016,Île-du-Prince-Édouard,Autres travaux de génie,11,52.2
2016,Île-du-Prince-Édouard,Installations d'élimination des déchets,11,53.2
2016,Île-du-Prince-Édouard,Installations récréatives de plein air,11,51.1
2016,Île-du-Prince-Édouard,Dépollution,11,48.0
2016,Île-du-Prince-Édouard,Autres machines et matériel,11,52.9
2016,Île-du-Prince-Édouard,"Turbines, turbogénérateurs et groupes générateurs de turbine",11,63.6
2016,Île-du-Prince-Édouard,Matériel de traitement de l'eau,11,29.0
2016,Île-du-Prince-Édouard,Transformateurs de puissance et de distribution,11,53.0
2016,Île-du-Prince-Édouard,Machines et matériel de transport,11,59.3
2016,Île-du-Prince-Édouard,Autobus,11,58.6
2016,Île-du-Prince-Édouard,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",11,60.0
2016,Nouvelle-Écosse,Total des actifs,12,53.9
2016,Nouvelle-Écosse,Immeubles commerciaux,12,61.6
2016,Nouvelle-Écosse,Installations sportives avec capacité d'accueil de spectateurs,12,62.6
2016,Nouvelle-Écosse,Installations récréatives intérieures,12,63.9
2016,Nouvelle-Écosse,Résidences d'étudiants,12,64.3
2016,Nouvelle-Écosse,Aéroports et autres gares de voyageurs,12,57.9
2016,Nouvelle-Écosse,Édifices de communications,12,59.1
2016,Nouvelle-Écosse,Bâtiments institutionnels,12,55.7
2016,Nouvelle-Écosse,"Écoles, collèges, universités et autres bâtiments d'enseignement",12,58.6
2016,Nouvelle-Écosse,Hôpitaux,12,50.9
2016,Nouvelle-Écosse,Maisons de soins infirmiers et résidences pour personnes âgées,12,52.1
2016,Nouvelle-Écosse,Centres religieux et lieux commémoratifs,12,42.3
2016,Nouvelle-Écosse,Musées,12,51.3
2016,Nouvelle-Écosse,Lieux historiques,12,52.4
2016,Nouvelle-Écosse,Bibliothèques,12,49.6
2016,Nouvelle-Écosse,Installations de sécurité publique,12,49.3
2016,Nouvelle-Écosse,Infrastructures de génie maritime,12,42.0
2016,Nouvelle-Écosse,Ports de mer,12,38.6
2016,Nouvelle-Écosse,Ports de plaisance et ports de commerce,12,42.6
2016,Nouvelle-Écosse,Canaux et voies navigables,12,43.3
2016,Nouvelle-Écosse,Autres infrastructures de génie maritime,12,47.9
2016,Nouvelle-Écosse,Infrastructures de génie liées aux transports,12,57.0
2016,Nouvelle-Écosse,Structures et réseaux autoroutiers et routiers,12,56.8
2016,Nouvelle-Écosse,Ponts,12,62.2
2016,Nouvelle-Écosse,Tunnels,12,52.1
2016,Nouvelle-Écosse,Lignes de chemins de fer,12,55.5
2016,Nouvelle-Écosse,Pistes d'atterrissage et de décollage,12,52.0
2016,Nouvelle-Écosse,Infrastructure d'adduction et de distribution d'eau,12,50.7
2016,Nouvelle-Écosse,Usines de filtration de l'eau,12,46.0
2016,Nouvelle-Écosse,Autres infrastructure d'eau,12,50.9
2016,Nouvelle-Écosse,Infrastructures pour les eaux usées,12,45.8
2016,Nouvelle-Écosse,Usines d'épuration des eaux d'égout,12,46.8
2016,Nouvelle-Écosse,Autres infrastructure d'égout,12,45.8
2016,Nouvelle-Écosse,Réseaux de communication,12,45.4
2016,Nouvelle-Écosse,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",12,45.4
2016,Nouvelle-Écosse,Fibre optique,12,46.1
2016,Nouvelle-Écosse,Structures de support pour la transmission,12,45.3
2016,Nouvelle-Écosse,Autres structures de communication,12,34.4
2016,Nouvelle-Écosse,Infrastructure liées à l'énergie électrique,12,53.3
2016,Nouvelle-Écosse,Centrales éoliennes et panneaux solaires,12,56.6
2016,Nouvelle-Écosse,Centrale énergétique thermale,12,55.4
2016,Nouvelle-Écosse,Centrale énergétique hydraulique,12,52.2
2016,Nouvelle-Écosse,Réseaux de transport d'électricité,12,52.4
2016,Nouvelle-Écosse,Réseau de distribution d'électricité,12,51.4
2016,Nouvelle-Écosse,Autres constructions de l'énergie électrique,12,56.6
2016,Nouvelle-Écosse,Construction liée aux installations de pétrole et de gaz,12,46.2
2016,Nouvelle-Écosse,Oléoducs,12,46.2
2016,Nouvelle-Écosse,Autres travaux de génie,12,50.8
2016,Nouvelle-Écosse,Installations d'élimination des déchets,12,48.7
2016,Nouvelle-Écosse,Installations récréatives de plein air,12,45.9
2016,Nouvelle-Écosse,Dépollution,12,64.8
2016,Nouvelle-Écosse,Autres machines et matériel,12,59.2
2016,Nouvelle-Écosse,"Turbines, turbogénérateurs et groupes générateurs de turbine",12,72.4
2016,Nouvelle-Écosse,Matériel de traitement de l'eau,12,53.4
2016,Nouvelle-Écosse,Transformateurs de puissance et de distribution,12,39.4
2016,Nouvelle-Écosse,Machines et matériel de transport,12,57.9
2016,Nouvelle-Écosse,Autobus,12,60.9
2016,Nouvelle-Écosse,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",12,52.6
2016,Nouveau-Brunswick,Total des actifs,13,52.7
2016,Nouveau-Brunswick,Immeubles commerciaux,13,56.8
2016,Nouveau-Brunswick,Installations sportives avec capacité d'accueil de spectateurs,13,60.5
2016,Nouveau-Brunswick,Installations récréatives intérieures,13,58.0
2016,Nouveau-Brunswick,Résidences d'étudiants,13,52.4
2016,Nouveau-Brunswick,Aéroports et autres gares de voyageurs,13,54.7
2016,Nouveau-Brunswick,Édifices de communications,13,56.8
2016,Nouveau-Brunswick,Bâtiments institutionnels,13,50.3
2016,Nouveau-Brunswick,"Écoles, collèges, universités et autres bâtiments d'enseignement",13,51.8
2016,Nouveau-Brunswick,Hôpitaux,13,46.0
2016,Nouveau-Brunswick,Maisons de soins infirmiers et résidences pour personnes âgées,13,42.0
2016,Nouveau-Brunswick,Centres religieux et lieux commémoratifs,13,60.5
2016,Nouveau-Brunswick,Musées,13,61.1
2016,Nouveau-Brunswick,Lieux historiques,13,69.2
2016,Nouveau-Brunswick,Bibliothèques,13,63.4
2016,Nouveau-Brunswick,Installations de sécurité publique,13,65.6
2016,Nouveau-Brunswick,Infrastructures de génie maritime,13,36.9
2016,Nouveau-Brunswick,Ports de mer,13,36.8
2016,Nouveau-Brunswick,Ports de plaisance et ports de commerce,13,35.8
2016,Nouveau-Brunswick,Canaux et voies navigables,13,36.3
2016,Nouveau-Brunswick,Autres infrastructures de génie maritime,13,38.1
2016,Nouveau-Brunswick,Infrastructures de génie liées aux transports,13,54.1
2016,Nouveau-Brunswick,Structures et réseaux autoroutiers et routiers,13,54.0
2016,Nouveau-Brunswick,Ponts,13,51.3
2016,Nouveau-Brunswick,Tunnels,13,50.3
2016,Nouveau-Brunswick,Lignes de chemins de fer,13,56.4
2016,Nouveau-Brunswick,Pistes d'atterrissage et de décollage,13,56.8
2016,Nouveau-Brunswick,Infrastructure d'adduction et de distribution d'eau,13,56.8
2016,Nouveau-Brunswick,Usines de filtration de l'eau,13,53.5
2016,Nouveau-Brunswick,Autres infrastructure d'eau,13,58.1
2016,Nouveau-Brunswick,Infrastructures pour les eaux usées,13,46.7
2016,Nouveau-Brunswick,Usines d'épuration des eaux d'égout,13,52.8
2016,Nouveau-Brunswick,Autres infrastructure d'égout,13,45.5
2016,Nouveau-Brunswick,Réseaux de communication,13,56.1
2016,Nouveau-Brunswick,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",13,58.9
2016,Nouveau-Brunswick,Fibre optique,13,54.9
2016,Nouveau-Brunswick,Structures de support pour la transmission,13,54.5
2016,Nouveau-Brunswick,Autres structures de communication,13,59.0
2016,Nouveau-Brunswick,Infrastructure liées à l'énergie électrique,13,53.9
2016,Nouveau-Brunswick,Centrales éoliennes et panneaux solaires,13,52.5
2016,Nouveau-Brunswick,Centrale énergétique thermale,13,53.8
2016,Nouveau-Brunswick,Centrale énergétique nucléaire,13,54.2
2016,Nouveau-Brunswick,Centrale énergétique hydraulique,13,53.6
2016,Nouveau-Brunswick,Réseaux de transport d'électricité,13,54.2
2016,Nouveau-Brunswick,Réseau de distribution d'électricité,13,52.8
2016,Nouveau-Brunswick,Autres constructions de l'énergie électrique,13,52.5
2016,Nouveau-Brunswick,Construction liée aux installations de pétrole et de gaz,13,57.6
2016,Nouveau-Brunswick,Oléoducs,13,57.6
2016,Nouveau-Brunswick,Autres travaux de génie,13,51.4
2016,Nouveau-Brunswick,Installations d'élimination des déchets,13,50.4
2016,Nouveau-Brunswick,Installations récréatives de plein air,13,51.6
2016,Nouveau-Brunswick,Dépollution,13,66.4
2016,Nouveau-Brunswick,Autres machines et matériel,13,34.3
2016,Nouveau-Brunswick,"Turbines, turbogénérateurs et groupes générateurs de turbine",13,25.4
2016,Nouveau-Brunswick,Matériel de traitement de l'eau,13,35.8
2016,Nouveau-Brunswick,Transformateurs de puissance et de distribution,13,38.5
2016,Nouveau-Brunswick,Machines et matériel de transport,13,62.2
2016,Nouveau-Brunswick,Autobus,13,73.2
2016,Nouveau-Brunswick,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",13,55.1
2016,Québec,Total des actifs,24,56.9
2016,Québec,Immeubles commerciaux,24,54.3
2016,Québec,Installations sportives avec capacité d'accueil de spectateurs,24,56.6
2016,Québec,Installations récréatives intérieures,24,59.9
2016,Québec,Résidences d'étudiants,24,50.0
2016,Québec,Aéroports et autres gares de voyageurs,24,49.8
2016,Québec,Édifices de communications,24,50.1
2016,Québec,Bâtiments institutionnels,24,60.2
2016,Québec,"Écoles, collèges, universités et autres bâtiments d'enseignement",24,57.0
2016,Québec,Hôpitaux,24,70.0
2016,Québec,Maisons de soins infirmiers et résidences pour personnes âgées,24,66.1
2016,Québec,Centres religieux et lieux commémoratifs,24,57.5
2016,Québec,Musées,24,70.9
2016,Québec,Lieux historiques,24,66.3
2016,Québec,Bibliothèques,24,56.7
2016,Québec,Installations de sécurité publique,24,55.4
2016,Québec,Infrastructures de génie maritime,24,51.8
2016,Québec,Ports de mer,24,61.8
2016,Québec,Ports de plaisance et ports de commerce,24,34.0
2016,Québec,Canaux et voies navigables,24,66.6
2016,Québec,Autres infrastructures de génie maritime,24,60.2
2016,Québec,Infrastructures de génie liées aux transports,24,59.2
2016,Québec,Structures et réseaux autoroutiers et routiers,24,57.9
2016,Québec,Ponts,24,69.4
2016,Québec,Tunnels,24,64.6
2016,Québec,Lignes de chemins de fer,24,64.8
2016,Québec,Pistes d'atterrissage et de décollage,24,79.7
2016,Québec,Infrastructure d'adduction et de distribution d'eau,24,55.8
2016,Québec,Usines de filtration de l'eau,24,63.3
2016,Québec,Autres infrastructure d'eau,24,55.2
2016,Québec,Infrastructures pour les eaux usées,24,51.3
2016,Québec,Usines d'épuration des eaux d'égout,24,51.7
2016,Québec,Autres infrastructure d'égout,24,51.2
2016,Québec,Réseaux de communication,24,60.7
2016,Québec,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",24,60.2
2016,Québec,Fibre optique,24,60.9
2016,Québec,Structures de support pour la transmission,24,61.1
2016,Québec,Autres structures de communication,24,60.1
2016,Québec,Infrastructure liées à l'énergie électrique,24,55.9
2016,Québec,Centrales éoliennes et panneaux solaires,24,58.8
2016,Québec,Centrale énergétique thermale,24,55.5
2016,Québec,Centrale énergétique nucléaire,24,43.4
2016,Québec,Centrale énergétique hydraulique,24,55.9
2016,Québec,Réseaux de transport d'électricité,24,55.8
2016,Québec,Réseau de distribution d'électricité,24,55.6
2016,Québec,Autres constructions de l'énergie électrique,24,58.8
2016,Québec,Construction liée aux installations de pétrole et de gaz,24,45.7
2016,Québec,Oléoducs,24,45.7
2016,Québec,Autres travaux de génie,24,59.9
2016,Québec,Installations d'élimination des déchets,24,64.8
2016,Québec,Installations récréatives de plein air,24,59.8
2016,Québec,Dépollution,24,78.7
2016,Québec,Autres machines et matériel,24,28.4
2016,Québec,"Turbines, turbogénérateurs et groupes générateurs de turbine",24,31.3
2016,Québec,"Systèmes d'alimentation en vapeur, de réacteur nucléaire",24,56.7
2016,Québec,Matériel de traitement de l'eau,24,39.4
2016,Québec,Transformateurs de puissance et de distribution,24,23.3
2016,Québec,Machines et matériel de transport,24,58.8
2016,Québec,Autobus,24,47.4
2016,Québec,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",24,65.2
2016,Ontario,Total des actifs,35,58.7
2016,Ontario,Immeubles commerciaux,35,54.6
2016,Ontario,Installations sportives avec capacité d'accueil de spectateurs,35,57.4
2016,Ontario,Installations récréatives intérieures,35,57.4
2016,Ontario,Résidences d'étudiants,35,52.3
2016,Ontario,Aéroports et autres gares de voyageurs,35,52.0
2016,Ontario,Édifices de communications,35,52.3
2016,Ontario,Bâtiments institutionnels,35,59.6
2016,Ontario,"Écoles, collèges, universités et autres bâtiments d'enseignement",35,59.3
2016,Ontario,Hôpitaux,35,61.2
2016,Ontario,Maisons de soins infirmiers et résidences pour personnes âgées,35,58.5
2016,Ontario,Centres religieux et lieux commémoratifs,35,48.6
2016,Ontario,Musées,35,64.9
2016,Ontario,Lieux historiques,35,59.0
2016,Ontario,Bibliothèques,35,66.4
2016,Ontario,Installations de sécurité publique,35,59.3
2016,Ontario,Infrastructures de génie maritime,35,37.0
2016,Ontario,Ports de mer,35,34.2
2016,Ontario,Ports de plaisance et ports de commerce,35,31.9
2016,Ontario,Canaux et voies navigables,35,33.3
2016,Ontario,Autres infrastructures de génie maritime,35,45.1
2016,Ontario,Infrastructures de génie liées aux transports,35,61.8
2016,Ontario,Structures et réseaux autoroutiers et routiers,35,59.6
2016,Ontario,Ponts,35,56.8
2016,Ontario,Tunnels,35,56.3
2016,Ontario,Lignes de chemins de fer,35,68.1
2016,Ontario,Pistes d'atterrissage et de décollage,35,60.1
2016,Ontario,Infrastructure d'adduction et de distribution d'eau,35,66.4
2016,Ontario,Usines de filtration de l'eau,35,62.5
2016,Ontario,Autres infrastructure d'eau,35,70.7
2016,Ontario,Infrastructures pour les eaux usées,35,53.0
2016,Ontario,Usines d'épuration des eaux d'égout,35,54.0
2016,Ontario,Autres infrastructure d'égout,35,52.4
2016,Ontario,Réseaux de communication,35,55.8
2016,Ontario,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",35,56.5
2016,Ontario,Fibre optique,35,55.5
2016,Ontario,Structures de support pour la transmission,35,53.1
2016,Ontario,Autres structures de communication,35,62.9
2016,Ontario,Infrastructure liées à l'énergie électrique,35,56.8
2016,Ontario,Centrales éoliennes et panneaux solaires,35,61.8
2016,Ontario,Centrale énergétique thermale,35,57.1
2016,Ontario,Centrale énergétique nucléaire,35,53.9
2016,Ontario,Centrale énergétique hydraulique,35,57.0
2016,Ontario,Réseaux de transport d'électricité,35,60.4
2016,Ontario,Réseau de distribution d'électricité,35,56.6
2016,Ontario,Autres constructions de l'énergie électrique,35,61.8
2016,Ontario,Construction liée aux installations de pétrole et de gaz,35,41.7
2016,Ontario,Oléoducs,35,41.7
2016,Ontario,Autres travaux de génie,35,57.7
2016,Ontario,Installations d'élimination des déchets,35,63.2
2016,Ontario,Installations récréatives de plein air,35,55.6
2016,Ontario,Dépollution,35,54.8
2016,Ontario,Autres machines et matériel,35,57.3
2016,Ontario,"Turbines, turbogénérateurs et groupes générateurs de turbine",35,56.3
2016,Ontario,"Systèmes d'alimentation en vapeur, de réacteur nucléaire",35,74.2
2016,Ontario,Matériel de traitement de l'eau,35,44.0
2016,Ontario,Transformateurs de puissance et de distribution,35,57.7
2016,Ontario,Machines et matériel de transport,35,61.3
2016,Ontario,Autobus,35,58.3
2016,Ontario,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",35,63.2
2016,Manitoba,Total des actifs,46,58.8
2016,Manitoba,Immeubles commerciaux,46,52.9
2016,Manitoba,Installations sportives avec capacité d'accueil de spectateurs,46,53.7
2016,Manitoba,Installations récréatives intérieures,46,53.7
2016,Manitoba,Résidences d'étudiants,46,58.6
2016,Manitoba,Aéroports et autres gares de voyageurs,46,49.6
2016,Manitoba,Édifices de communications,46,50.2
2016,Manitoba,Bâtiments institutionnels,46,57.4
2016,Manitoba,"Écoles, collèges, universités et autres bâtiments d'enseignement",46,56.8
2016,Manitoba,Hôpitaux,46,52.7
2016,Manitoba,Maisons de soins infirmiers et résidences pour personnes âgées,46,51.0
2016,Manitoba,Centres religieux et lieux commémoratifs,46,70.9
2016,Manitoba,Musées,46,72.1
2016,Manitoba,Lieux historiques,46,72.5
2016,Manitoba,Bibliothèques,46,65.0
2016,Manitoba,Installations de sécurité publique,46,66.0
2016,Manitoba,Infrastructures de génie maritime,46,32.8
2016,Manitoba,Ports de mer,46,30.7
2016,Manitoba,Ports de plaisance et ports de commerce,46,34.3
2016,Manitoba,Canaux et voies navigables,46,37.7
2016,Manitoba,Autres infrastructures de génie maritime,46,36.1
2016,Manitoba,Infrastructures de génie liées aux transports,46,58.1
2016,Manitoba,Structures et réseaux autoroutiers et routiers,46,58.0
2016,Manitoba,Ponts,46,56.4
2016,Manitoba,Tunnels,46,63.0
2016,Manitoba,Lignes de chemins de fer,46,59.7
2016,Manitoba,Pistes d'atterrissage et de décollage,46,55.3
2016,Manitoba,Infrastructure d'adduction et de distribution d'eau,46,65.6
2016,Manitoba,Usines de filtration de l'eau,46,62.4
2016,Manitoba,Autres infrastructure d'eau,46,66.0
2016,Manitoba,Infrastructures pour les eaux usées,46,47.7
2016,Manitoba,Usines d'épuration des eaux d'égout,46,51.5
2016,Manitoba,Autres infrastructure d'égout,46,46.9
2016,Manitoba,Réseaux de communication,46,48.3
2016,Manitoba,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",46,57.4
2016,Manitoba,Fibre optique,46,42.7
2016,Manitoba,Structures de support pour la transmission,46,37.7
2016,Manitoba,Autres structures de communication,46,46.7
2016,Manitoba,Infrastructure liées à l'énergie électrique,46,61.3
2016,Manitoba,Centrales éoliennes et panneaux solaires,46,46.9
2016,Manitoba,Centrale énergétique thermale,46,63.2
2016,Manitoba,Centrale énergétique hydraulique,46,58.6
2016,Manitoba,Réseaux de transport d'électricité,46,64.7
2016,Manitoba,Réseau de distribution d'électricité,46,61.6
2016,Manitoba,Autres constructions de l'énergie électrique,46,46.9
2016,Manitoba,Construction liée aux installations de pétrole et de gaz,46,55.7
2016,Manitoba,Oléoducs,46,55.7
2016,Manitoba,Autres travaux de génie,46,53.5
2016,Manitoba,Installations d'élimination des déchets,46,52.8
2016,Manitoba,Installations récréatives de plein air,46,52.0
2016,Manitoba,Dépollution,46,70.0
2016,Manitoba,Autres machines et matériel,46,66.3
2016,Manitoba,"Turbines, turbogénérateurs et groupes générateurs de turbine",46,29.7
2016,Manitoba,Matériel de traitement de l'eau,46,36.1
2016,Manitoba,Transformateurs de puissance et de distribution,46,69.1
2016,Manitoba,Machines et matériel de transport,46,55.6
2016,Manitoba,Autobus,46,51.6
2016,Manitoba,"Locomotives, matériel ferroviaire roulant et de transport en commun rapide",46,57.7
2016,Saskatchewan,Total des actifs,47,58.1
2016,Saskatchewan,Immeubles commerciaux,47,56.6
2016,Saskatchewan,Installations sportives avec capacité d'accueil de spectateurs,47,55.2
2016,Saskatchewan,Installations récréatives intérieures,47,56.7
2016,Saskatchewan,Résidences d'étudiants,47,51.5
2016,Saskatchewan,Aéroports et autres gares de voyageurs,47,57.0
2016,Saskatchewan,Édifices de communications,47,57.2
2016,Saskatchewan,Bâtiments institutionnels,47,53.3
2016,Saskatchewan,"Écoles, collèges, universités et autres bâtiments d'enseignement",47,56.5
2016,Saskatchewan,Hôpitaux,47,47.8
2016,Saskatchewan,Maisons de soins infirmiers et résidences pour personnes âgées,47,49.1
2016,Saskatchewan,Centres religieux et lieux commémoratifs,47,41.8
2016,Saskatchewan,Musées,47,49.4
2016,Saskatchewan,Lieux historiques,47,95.3
2016,Saskatchewan,Bibliothèques,47,66.0
2016,Saskatchewan,Installations de sécurité publique,47,49.3
2016,Saskatchewan,Infrastructures de génie maritime,47,23.2
2016,Saskatchewan,Ports de mer,47,20.8
2016,Saskatchewan,Ports de plaisance et ports de commerce,47,22.7
2016,Saskatchewan,Canaux et voies navigables,47,59.0
2016,Saskatchewan,Autres infrastructures de génie maritime,47,19.9
2016,Saskatchewan,Infrastructures de génie liées aux transports,47,63.1
2016,Saskatchewan,Structures et réseaux autoroutiers et routiers,47,64.6
2016,Saskatchewan,Ponts,47,64.4
2016,Saskatchewan,Lignes de chemins de fer,47,59.6
2016,Saskatchewan,Pistes d'atterrissage et de décollage,47,72.8
2016,Saskatchewan,Infrastructure d'adduction et de distribution d'eau,47,56.0
2016,Saskatchewan,Usines de filtration de l'eau,47,53.0
2016,Saskatchewan,Autres infrastructure d'eau,47,64.6
2016,Saskatchewan,Infrastructures pour les eaux usées,47,55.4
2016,Saskatchewan,Usines d'épuration des eaux d'égout,47,66.7
2016,Saskatchewan,Autres infrastructure d'égout,47,53.9
2016,Saskatchewan,Réseaux de communication,47,50.0
2016,Saskatchewan,"Câbles et lignes – coaxiaux, cuivre, aluminium, etc.",47,55.6
