Year,Géographie,Industries,Activités de protection ou pratiques de gestion de l'environnement,GeoCode,Value
2020,Canada,Fabrication de produits du pétrole et du charbon,Gestion des eaux usées,,80.8
2020,Canada,Fabrication de produits du pétrole et du charbon,Gestion de la pollution atmosphérique,,76.9
2020,Canada,Fabrication de produits du pétrole et du charbon,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,69.2
2020,Canada,Fabrication de produits du pétrole et du charbon,Protection de la biodiversité et de l'habitat,,38.5
2020,Canada,Fabrication de produits du pétrole et du charbon,Lutte contre le bruit et les vibrations,,38.5
2020,Canada,Fabrication de produits chimiques,"Total, activités de protection de l'environnement",,94.6
2020,Canada,Fabrication de produits chimiques,Gestion des eaux usées,,78.9
2020,Canada,Fabrication de produits chimiques,Gestion de la pollution atmosphérique,,39.9
2020,Canada,Fabrication de produits chimiques,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,23.7
2020,Canada,Fabrication de produits chimiques,Protection de la biodiversité et de l'habitat,,4.7
2020,Canada,Fabrication de produits chimiques,Lutte contre le bruit et les vibrations,,12.9
2020,Canada,Fabrication de produits minéraux non métalliques,"Total, activités de protection de l'environnement",,93.1
2020,Canada,Fabrication de produits minéraux non métalliques,Gestion des eaux usées,,72.6
2020,Canada,Fabrication de produits minéraux non métalliques,Gestion de la pollution atmosphérique,,29.2
2020,Canada,Fabrication de produits minéraux non métalliques,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,11.0
2020,Canada,Fabrication de produits minéraux non métalliques,Protection de la biodiversité et de l'habitat,,2.5
2020,Canada,Fabrication de produits minéraux non métalliques,Lutte contre le bruit et les vibrations,,6.2
2020,Canada,Première transformation des métaux,"Total, activités de protection de l'environnement",,97.9
2020,Canada,Première transformation des métaux,Gestion des eaux usées,,88.0
2020,Canada,Première transformation des métaux,Gestion de la pollution atmosphérique,,68.3
2020,Canada,Première transformation des métaux,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,46.9
2020,Canada,Première transformation des métaux,Protection de la biodiversité et de l'habitat,,14.1
2020,Canada,Première transformation des métaux,Lutte contre le bruit et les vibrations,,19.8
2020,Canada,Fabrication de produits métalliques,"Total, activités de protection de l'environnement",,87.7
2020,Canada,Fabrication de produits métalliques,Gestion des eaux usées,,61.9
2020,Canada,Fabrication de produits métalliques,Gestion de la pollution atmosphérique,,12.4
2020,Canada,Fabrication de produits métalliques,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,5.8
2020,Canada,Fabrication de produits métalliques,Protection de la biodiversité et de l'habitat,,0.5
2020,Canada,Fabrication de produits métalliques,Lutte contre le bruit et les vibrations,,5.7
2020,Canada,Fabrication de matériel de transport,"Total, activités de protection de l'environnement",,91.1
2020,Canada,Fabrication de matériel de transport,Gestion des eaux usées,,71.9
2020,Canada,Fabrication de matériel de transport,Gestion de la pollution atmosphérique,,25.6
2020,Canada,Fabrication de matériel de transport,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,8.4
2020,Canada,Fabrication de matériel de transport,Protection de la biodiversité et de l'habitat,,3.9
2020,Canada,Fabrication de matériel de transport,Lutte contre le bruit et les vibrations,,10.0
2020,Canada,Fabrication de produits en plastique et en caoutchouc,"Total, activités de protection de l'environnement",,91.4
2020,Canada,Fabrication de produits en plastique et en caoutchouc,Gestion des eaux usées,,64.4
2020,Canada,Fabrication de produits en plastique et en caoutchouc,Gestion de la pollution atmosphérique,,13.4
2020,Canada,Fabrication de produits en plastique et en caoutchouc,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,6.4
2020,Canada,Fabrication de produits en plastique et en caoutchouc,Protection de la biodiversité et de l'habitat,,1.0
2020,Canada,Fabrication de produits en plastique et en caoutchouc,Lutte contre le bruit et les vibrations,,5.8
2020,Canada,Fabrication de machines,"Total, activités de protection de l'environnement",,92.2
2020,Canada,Fabrication de machines,Gestion des eaux usées,,60.6
2020,Canada,Fabrication de machines,Gestion de la pollution atmosphérique,,12.7
2020,Canada,Fabrication de machines,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,0.8
2020,Canada,Fabrication de machines,Protection de la biodiversité et de l'habitat,,0.3
2020,Canada,Fabrication de machines,Lutte contre le bruit et les vibrations,,2.7
2020,Canada,Fabrication de meubles et de produits connexes,"Total, activités de protection de l'environnement",,89.1
2020,Canada,Fabrication de meubles et de produits connexes,Gestion des eaux usées,,58.7
2020,Canada,Fabrication de meubles et de produits connexes,Gestion de la pollution atmosphérique,,5.2
2020,Canada,Fabrication de meubles et de produits connexes,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,3.1
2020,Canada,Fabrication de meubles et de produits connexes,Protection de la biodiversité et de l'habitat,,0.0
2020,Canada,Autres industries de fabrication,"Total, activités de protection de l'environnement",,77.5
2020,Canada,Autres industries de fabrication,Gestion des eaux usées,,49.0
2020,Canada,Autres industries de fabrication,Gestion de la pollution atmosphérique,,2.7
2020,Canada,Autres industries de fabrication,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,0.8
2020,Canada,Autres industries de fabrication,Protection de la biodiversité et de l'habitat,,0.2
2020,Canada,Autres industries de fabrication,Lutte contre le bruit et les vibrations,,1.3
2020,Canada,Transport par pipeline,"Total, activités de protection de l'environnement",,93.0
2020,Canada,Transport par pipeline,Gestion des eaux usées,,77.2
2020,Canada,Transport par pipeline,Gestion de la pollution atmosphérique,,70.2
2020,Canada,Transport par pipeline,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,73.7
2020,Canada,Transport par pipeline,Protection de la biodiversité et de l'habitat,,45.6
2020,Provinces de l'Atlantique,"Total, industries","Total, activités de protection de l'environnement",,82.8
2020,Provinces de l'Atlantique,"Total, industries",Gestion des eaux usées,,58.2
2020,Provinces de l'Atlantique,"Total, industries",Gestion de la pollution atmosphérique,,7.9
2020,Provinces de l'Atlantique,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,10.8
2020,Provinces de l'Atlantique,"Total, industries",Protection de la biodiversité et de l'habitat,,7.6
2020,Provinces de l'Atlantique,"Total, industries",Lutte contre le bruit et les vibrations,,2.2
2020,Terre-Neuve-et-Labrador,"Total, industries","Total, activités de protection de l'environnement",10,83.0
2020,Terre-Neuve-et-Labrador,"Total, industries",Gestion des eaux usées,10,54.6
2020,Terre-Neuve-et-Labrador,"Total, industries",Gestion de la pollution atmosphérique,10,9.4
2020,Terre-Neuve-et-Labrador,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",10,7.4
2020,Terre-Neuve-et-Labrador,"Total, industries",Protection de la biodiversité et de l'habitat,10,8.0
2020,Terre-Neuve-et-Labrador,"Total, industries",Lutte contre le bruit et les vibrations,10,2.2
2020,Île-du-Prince-Édouard,"Total, industries","Total, activités de protection de l'environnement",11,84.1
2020,Île-du-Prince-Édouard,"Total, industries",Gestion des eaux usées,11,54.2
2020,Île-du-Prince-Édouard,"Total, industries",Gestion de la pollution atmosphérique,11,8.4
2020,Île-du-Prince-Édouard,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",11,5.6
2020,Île-du-Prince-Édouard,"Total, industries",Protection de la biodiversité et de l'habitat,11,3.7
2020,Île-du-Prince-Édouard,"Total, industries",Lutte contre le bruit et les vibrations,11,2.8
2020,Nouvelle-Écosse,"Total, industries","Total, activités de protection de l'environnement",12,80.4
2020,Nouvelle-Écosse,"Total, industries",Gestion des eaux usées,12,54.8
2020,Nouvelle-Écosse,"Total, industries",Gestion de la pollution atmosphérique,12,6.1
2020,Nouvelle-Écosse,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",12,12.4
2020,Nouvelle-Écosse,"Total, industries",Protection de la biodiversité et de l'habitat,12,8.0
2020,Nouvelle-Écosse,"Total, industries",Lutte contre le bruit et les vibrations,12,3.4
2020,Nouveau-Brunswick,"Total, industries","Total, activités de protection de l'environnement",13,85.1
2020,Nouveau-Brunswick,"Total, industries",Gestion des eaux usées,13,65.1
2020,Nouveau-Brunswick,"Total, industries",Gestion de la pollution atmosphérique,13,9.1
2020,Nouveau-Brunswick,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",13,12.1
2020,Nouveau-Brunswick,"Total, industries",Protection de la biodiversité et de l'habitat,13,8.1
2020,Québec,"Total, industries","Total, activités de protection de l'environnement",24,87.7
2020,Québec,"Total, industries",Gestion des eaux usées,24,65.9
2020,Québec,"Total, industries",Gestion de la pollution atmosphérique,24,14.5
2020,Québec,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",24,6.4
2020,Québec,"Total, industries",Protection de la biodiversité et de l'habitat,24,1.8
2020,Québec,"Total, industries",Lutte contre le bruit et les vibrations,24,4.1
2020,Ontario,"Total, industries","Total, activités de protection de l'environnement",35,87.4
2020,Ontario,"Total, industries",Gestion des eaux usées,35,60.0
2020,Ontario,"Total, industries",Gestion de la pollution atmosphérique,35,14.5
2020,Ontario,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",35,7.0
2020,Ontario,"Total, industries",Protection de la biodiversité et de l'habitat,35,1.6
2020,Ontario,"Total, industries",Lutte contre le bruit et les vibrations,35,6.9
2020,Provinces des Prairies,"Total, industries","Total, activités de protection de l'environnement",,87.6
2020,Provinces des Prairies,"Total, industries",Gestion des eaux usées,,66.9
2020,Provinces des Prairies,"Total, industries",Gestion de la pollution atmosphérique,,17.1
2020,Provinces des Prairies,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,13.6
2020,Provinces des Prairies,"Total, industries",Protection de la biodiversité et de l'habitat,,7.0
2020,Provinces des Prairies,"Total, industries",Lutte contre le bruit et les vibrations,,4.6
2020,Manitoba,"Total, industries","Total, activités de protection de l'environnement",46,88.5
2020,Manitoba,"Total, industries",Gestion des eaux usées,46,73.7
2020,Manitoba,"Total, industries",Gestion de la pollution atmosphérique,46,13.7
2020,Manitoba,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",46,6.8
2020,Manitoba,"Total, industries",Protection de la biodiversité et de l'habitat,46,1.5
2020,Manitoba,"Total, industries",Lutte contre le bruit et les vibrations,46,1.7
2020,Saskatchewan,"Total, industries","Total, activités de protection de l'environnement",47,92.1
2020,Saskatchewan,"Total, industries",Gestion des eaux usées,47,71.4
2020,Saskatchewan,"Total, industries",Gestion de la pollution atmosphérique,47,15.3
2020,Saskatchewan,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",47,15.7
2020,Saskatchewan,"Total, industries",Protection de la biodiversité et de l'habitat,47,10.0
2020,Saskatchewan,"Total, industries",Lutte contre le bruit et les vibrations,47,6.0
2020,Alberta,"Total, industries","Total, activités de protection de l'environnement",48,86.3
2020,Alberta,"Total, industries",Gestion des eaux usées,48,64.0
2020,Alberta,"Total, industries",Gestion de la pollution atmosphérique,48,18.4
2020,Alberta,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",48,14.8
2020,Alberta,"Total, industries",Protection de la biodiversité et de l'habitat,48,7.7
2020,Alberta,"Total, industries",Lutte contre le bruit et les vibrations,48,5.0
2020,Colombie-Britannique,"Total, industries","Total, activités de protection de l'environnement",59,81.7
2020,Colombie-Britannique,"Total, industries",Gestion des eaux usées,59,53.4
2020,Colombie-Britannique,"Total, industries",Gestion de la pollution atmosphérique,59,12.8
2020,Colombie-Britannique,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",59,8.9
2020,Colombie-Britannique,"Total, industries",Protection de la biodiversité et de l'habitat,59,4.6
2020,Colombie-Britannique,"Total, industries",Lutte contre le bruit et les vibrations,59,3.6
2020,Territoires,"Total, industries","Total, activités de protection de l'environnement",,77.2
2020,Territoires,"Total, industries",Gestion des eaux usées,,58.5
2020,Territoires,"Total, industries",Gestion de la pollution atmosphérique,,15.5
2020,Territoires,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,29.0
2020,Territoires,"Total, industries",Protection de la biodiversité et de l'habitat,,24.4
2020,Territoires,"Total, industries",Lutte contre le bruit et les vibrations,,10.9
2021,Canada,"Total, industries",Gestion des eaux usées,,60.8
2021,Canada,"Total, industries",Gestion de la pollution atmosphérique,,16.4
2021,Canada,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,11.1
2021,Canada,"Total, industries",Protection de la biodiversité et de l'habitat,,4.9
2021,Canada,"Total, industries",Lutte contre le bruit et les vibrations,,7.8
2021,Canada,Exploitation forestière (sauf à forfait),"Total, activités de protection de l'environnement",,70.4
2021,Canada,Exploitation forestière (sauf à forfait),Gestion des eaux usées,,57.6
2021,Canada,Exploitation forestière (sauf à forfait),Gestion de la pollution atmosphérique,,0.0
2021,Canada,Exploitation forestière (sauf à forfait),"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,5.1
2021,Canada,Exploitation forestière (sauf à forfait),Protection de la biodiversité et de l'habitat,,3.5
2021,Canada,Exploitation forestière (sauf à forfait),Lutte contre le bruit et les vibrations,,2.4
2021,Canada,Extraction de pétrole et de gaz,"Total, activités de protection de l'environnement",,91.9
2021,Canada,Extraction de pétrole et de gaz,Gestion des eaux usées,,79.8
2021,Canada,Extraction de pétrole et de gaz,Gestion de la pollution atmosphérique,,73.2
2021,Canada,Extraction de pétrole et de gaz,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,84.1
2021,Canada,Extraction de pétrole et de gaz,Protection de la biodiversité et de l'habitat,,33.8
2021,Canada,Extraction de pétrole et de gaz,Lutte contre le bruit et les vibrations,,29.8
2021,Canada,Extraction minière et exploitation en carrière,"Total, activités de protection de l'environnement",,100.0
2021,Canada,Extraction minière et exploitation en carrière,Gestion des eaux usées,,92.6
2021,Canada,Extraction minière et exploitation en carrière,Gestion de la pollution atmosphérique,,72.8
2021,Canada,Extraction minière et exploitation en carrière,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,77.8
2021,Canada,Extraction minière et exploitation en carrière,Protection de la biodiversité et de l'habitat,,58.0
2021,Canada,Extraction minière et exploitation en carrière,Lutte contre le bruit et les vibrations,,30.9
2021,Canada,"Production, transport et distribution d'électricité","Total, activités de protection de l'environnement",,85.8
2021,Canada,"Production, transport et distribution d'électricité",Gestion des eaux usées,,77.9
2021,Canada,"Production, transport et distribution d'électricité",Gestion de la pollution atmosphérique,,36.2
2021,Canada,"Production, transport et distribution d'électricité","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,30.5
2021,Canada,"Production, transport et distribution d'électricité",Protection de la biodiversité et de l'habitat,,27.5
2021,Canada,"Production, transport et distribution d'électricité",Lutte contre le bruit et les vibrations,,12.7
2021,Canada,Distribution de gaz naturel,"Total, activités de protection de l'environnement",,50.0
2021,Canada,Distribution de gaz naturel,Gestion des eaux usées,,39.3
2021,Canada,Distribution de gaz naturel,Gestion de la pollution atmosphérique,,28.6
2021,Canada,Distribution de gaz naturel,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,21.4
2021,Canada,Distribution de gaz naturel,Protection de la biodiversité et de l'habitat,,14.3
2021,Canada,Distribution de gaz naturel,Lutte contre le bruit et les vibrations,,17.9
2021,Canada,Fabrication d'aliments,"Total, activités de protection de l'environnement",,94.0
2021,Canada,Fabrication d'aliments,Gestion des eaux usées,,82.1
2021,Canada,Fabrication d'aliments,Gestion de la pollution atmosphérique,,12.8
2021,Canada,Fabrication d'aliments,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,5.4
2021,Canada,Fabrication d'aliments,Protection de la biodiversité et de l'habitat,,0.9
2021,Canada,Fabrication d'aliments,Lutte contre le bruit et les vibrations,,4.4
2021,Canada,Fabrication de boissons et de produits du tabac,"Total, activités de protection de l'environnement",,95.0
2021,Canada,Fabrication de boissons et de produits du tabac,Gestion des eaux usées,,75.3
2021,Canada,Fabrication de boissons et de produits du tabac,Gestion de la pollution atmosphérique,,13.4
2021,Canada,Fabrication de boissons et de produits du tabac,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,3.3
2021,Canada,Fabrication de boissons et de produits du tabac,Protection de la biodiversité et de l'habitat,,4.0
2021,Canada,Fabrication de boissons et de produits du tabac,Lutte contre le bruit et les vibrations,,6.1
2021,Canada,Fabrication de produits en bois,"Total, activités de protection de l'environnement",,91.2
2021,Canada,Fabrication de produits en bois,Gestion des eaux usées,,63.9
2021,Canada,Fabrication de produits en bois,Gestion de la pollution atmosphérique,,21.2
2021,Canada,Fabrication de produits en bois,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,19.3
2021,Canada,Fabrication de produits en bois,Protection de la biodiversité et de l'habitat,,6.3
2021,Canada,Fabrication de produits en bois,Lutte contre le bruit et les vibrations,,3.3
2021,Canada,Fabrication du papier,"Total, activités de protection de l'environnement",,99.4
2021,Canada,Fabrication du papier,Gestion des eaux usées,,87.0
2021,Canada,Fabrication du papier,Gestion de la pollution atmosphérique,,46.0
2021,Canada,Fabrication du papier,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,33.6
2021,Canada,Fabrication du papier,Protection de la biodiversité et de l'habitat,,9.3
2021,Canada,Fabrication du papier,Lutte contre le bruit et les vibrations,,17.9
2021,Canada,Fabrication de produits du pétrole et du charbon,"Total, activités de protection de l'environnement",,86.7
2021,Canada,Fabrication de produits du pétrole et du charbon,Gestion des eaux usées,,80.0
2021,Canada,Fabrication de produits du pétrole et du charbon,Gestion de la pollution atmosphérique,,63.3
2021,Canada,Fabrication de produits du pétrole et du charbon,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,60.0
2021,Canada,Fabrication de produits du pétrole et du charbon,Protection de la biodiversité et de l'habitat,,26.7
2021,Canada,Fabrication de produits du pétrole et du charbon,Lutte contre le bruit et les vibrations,,23.3
2021,Canada,Fabrication de produits chimiques,"Total, activités de protection de l'environnement",,96.3
2021,Canada,Fabrication de produits chimiques,Gestion des eaux usées,,79.5
2021,Canada,Fabrication de produits chimiques,Gestion de la pollution atmosphérique,,41.7
2021,Canada,Fabrication de produits chimiques,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,36.0
2021,Canada,Fabrication de produits chimiques,Protection de la biodiversité et de l'habitat,,7.4
2021,Canada,Fabrication de produits chimiques,Lutte contre le bruit et les vibrations,,13.2
2021,Canada,Fabrication de produits minéraux non métalliques,"Total, activités de protection de l'environnement",,94.3
2021,Canada,Fabrication de produits minéraux non métalliques,Gestion des eaux usées,,72.9
2021,Canada,Fabrication de produits minéraux non métalliques,Gestion de la pollution atmosphérique,,43.1
2021,Canada,Fabrication de produits minéraux non métalliques,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,20.0
2021,Canada,Fabrication de produits minéraux non métalliques,Protection de la biodiversité et de l'habitat,,0.4
2021,Canada,Fabrication de produits minéraux non métalliques,Lutte contre le bruit et les vibrations,,15.5
2021,Canada,Première transformation des métaux,"Total, activités de protection de l'environnement",,95.4
2021,Canada,Première transformation des métaux,Gestion des eaux usées,,78.4
2021,Canada,Première transformation des métaux,Gestion de la pollution atmosphérique,,58.4
2021,Canada,Première transformation des métaux,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,41.0
2021,Canada,Première transformation des métaux,Protection de la biodiversité et de l'habitat,,12.9
2021,Canada,Première transformation des métaux,Lutte contre le bruit et les vibrations,,19.2
2021,Canada,Fabrication de produits métalliques,"Total, activités de protection de l'environnement",,86.3
2021,Canada,Fabrication de produits métalliques,Gestion des eaux usées,,57.5
2021,Canada,Fabrication de produits métalliques,Gestion de la pollution atmosphérique,,11.8
2021,Canada,Fabrication de produits métalliques,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,1.5
2021,Canada,Fabrication de produits métalliques,Protection de la biodiversité et de l'habitat,,0.2
2021,Canada,Fabrication de produits métalliques,Lutte contre le bruit et les vibrations,,1.4
2021,Canada,Fabrication de matériel de transport,"Total, activités de protection de l'environnement",,92.8
2021,Canada,Fabrication de matériel de transport,Gestion des eaux usées,,69.5
2021,Canada,Fabrication de matériel de transport,Gestion de la pollution atmosphérique,,20.6
2021,Canada,Fabrication de matériel de transport,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,8.3
2021,Canada,Fabrication de matériel de transport,Protection de la biodiversité et de l'habitat,,3.1
2021,Canada,Fabrication de matériel de transport,Lutte contre le bruit et les vibrations,,13.0
2021,Canada,Fabrication de produits en plastique et en caoutchouc,"Total, activités de protection de l'environnement",,93.1
2021,Canada,Fabrication de produits en plastique et en caoutchouc,Gestion des eaux usées,,71.0
2021,Canada,Fabrication de produits en plastique et en caoutchouc,Gestion de la pollution atmosphérique,,11.0
2021,Canada,Fabrication de produits en plastique et en caoutchouc,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,5.5
2021,Canada,Fabrication de produits en plastique et en caoutchouc,Protection de la biodiversité et de l'habitat,,2.9
2021,Canada,Fabrication de produits en plastique et en caoutchouc,Lutte contre le bruit et les vibrations,,2.7
2021,Canada,Fabrication de machines,"Total, activités de protection de l'environnement",,85.8
2021,Canada,Fabrication de machines,Gestion des eaux usées,,57.5
2021,Canada,Fabrication de machines,Gestion de la pollution atmosphérique,,5.4
2021,Canada,Fabrication de machines,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,1.7
2021,Canada,Fabrication de machines,Protection de la biodiversité et de l'habitat,,0.3
2021,Canada,Fabrication de machines,Lutte contre le bruit et les vibrations,,9.6
2021,Canada,Fabrication de meubles et de produits connexes,"Total, activités de protection de l'environnement",,88.1
2021,Canada,Fabrication de meubles et de produits connexes,Gestion des eaux usées,,51.7
2021,Canada,Fabrication de meubles et de produits connexes,Gestion de la pollution atmosphérique,,9.2
2021,Canada,Fabrication de meubles et de produits connexes,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,0.8
2021,Canada,Fabrication de meubles et de produits connexes,Protection de la biodiversité et de l'habitat,,0.0
2021,Canada,Fabrication de meubles et de produits connexes,Lutte contre le bruit et les vibrations,,4.0
2021,Canada,Autres industries de fabrication,"Total, activités de protection de l'environnement",,78.8
2021,Canada,Autres industries de fabrication,Gestion des eaux usées,,47.8
2021,Canada,Autres industries de fabrication,Gestion de la pollution atmosphérique,,11.3
2021,Canada,Autres industries de fabrication,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,12.2
2021,Canada,Autres industries de fabrication,Protection de la biodiversité et de l'habitat,,8.3
2021,Canada,Autres industries de fabrication,Lutte contre le bruit et les vibrations,,11.3
2021,Canada,Transport par pipeline,"Total, activités de protection de l'environnement",,88.0
2021,Canada,Transport par pipeline,Gestion des eaux usées,,68.0
2021,Canada,Transport par pipeline,Gestion de la pollution atmosphérique,,66.0
2021,Canada,Transport par pipeline,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,76.0
2021,Canada,Transport par pipeline,Protection de la biodiversité et de l'habitat,,54.0
2021,Provinces de l'Atlantique,"Total, industries","Total, activités de protection de l'environnement",,84.0
2021,Provinces de l'Atlantique,"Total, industries",Gestion des eaux usées,,54.8
2021,Provinces de l'Atlantique,"Total, industries",Gestion de la pollution atmosphérique,,9.5
2021,Provinces de l'Atlantique,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,8.6
2021,Provinces de l'Atlantique,"Total, industries",Protection de la biodiversité et de l'habitat,,4.2
2021,Provinces de l'Atlantique,"Total, industries",Lutte contre le bruit et les vibrations,,2.0
2021,Terre-Neuve-et-Labrador,"Total, industries","Total, activités de protection de l'environnement",10,85.8
2021,Terre-Neuve-et-Labrador,"Total, industries",Gestion des eaux usées,10,55.6
2021,Terre-Neuve-et-Labrador,"Total, industries",Gestion de la pollution atmosphérique,10,8.7
2021,Terre-Neuve-et-Labrador,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",10,11.1
2021,Terre-Neuve-et-Labrador,"Total, industries",Protection de la biodiversité et de l'habitat,10,7.2
2021,Terre-Neuve-et-Labrador,"Total, industries",Lutte contre le bruit et les vibrations,10,1.7
2021,Île-du-Prince-Édouard,"Total, industries","Total, activités de protection de l'environnement",11,81.4
2021,Île-du-Prince-Édouard,"Total, industries",Gestion des eaux usées,11,49.6
2021,Île-du-Prince-Édouard,"Total, industries",Gestion de la pollution atmosphérique,11,5.3
2021,Île-du-Prince-Édouard,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",11,4.4
2021,Nouvelle-Écosse,"Total, industries","Total, activités de protection de l'environnement",12,80.0
2021,Nouvelle-Écosse,"Total, industries",Gestion des eaux usées,12,48.8
2021,Nouvelle-Écosse,"Total, industries",Gestion de la pollution atmosphérique,12,9.9
2021,Nouvelle-Écosse,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",12,6.6
2021,Nouvelle-Écosse,"Total, industries",Protection de la biodiversité et de l'habitat,12,2.8
2021,Nouvelle-Écosse,"Total, industries",Lutte contre le bruit et les vibrations,12,1.7
2021,Nouveau-Brunswick,"Total, industries","Total, activités de protection de l'environnement",13,89.7
2021,Nouveau-Brunswick,"Total, industries",Gestion des eaux usées,13,64.8
2021,Nouveau-Brunswick,"Total, industries",Gestion de la pollution atmosphérique,13,11.1
2021,Nouveau-Brunswick,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",13,11.6
2021,Nouveau-Brunswick,"Total, industries",Protection de la biodiversité et de l'habitat,13,5.3
2021,Nouveau-Brunswick,"Total, industries",Lutte contre le bruit et les vibrations,13,3.2
2021,Québec,"Total, industries","Total, activités de protection de l'environnement",24,86.2
2021,Québec,"Total, industries",Gestion des eaux usées,24,67.8
2021,Québec,"Total, industries",Gestion de la pollution atmosphérique,24,23.2
2021,Québec,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",24,14.7
2021,Québec,"Total, industries",Protection de la biodiversité et de l'habitat,24,8.7
2021,Québec,"Total, industries",Lutte contre le bruit et les vibrations,24,11.4
2021,Ontario,"Total, industries","Total, activités de protection de l'environnement",35,87.2
2021,Ontario,"Total, industries",Gestion des eaux usées,35,57.5
2021,Ontario,"Total, industries",Gestion de la pollution atmosphérique,35,14.5
2021,Ontario,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",35,8.3
2021,Ontario,"Total, industries",Protection de la biodiversité et de l'habitat,35,1.8
2021,Ontario,"Total, industries",Lutte contre le bruit et les vibrations,35,9.7
2021,Provinces des Prairies,"Total, industries","Total, activités de protection de l'environnement",,85.0
2021,Provinces des Prairies,"Total, industries",Gestion des eaux usées,,64.8
2021,Provinces des Prairies,"Total, industries",Gestion de la pollution atmosphérique,,16.1
2021,Provinces des Prairies,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",,14.3
2021,Provinces des Prairies,"Total, industries",Protection de la biodiversité et de l'habitat,,5.9
2021,Provinces des Prairies,"Total, industries",Lutte contre le bruit et les vibrations,,4.7
2021,Manitoba,"Total, industries","Total, activités de protection de l'environnement",46,84.9
2021,Manitoba,"Total, industries",Gestion des eaux usées,46,66.4
2021,Manitoba,"Total, industries",Gestion de la pollution atmosphérique,46,11.8
2021,Manitoba,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",46,5.6
2021,Manitoba,"Total, industries",Protection de la biodiversité et de l'habitat,46,1.3
2021,Manitoba,"Total, industries",Lutte contre le bruit et les vibrations,46,1.9
2021,Saskatchewan,"Total, industries","Total, activités de protection de l'environnement",47,89.7
2021,Saskatchewan,"Total, industries",Gestion des eaux usées,47,76.4
2021,Saskatchewan,"Total, industries",Gestion de la pollution atmosphérique,47,18.4
2021,Saskatchewan,"Total, industries","Protection et assainissement du sol, des eaux souterraines et des eaux de surface",47,15.8
2021,Saskatchewan,"Total, industries",Protection de la biodiversité et de l'habitat,47,7.2
