Year,Géographie,Actifs d'infrastructures publiques essentielles,Type de municipalité par taille de population,GeoCode,Value
2018,Ontario,Eau potable,"Municipalités urbaines, population de 1 à 4 999",35,14.29
2018,Ontario,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",35,56.41
2018,Ontario,Eau potable,"Municipalités urbaines, population de 30 000 et plus",35,39.47
2018,Ontario,Eau potable,Toutes les municipalités rurales,35,40.48
2018,Ontario,Eau potable,"Municipalités rurales, population 1 à 4 999",35,33.0
2018,Ontario,Eau potable,"Municipalités rurales, population 5 000 et plus",35,47.27
2018,Ontario,Eaux pluviales,Toutes les municipalités,35,53.67
2018,Ontario,Eaux pluviales,Toutes les municipalités urbaines,35,66.02
2018,Ontario,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",35,15.38
2018,Ontario,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",35,70.0
2018,Ontario,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",35,72.55
2018,Ontario,Eaux pluviales,Toutes les municipalités rurales,35,48.61
2018,Ontario,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",35,41.38
2018,Ontario,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",35,54.81
2018,Ontario,Eaux usées,Toutes les municipalités,35,48.24
2018,Ontario,Eaux usées,Toutes les municipalités urbaines,35,56.52
2018,Ontario,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",35,14.29
2018,Ontario,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",35,71.05
2018,Ontario,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",35,55.0
2018,Ontario,Eaux usées,Toutes les municipalités rurales,35,44.56
2018,Ontario,Eaux usées,"Municipalités rurales, population 1 à 4 999",35,37.63
2018,Ontario,Eaux usées,"Municipalités rurales, population 5 000 et plus",35,51.0
2018,Ontario,Déchets solides,Toutes les municipalités,35,35.82
2018,Ontario,Déchets solides,Toutes les municipalités urbaines,35,36.07
2018,Ontario,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",35,7.69
2018,Ontario,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",35,42.86
2018,Ontario,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",35,44.44
2018,Ontario,Déchets solides,Toutes les municipalités rurales,35,35.29
2018,Ontario,Déchets solides,"Municipalités rurales, population 1 à 4 999",35,38.3
2018,Ontario,Déchets solides,"Municipalités rurales, population 5 000 et plus",35,29.63
2018,Manitoba,Eau potable,Toutes les municipalités,46,37.82
2018,Manitoba,Eau potable,Toutes les municipalités urbaines,46,53.85
2018,Manitoba,Eau potable,"Municipalités urbaines, population de 1 à 4 999",46,46.15
2018,Manitoba,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",46,54.55
2018,Manitoba,Eau potable,"Municipalités urbaines, population de 30 000 et plus",46,100.0
2018,Manitoba,Eau potable,Toutes les municipalités rurales,46,32.26
2018,Manitoba,Eau potable,"Municipalités rurales, population 1 à 4 999",46,30.0
2018,Manitoba,Eau potable,"Municipalités rurales, population 5 000 et plus",46,46.15
2018,Manitoba,Eaux pluviales,Toutes les municipalités,46,44.23
2018,Manitoba,Eaux pluviales,Toutes les municipalités urbaines,46,54.84
2018,Manitoba,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",46,52.94
2018,Manitoba,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",46,54.55
2018,Manitoba,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",46,100.0
2018,Manitoba,Eaux pluviales,Toutes les municipalités rurales,46,40.54
2018,Manitoba,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",46,40.0
2018,Manitoba,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",46,42.86
2018,Manitoba,Eaux usées,Toutes les municipalités,46,45.93
2018,Manitoba,Eaux usées,Toutes les municipalités urbaines,46,54.84
2018,Manitoba,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",46,52.94
2018,Manitoba,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",46,54.55
2018,Manitoba,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",46,100.0
2018,Manitoba,Eaux usées,Toutes les municipalités rurales,46,43.27
2018,Manitoba,Eaux usées,"Municipalités rurales, population 1 à 4 999",46,40.45
2018,Manitoba,Eaux usées,"Municipalités rurales, population 5 000 et plus",46,60.0
2018,Manitoba,Déchets solides,Toutes les municipalités,46,43.08
2018,Manitoba,Déchets solides,Toutes les municipalités urbaines,46,55.17
2018,Manitoba,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",46,62.5
2018,Manitoba,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",46,40.0
2018,Manitoba,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",46,100.0
2018,Manitoba,Déchets solides,Toutes les municipalités rurales,46,39.6
2018,Manitoba,Déchets solides,"Municipalités rurales, population 1 à 4 999",46,40.0
2018,Manitoba,Déchets solides,"Municipalités rurales, population 5 000 et plus",46,36.36
2018,Saskatchewan,Eau potable,Toutes les municipalités,47,30.61
2018,Saskatchewan,Eau potable,Toutes les municipalités urbaines,47,50.0
2018,Saskatchewan,Eau potable,"Municipalités urbaines, population de 1 à 4 999",47,48.78
2018,Saskatchewan,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",47,58.33
2018,Saskatchewan,Eau potable,"Municipalités urbaines, population de 30 000 et plus",47,50.0
2018,Saskatchewan,Eau potable,Toutes les municipalités rurales,47,25.77
2018,Saskatchewan,Eau potable,"Municipalités rurales, population 1 à 4 999",47,25.9
2018,Saskatchewan,Eau potable,"Municipalités rurales, population 5 000 et plus",47,0.0
2018,Saskatchewan,Eaux pluviales,Toutes les municipalités,47,35.6
2018,Saskatchewan,Eaux pluviales,Toutes les municipalités urbaines,47,40.0
2018,Saskatchewan,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",47,33.78
2018,Saskatchewan,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",47,58.33
2018,Saskatchewan,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",47,100.0
2018,Saskatchewan,Eaux pluviales,Toutes les municipalités rurales,47,33.79
2018,Saskatchewan,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",47,33.94
2018,Saskatchewan,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",47,0.0
2018,Saskatchewan,Eaux usées,Toutes les municipalités,47,32.86
2018,Saskatchewan,Eaux usées,Toutes les municipalités urbaines,47,44.9
2018,Saskatchewan,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",47,41.46
2018,Saskatchewan,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",47,58.33
2018,Saskatchewan,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",47,75.0
2018,Saskatchewan,Eaux usées,Toutes les municipalités rurales,47,29.85
2018,Saskatchewan,Eaux usées,"Municipalités rurales, population 1 à 4 999",47,29.85
2018,Saskatchewan,Eaux usées,"Municipalités rurales, population 5 000 et plus",47,
2018,Saskatchewan,Déchets solides,Toutes les municipalités,47,22.49
2018,Saskatchewan,Déchets solides,Toutes les municipalités urbaines,47,34.52
2018,Saskatchewan,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",47,32.39
2018,Saskatchewan,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",47,55.56
2018,Saskatchewan,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",47,50.0
2018,Saskatchewan,Déchets solides,Toutes les municipalités rurales,47,19.73
2018,Saskatchewan,Déchets solides,"Municipalités rurales, population 1 à 4 999",47,19.78
2018,Saskatchewan,Déchets solides,"Municipalités rurales, population 5 000 et plus",47,0.0
2018,Alberta,Eau potable,Toutes les municipalités,48,32.44
2018,Alberta,Eau potable,Toutes les municipalités urbaines,48,45.83
2018,Alberta,Eau potable,"Municipalités urbaines, population de 1 à 4 999",48,47.37
2018,Alberta,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",48,51.35
2018,Alberta,Eau potable,"Municipalités urbaines, population de 30 000 et plus",48,8.33
2018,Alberta,Eau potable,Toutes les municipalités rurales,48,22.92
2018,Alberta,Eau potable,"Municipalités rurales, population 1 à 4 999",48,21.79
2018,Alberta,Eau potable,"Municipalités rurales, population 5 000 et plus",48,27.78
2018,Alberta,Eaux pluviales,Toutes les municipalités,48,38.21
2018,Alberta,Eaux pluviales,Toutes les municipalités urbaines,48,49.32
2018,Alberta,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",48,47.96
2018,Alberta,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",48,56.76
2018,Alberta,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",48,30.77
2018,Alberta,Eaux pluviales,Toutes les municipalités rurales,48,27.45
2018,Alberta,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",48,23.33
2018,Alberta,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",48,42.42
2018,Alberta,Eaux usées,Toutes les municipalités,48,33.43
2018,Alberta,Eaux usées,Toutes les municipalités urbaines,48,45.83
2018,Alberta,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",48,46.32
2018,Alberta,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",48,54.05
2018,Alberta,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",48,16.67
2018,Alberta,Eaux usées,Toutes les municipalités rurales,48,24.23
2018,Alberta,Eaux usées,"Municipalités rurales, population 1 à 4 999",48,22.93
2018,Alberta,Eaux usées,"Municipalités rurales, population 5 000 et plus",48,29.73
2018,Alberta,Déchets solides,Toutes les municipalités,48,21.05
2018,Alberta,Déchets solides,Toutes les municipalités urbaines,48,30.91
2018,Alberta,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",48,31.43
2018,Alberta,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",48,26.67
2018,Alberta,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",48,30.0
2018,Alberta,Déchets solides,Toutes les municipalités rurales,48,13.14
2018,Alberta,Déchets solides,"Municipalités rurales, population 1 à 4 999",48,10.19
2018,Alberta,Déchets solides,"Municipalités rurales, population 5 000 et plus",48,24.14
2018,Colombie-Britannique,Eau potable,Toutes les municipalités,59,60.73
2018,Colombie-Britannique,Eau potable,Toutes les municipalités urbaines,59,71.14
2018,Colombie-Britannique,Eau potable,"Municipalités urbaines, population de 1 à 4 999",59,71.64
2018,Colombie-Britannique,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",59,70.91
2018,Colombie-Britannique,Eau potable,"Municipalités urbaines, population de 30 000 et plus",59,70.37
2018,Colombie-Britannique,Eau potable,Toutes les municipalités rurales,59,50.0
2018,Colombie-Britannique,Eau potable,"Municipalités rurales, population 1 à 4 999",59,47.86
2018,Colombie-Britannique,Eau potable,"Municipalités rurales, population 5 000 et plus",59,71.43
2018,Colombie-Britannique,Eaux pluviales,Toutes les municipalités,59,64.26
2018,Colombie-Britannique,Eaux pluviales,Toutes les municipalités urbaines,59,74.52
2018,Colombie-Britannique,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",59,75.76
2018,Colombie-Britannique,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",59,75.41
2018,Colombie-Britannique,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",59,72.41
2018,Colombie-Britannique,Eaux pluviales,Toutes les municipalités rurales,59,53.38
2018,Colombie-Britannique,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",59,50.0
2018,Colombie-Britannique,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",59,73.33
2018,Colombie-Britannique,Eaux usées,Toutes les municipalités,59,58.9
2018,Colombie-Britannique,Eaux usées,Toutes les municipalités urbaines,59,68.55
2018,Colombie-Britannique,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",59,76.47
2018,Colombie-Britannique,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",59,65.57
2018,Colombie-Britannique,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",59,55.17
2018,Colombie-Britannique,Eaux usées,Toutes les municipalités rurales,59,48.67
2018,Colombie-Britannique,Eaux usées,"Municipalités rurales, population 1 à 4 999",59,46.38
2018,Colombie-Britannique,Eaux usées,"Municipalités rurales, population 5 000 et plus",59,75.0
2018,Colombie-Britannique,Déchets solides,Toutes les municipalités,59,36.27
2018,Colombie-Britannique,Déchets solides,Toutes les municipalités urbaines,59,37.62
2018,Colombie-Britannique,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",59,35.14
2018,Colombie-Britannique,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",59,43.59
2018,Colombie-Britannique,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",59,32.0
2018,Colombie-Britannique,Déchets solides,Toutes les municipalités rurales,59,34.95
2018,Colombie-Britannique,Déchets solides,"Municipalités rurales, population 1 à 4 999",59,33.33
2018,Colombie-Britannique,Déchets solides,"Municipalités rurales, population 5 000 et plus",59,40.0
2018,Yukon,Eau potable,Toutes les municipalités,60,33.33
2018,Yukon,Eau potable,Toutes les municipalités urbaines,60,0.0
2018,Yukon,Eau potable,"Municipalités urbaines, population de 1 à 4 999",60,
2018,Yukon,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",60,0.0
2018,Yukon,Eau potable,"Municipalités urbaines, population de 30 000 et plus",60,
2018,Yukon,Eau potable,Toutes les municipalités rurales,60,50.0
2018,Yukon,Eau potable,"Municipalités rurales, population 1 à 4 999",60,50.0
2018,Yukon,Eau potable,"Municipalités rurales, population 5 000 et plus",60,
2018,Yukon,Eaux pluviales,Toutes les municipalités,60,50.0
2018,Yukon,Eaux pluviales,Toutes les municipalités urbaines,60,0.0
2018,Yukon,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",60,
2018,Yukon,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",60,0.0
2018,Yukon,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",60,
2018,Yukon,Eaux pluviales,Toutes les municipalités rurales,60,66.67
2018,Yukon,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",60,66.67
2018,Yukon,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",60,
2018,Yukon,Eaux usées,Toutes les municipalités,60,50.0
2018,Yukon,Eaux usées,Toutes les municipalités urbaines,60,0.0
2018,Yukon,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",60,
2018,Yukon,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",60,0.0
2018,Yukon,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",60,
2018,Yukon,Eaux usées,Toutes les municipalités rurales,60,66.67
2018,Yukon,Eaux usées,"Municipalités rurales, population 1 à 4 999",60,66.67
2018,Yukon,Eaux usées,"Municipalités rurales, population 5 000 et plus",60,
2018,Yukon,Déchets solides,Toutes les municipalités,60,50.0
2018,Yukon,Déchets solides,Toutes les municipalités urbaines,60,0.0
2018,Yukon,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",60,
2018,Yukon,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",60,0.0
2018,Yukon,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",60,
2018,Yukon,Déchets solides,Toutes les municipalités rurales,60,66.67
2018,Yukon,Déchets solides,"Municipalités rurales, population 1 à 4 999",60,66.67
2018,Yukon,Déchets solides,"Municipalités rurales, population 5 000 et plus",60,
2018,Territoires du Nord-Ouest,Eau potable,Toutes les municipalités,61,14.29
2018,Territoires du Nord-Ouest,Eau potable,Toutes les municipalités urbaines,61,25.0
2018,Territoires du Nord-Ouest,Eau potable,"Municipalités urbaines, population de 1 à 4 999",61,33.33
2018,Territoires du Nord-Ouest,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",61,0.0
2018,Territoires du Nord-Ouest,Eau potable,"Municipalités urbaines, population de 30 000 et plus",61,
2018,Territoires du Nord-Ouest,Eau potable,Toutes les municipalités rurales,61,12.9
2018,Territoires du Nord-Ouest,Eau potable,"Municipalités rurales, population 1 à 4 999",61,12.9
2018,Territoires du Nord-Ouest,Eau potable,"Municipalités rurales, population 5 000 et plus",61,
2018,Territoires du Nord-Ouest,Eaux pluviales,Toutes les municipalités,61,25.0
2018,Territoires du Nord-Ouest,Eaux pluviales,Toutes les municipalités urbaines,61,33.33
2018,Territoires du Nord-Ouest,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",61,50.0
2018,Territoires du Nord-Ouest,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",61,0.0
2018,Territoires du Nord-Ouest,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",61,
2018,Territoires du Nord-Ouest,Eaux pluviales,Toutes les municipalités rurales,61,0.0
2018,Territoires du Nord-Ouest,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",61,0.0
2018,Territoires du Nord-Ouest,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",61,
2018,Territoires du Nord-Ouest,Eaux usées,Toutes les municipalités,61,8.11
2018,Territoires du Nord-Ouest,Eaux usées,Toutes les municipalités urbaines,61,25.0
2018,Territoires du Nord-Ouest,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",61,33.33
2018,Territoires du Nord-Ouest,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",61,0.0
2018,Territoires du Nord-Ouest,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",61,
2018,Territoires du Nord-Ouest,Eaux usées,Toutes les municipalités rurales,61,6.06
2018,Territoires du Nord-Ouest,Eaux usées,"Municipalités rurales, population 1 à 4 999",61,6.06
2018,Territoires du Nord-Ouest,Eaux usées,"Municipalités rurales, population 5 000 et plus",61,
2018,Territoires du Nord-Ouest,Déchets solides,Toutes les municipalités,61,10.26
2018,Territoires du Nord-Ouest,Déchets solides,Toutes les municipalités urbaines,61,0.0
2018,Territoires du Nord-Ouest,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",61,0.0
2018,Territoires du Nord-Ouest,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",61,0.0
2018,Territoires du Nord-Ouest,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",61,
2018,Territoires du Nord-Ouest,Déchets solides,Toutes les municipalités rurales,61,11.43
2018,Territoires du Nord-Ouest,Déchets solides,"Municipalités rurales, population 1 à 4 999",61,11.43
2018,Territoires du Nord-Ouest,Déchets solides,"Municipalités rurales, population 5 000 et plus",61,
2018,Nunavut,Eau potable,Toutes les municipalités,62,
2018,Nunavut,Eau potable,Toutes les municipalités urbaines,62,
2018,Nunavut,Eau potable,"Municipalités urbaines, population de 1 à 4 999",62,
2018,Nunavut,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",62,
2018,Nunavut,Eau potable,"Municipalités urbaines, population de 30 000 et plus",62,
2018,Nunavut,Eau potable,Toutes les municipalités rurales,62,
2018,Nunavut,Eau potable,"Municipalités rurales, population 1 à 4 999",62,
2018,Nunavut,Eau potable,"Municipalités rurales, population 5 000 et plus",62,
2018,Nunavut,Eaux pluviales,Toutes les municipalités,62,
2018,Nunavut,Eaux pluviales,Toutes les municipalités urbaines,62,
2018,Nunavut,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",62,
2018,Nunavut,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",62,
2018,Nunavut,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",62,
2018,Nunavut,Eaux pluviales,Toutes les municipalités rurales,62,
2018,Nunavut,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",62,
2018,Nunavut,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",62,
2018,Nunavut,Eaux usées,Toutes les municipalités,62,
2018,Nunavut,Eaux usées,Toutes les municipalités urbaines,62,
2018,Nunavut,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",62,
2018,Nunavut,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",62,
2018,Nunavut,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",62,
2018,Nunavut,Eaux usées,Toutes les municipalités rurales,62,
2018,Nunavut,Eaux usées,"Municipalités rurales, population 1 à 4 999",62,
2018,Nunavut,Eaux usées,"Municipalités rurales, population 5 000 et plus",62,
2018,Nunavut,Déchets solides,Toutes les municipalités,62,
2018,Nunavut,Déchets solides,Toutes les municipalités urbaines,62,0.0
2018,Nunavut,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",62,
2018,Nunavut,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",62,
2018,Nunavut,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",62,
2018,Nunavut,Déchets solides,Toutes les municipalités rurales,62,
2018,Nunavut,Déchets solides,"Municipalités rurales, population 1 à 4 999",62,
2018,Nunavut,Déchets solides,"Municipalités rurales, population 5 000 et plus",62,
2020,Canada,Eau potable,Toutes les municipalités,,46.89
2020,Canada,Eau potable,Toutes les municipalités urbaines,,62.48
2020,Canada,Eau potable,"Municipalités urbaines, population de 1 à 4 999",,55.65
2020,Canada,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",,68.18
2020,Canada,Eau potable,"Municipalités urbaines, population de 30 000 et plus",,65.32
2020,Canada,Eau potable,Toutes les municipalités rurales,,42.13
2020,Canada,Eau potable,"Municipalités rurales, population 1 à 4 999",,40.52
2020,Canada,Eau potable,"Municipalités rurales, population 5 000 et plus",,54.07
2020,Canada,Eaux pluviales,Toutes les municipalités,,52.75
2020,Canada,Eaux pluviales,Toutes les municipalités urbaines,,70.99
2020,Canada,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",,57.76
2020,Canada,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",,75.61
2020,Canada,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",,84.17
2020,Canada,Eaux pluviales,Toutes les municipalités rurales,,46.15
2020,Canada,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",,43.64
2020,Canada,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",,59.7
2020,Canada,Eaux usées,Toutes les municipalités,,48.37
2020,Canada,Eaux usées,Toutes les municipalités urbaines,,64.56
2020,Canada,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",,55.56
2020,Canada,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",,70.04
2020,Canada,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",,71.88
2020,Canada,Eaux usées,Toutes les municipalités rurales,,43.38
2020,Canada,Eaux usées,"Municipalités rurales, population 1 à 4 999",,41.37
2020,Canada,Eaux usées,"Municipalités rurales, population 5 000 et plus",,57.96
2020,Canada,Déchets solides,Toutes les municipalités,,27.05
2020,Canada,Déchets solides,Toutes les municipalités urbaines,,35.28
2020,Canada,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",,30.72
2020,Canada,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",,36.11
2020,Canada,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",,43.21
2020,Canada,Déchets solides,Toutes les municipalités rurales,,24.86
2020,Canada,Déchets solides,"Municipalités rurales, population 1 à 4 999",,23.85
2020,Canada,Déchets solides,"Municipalités rurales, population 5 000 et plus",,32.91
2020,Terre-Neuve-et-Labrador,Eau potable,Toutes les municipalités,10,50.6
2020,Terre-Neuve-et-Labrador,Eau potable,Toutes les municipalités urbaines,10,68.0
2020,Terre-Neuve-et-Labrador,Eau potable,"Municipalités urbaines, population de 1 à 4 999",10,54.55
2020,Terre-Neuve-et-Labrador,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",10,76.92
2020,Terre-Neuve-et-Labrador,Eau potable,"Municipalités urbaines, population de 30 000 et plus",10,100.0
2020,Terre-Neuve-et-Labrador,Eau potable,Toutes les municipalités rurales,10,48.21
2020,Terre-Neuve-et-Labrador,Eau potable,"Municipalités rurales, population 1 à 4 999",10,48.64
2020,Terre-Neuve-et-Labrador,Eau potable,"Municipalités rurales, population 5 000 et plus",10,25.0
2020,Terre-Neuve-et-Labrador,Eaux pluviales,Toutes les municipalités,10,54.64
2020,Terre-Neuve-et-Labrador,Eaux pluviales,Toutes les municipalités urbaines,10,83.33
2020,Terre-Neuve-et-Labrador,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",10,80.0
2020,Terre-Neuve-et-Labrador,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",10,84.62
2020,Terre-Neuve-et-Labrador,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",10,100.0
2020,Terre-Neuve-et-Labrador,Eaux pluviales,Toutes les municipalités rurales,10,50.31
2020,Terre-Neuve-et-Labrador,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",10,50.32
2020,Terre-Neuve-et-Labrador,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",10,75.0
2020,Terre-Neuve-et-Labrador,Eaux usées,Toutes les municipalités,10,57.45
2020,Terre-Neuve-et-Labrador,Eaux usées,Toutes les municipalités urbaines,10,80.0
2020,Terre-Neuve-et-Labrador,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",10,72.73
2020,Terre-Neuve-et-Labrador,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",10,84.62
2020,Terre-Neuve-et-Labrador,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",10,100.0
2020,Terre-Neuve-et-Labrador,Eaux usées,Toutes les municipalités rurales,10,54.76
2020,Terre-Neuve-et-Labrador,Eaux usées,"Municipalités rurales, population 1 à 4 999",10,54.37
2020,Terre-Neuve-et-Labrador,Eaux usées,"Municipalités rurales, population 5 000 et plus",10,75.0
2020,Terre-Neuve-et-Labrador,Déchets solides,Toutes les municipalités,10,27.93
2020,Terre-Neuve-et-Labrador,Déchets solides,Toutes les municipalités urbaines,10,35.0
2020,Terre-Neuve-et-Labrador,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",10,
2020,Terre-Neuve-et-Labrador,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",10,45.45
2020,Terre-Neuve-et-Labrador,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",10,100.0
2020,Terre-Neuve-et-Labrador,Déchets solides,Toutes les municipalités rurales,10,27.04
2020,Terre-Neuve-et-Labrador,Déchets solides,"Municipalités rurales, population 1 à 4 999",10,25.48
2020,Terre-Neuve-et-Labrador,Déchets solides,"Municipalités rurales, population 5 000 et plus",10,100.0
2020,Île-du-Prince-Édouard,Eau potable,Toutes les municipalités,11,88.89
2020,Île-du-Prince-Édouard,Eau potable,Toutes les municipalités urbaines,11,100.0
2020,Île-du-Prince-Édouard,Eau potable,"Municipalités urbaines, population de 1 à 4 999",11,
2020,Île-du-Prince-Édouard,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",11,100.0
2020,Île-du-Prince-Édouard,Eau potable,"Municipalités urbaines, population de 30 000 et plus",11,
2020,Île-du-Prince-Édouard,Eau potable,Toutes les municipalités rurales,11,90.91
2020,Île-du-Prince-Édouard,Eau potable,"Municipalités rurales, population 1 à 4 999",11,100.0
2020,Île-du-Prince-Édouard,Eau potable,"Municipalités rurales, population 5 000 et plus",11,
2020,Île-du-Prince-Édouard,Eaux pluviales,Toutes les municipalités,11,50.0
2020,Île-du-Prince-Édouard,Eaux pluviales,Toutes les municipalités urbaines,11,60.0
2020,Île-du-Prince-Édouard,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",11,
2020,Île-du-Prince-Édouard,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",11,
2020,Île-du-Prince-Édouard,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",11,
2020,Île-du-Prince-Édouard,Eaux pluviales,Toutes les municipalités rurales,11,
