Year,Géographie,Actifs d'infrastructures publiques essentielles,Type de municipalité par taille de population,GeoCode,Value
2016,Colombie-Britannique,Eau potable,"Municipalités urbaines, population de 1 à 4 999",59,41.67
2016,Colombie-Britannique,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",59,62.96
2016,Colombie-Britannique,Eau potable,"Municipalités urbaines, population de 30 000 et plus",59,73.08
2016,Colombie-Britannique,Eau potable,Toutes les municipalités rurales,59,42.86
2016,Colombie-Britannique,Eau potable,"Municipalités rurales, population 1 à 4 999",59,42.5
2016,Colombie-Britannique,Eau potable,"Municipalités rurales, population 5 000 et plus",59,43.75
2016,Colombie-Britannique,Eaux pluviales,Toutes les municipalités,59,76.56
2016,Colombie-Britannique,Eaux pluviales,Toutes les municipalités urbaines,59,85.92
2016,Colombie-Britannique,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",59,72.73
2016,Colombie-Britannique,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",59,93.75
2016,Colombie-Britannique,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",59,85.71
2016,Colombie-Britannique,Eaux pluviales,Toutes les municipalités rurales,59,64.91
2016,Colombie-Britannique,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",59,62.5
2016,Colombie-Britannique,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",59,70.59
2016,Colombie-Britannique,Eaux usées,Toutes les municipalités,59,54.33
2016,Colombie-Britannique,Eaux usées,Toutes les municipalités urbaines,59,58.57
2016,Colombie-Britannique,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",59,30.0
2016,Colombie-Britannique,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",59,62.5
2016,Colombie-Britannique,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",59,64.29
2016,Colombie-Britannique,Eaux usées,Toutes les municipalités rurales,59,47.37
2016,Colombie-Britannique,Eaux usées,"Municipalités rurales, population 1 à 4 999",59,53.66
2016,Colombie-Britannique,Eaux usées,"Municipalités rurales, population 5 000 et plus",59,31.25
2016,Colombie-Britannique,Déchets solides,Toutes les municipalités,59,22.89
2016,Colombie-Britannique,Déchets solides,Toutes les municipalités urbaines,59,25.0
2016,Colombie-Britannique,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",59,0.0
2016,Colombie-Britannique,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",59,22.22
2016,Colombie-Britannique,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",59,36.36
2016,Colombie-Britannique,Déchets solides,Toutes les municipalités rurales,59,20.59
2016,Colombie-Britannique,Déchets solides,"Municipalités rurales, population 1 à 4 999",59,20.83
2016,Colombie-Britannique,Déchets solides,"Municipalités rurales, population 5 000 et plus",59,30.0
2016,Yukon,Eau potable,Toutes les municipalités,60,50.0
2016,Yukon,Eau potable,Toutes les municipalités urbaines,60,0.0
2016,Yukon,Eau potable,"Municipalités urbaines, population de 1 à 4 999",60,
2016,Yukon,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",60,0.0
2016,Yukon,Eau potable,"Municipalités urbaines, population de 30 000 et plus",60,
2016,Yukon,Eau potable,Toutes les municipalités rurales,60,100.0
2016,Yukon,Eau potable,"Municipalités rurales, population 1 à 4 999",60,100.0
2016,Yukon,Eau potable,"Municipalités rurales, population 5 000 et plus",60,
2016,Yukon,Eaux pluviales,Toutes les municipalités,60,50.0
2016,Yukon,Eaux pluviales,Toutes les municipalités urbaines,60,0.0
2016,Yukon,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",60,
2016,Yukon,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",60,0.0
2016,Yukon,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",60,
2016,Yukon,Eaux pluviales,Toutes les municipalités rurales,60,100.0
2016,Yukon,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",60,100.0
2016,Yukon,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",60,
2016,Yukon,Eaux usées,Toutes les municipalités,60,50.0
2016,Yukon,Eaux usées,Toutes les municipalités urbaines,60,0.0
2016,Yukon,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",60,
2016,Yukon,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",60,0.0
2016,Yukon,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",60,
2016,Yukon,Eaux usées,Toutes les municipalités rurales,60,100.0
2016,Yukon,Eaux usées,"Municipalités rurales, population 1 à 4 999",60,100.0
2016,Yukon,Eaux usées,"Municipalités rurales, population 5 000 et plus",60,
2016,Yukon,Déchets solides,Toutes les municipalités,60,50.0
2016,Yukon,Déchets solides,Toutes les municipalités urbaines,60,0.0
2016,Yukon,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",60,
2016,Yukon,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",60,0.0
2016,Yukon,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",60,
2016,Yukon,Déchets solides,Toutes les municipalités rurales,60,100.0
2016,Yukon,Déchets solides,"Municipalités rurales, population 1 à 4 999",60,100.0
2016,Yukon,Déchets solides,"Municipalités rurales, population 5 000 et plus",60,
2016,Territoires du Nord-Ouest,Eau potable,Toutes les municipalités,61,16.67
2016,Territoires du Nord-Ouest,Eau potable,Toutes les municipalités urbaines,61,0.0
2016,Territoires du Nord-Ouest,Eau potable,"Municipalités urbaines, population de 1 à 4 999",61,
2016,Territoires du Nord-Ouest,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",61,0.0
2016,Territoires du Nord-Ouest,Eau potable,"Municipalités urbaines, population de 30 000 et plus",61,
2016,Territoires du Nord-Ouest,Eau potable,Toutes les municipalités rurales,61,20.0
2016,Territoires du Nord-Ouest,Eau potable,"Municipalités rurales, population 1 à 4 999",61,20.0
2016,Territoires du Nord-Ouest,Eau potable,"Municipalités rurales, population 5 000 et plus",61,
2016,Territoires du Nord-Ouest,Eaux pluviales,Toutes les municipalités,61,0.0
2016,Territoires du Nord-Ouest,Eaux pluviales,Toutes les municipalités urbaines,61,0.0
2016,Territoires du Nord-Ouest,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",61,
2016,Territoires du Nord-Ouest,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",61,0.0
2016,Territoires du Nord-Ouest,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",61,
2016,Territoires du Nord-Ouest,Eaux pluviales,Toutes les municipalités rurales,61,0.0
2016,Territoires du Nord-Ouest,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",61,0.0
2016,Territoires du Nord-Ouest,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",61,
2016,Territoires du Nord-Ouest,Eaux usées,Toutes les municipalités,61,16.67
2016,Territoires du Nord-Ouest,Eaux usées,Toutes les municipalités urbaines,61,0.0
2016,Territoires du Nord-Ouest,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",61,
2016,Territoires du Nord-Ouest,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",61,0.0
2016,Territoires du Nord-Ouest,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",61,
2016,Territoires du Nord-Ouest,Eaux usées,Toutes les municipalités rurales,61,20.0
2016,Territoires du Nord-Ouest,Eaux usées,"Municipalités rurales, population 1 à 4 999",61,20.0
2016,Territoires du Nord-Ouest,Eaux usées,"Municipalités rurales, population 5 000 et plus",61,
2016,Territoires du Nord-Ouest,Déchets solides,Toutes les municipalités,61,16.67
2016,Territoires du Nord-Ouest,Déchets solides,Toutes les municipalités urbaines,61,0.0
2016,Territoires du Nord-Ouest,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",61,
2016,Territoires du Nord-Ouest,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",61,0.0
2016,Territoires du Nord-Ouest,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",61,
2016,Territoires du Nord-Ouest,Déchets solides,Toutes les municipalités rurales,61,20.0
2016,Territoires du Nord-Ouest,Déchets solides,"Municipalités rurales, population 1 à 4 999",61,20.0
2016,Territoires du Nord-Ouest,Déchets solides,"Municipalités rurales, population 5 000 et plus",61,
2016,Nunavut,Eau potable,Toutes les municipalités,62,37.5
2016,Nunavut,Eau potable,Toutes les municipalités urbaines,62,
2016,Nunavut,Eau potable,"Municipalités urbaines, population de 1 à 4 999",62,
2016,Nunavut,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",62,
2016,Nunavut,Eau potable,"Municipalités urbaines, population de 30 000 et plus",62,
2016,Nunavut,Eau potable,Toutes les municipalités rurales,62,37.5
2016,Nunavut,Eau potable,"Municipalités rurales, population 1 à 4 999",62,28.57
2016,Nunavut,Eau potable,"Municipalités rurales, population 5 000 et plus",62,100.0
2016,Nunavut,Eaux pluviales,Toutes les municipalités,62,0.0
2016,Nunavut,Eaux pluviales,Toutes les municipalités urbaines,62,
2016,Nunavut,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",62,
2016,Nunavut,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",62,
2016,Nunavut,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",62,
2016,Nunavut,Eaux pluviales,Toutes les municipalités rurales,62,0.0
2016,Nunavut,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",62,0.0
2016,Nunavut,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",62,
2016,Nunavut,Eaux usées,Toutes les municipalités,62,40.0
2016,Nunavut,Eaux usées,Toutes les municipalités urbaines,62,
2016,Nunavut,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",62,
2016,Nunavut,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",62,
2016,Nunavut,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",62,
2016,Nunavut,Eaux usées,Toutes les municipalités rurales,62,40.0
2016,Nunavut,Eaux usées,"Municipalités rurales, population 1 à 4 999",62,44.44
2016,Nunavut,Eaux usées,"Municipalités rurales, population 5 000 et plus",62,0.0
2016,Nunavut,Déchets solides,Toutes les municipalités,62,33.33
2016,Nunavut,Déchets solides,Toutes les municipalités urbaines,62,
2016,Nunavut,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",62,
2016,Nunavut,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",62,
2016,Nunavut,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",62,
2016,Nunavut,Déchets solides,Toutes les municipalités rurales,62,33.33
2016,Nunavut,Déchets solides,"Municipalités rurales, population 1 à 4 999",62,36.36
2016,Nunavut,Déchets solides,"Municipalités rurales, population 5 000 et plus",62,0.0
2018,Canada,Eau potable,Toutes les municipalités,,42.47
2018,Canada,Eau potable,Toutes les municipalités urbaines,,55.5
2018,Canada,Eau potable,"Municipalités urbaines, population de 1 à 4 999",,50.76
2018,Canada,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",,63.74
2018,Canada,Eau potable,"Municipalités urbaines, population de 30 000 et plus",,52.46
2018,Canada,Eau potable,Toutes les municipalités rurales,,37.79
2018,Canada,Eau potable,"Municipalités rurales, population 1 à 4 999",,36.31
2018,Canada,Eau potable,"Municipalités rurales, population 5 000 et plus",,49.01
2018,Canada,Eaux pluviales,Toutes les municipalités,,50.18
2018,Canada,Eaux pluviales,Toutes les municipalités urbaines,,61.77
2018,Canada,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",,52.21
2018,Canada,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",,71.33
2018,Canada,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",,69.06
2018,Canada,Eaux pluviales,Toutes les municipalités rurales,,45.37
2018,Canada,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",,43.42
2018,Canada,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",,56.47
2018,Canada,Eaux usées,Toutes les municipalités,,43.9
2018,Canada,Eaux usées,Toutes les municipalités urbaines,,55.84
2018,Canada,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",,49.39
2018,Canada,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",,65.59
2018,Canada,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",,55.12
2018,Canada,Eaux usées,Toutes les municipalités rurales,,39.78
2018,Canada,Eaux usées,"Municipalités rurales, population 1 à 4 999",,38.21
2018,Canada,Eaux usées,"Municipalités rurales, population 5 000 et plus",,52.4
2018,Canada,Déchets solides,Toutes les municipalités,,30.16
2018,Canada,Déchets solides,Toutes les municipalités urbaines,,37.08
2018,Canada,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",,34.52
2018,Canada,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",,39.52
2018,Canada,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",,40.23
2018,Canada,Déchets solides,Toutes les municipalités rurales,,27.72
2018,Canada,Déchets solides,"Municipalités rurales, population 1 à 4 999",,27.35
2018,Canada,Déchets solides,"Municipalités rurales, population 5 000 et plus",,31.18
2018,Terre-Neuve-et-Labrador,Eau potable,Toutes les municipalités,10,36.97
2018,Terre-Neuve-et-Labrador,Eau potable,Toutes les municipalités urbaines,10,54.05
2018,Terre-Neuve-et-Labrador,Eau potable,"Municipalités urbaines, population de 1 à 4 999",10,36.36
2018,Terre-Neuve-et-Labrador,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",10,73.33
2018,Terre-Neuve-et-Labrador,Eau potable,"Municipalités urbaines, population de 30 000 et plus",10,100.0
2018,Terre-Neuve-et-Labrador,Eau potable,Toutes les municipalités rurales,10,34.55
2018,Terre-Neuve-et-Labrador,Eau potable,"Municipalités rurales, population 1 à 4 999",10,34.16
2018,Terre-Neuve-et-Labrador,Eau potable,"Municipalités rurales, population 5 000 et plus",10,33.33
2018,Terre-Neuve-et-Labrador,Eaux pluviales,Toutes les municipalités,10,50.6
2018,Terre-Neuve-et-Labrador,Eaux pluviales,Toutes les municipalités urbaines,10,67.65
2018,Terre-Neuve-et-Labrador,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",10,57.89
2018,Terre-Neuve-et-Labrador,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",10,73.33
2018,Terre-Neuve-et-Labrador,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",10,100.0
2018,Terre-Neuve-et-Labrador,Eaux pluviales,Toutes les municipalités rurales,10,46.27
2018,Terre-Neuve-et-Labrador,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",10,45.8
2018,Terre-Neuve-et-Labrador,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",10,66.67
2018,Terre-Neuve-et-Labrador,Eaux usées,Toutes les municipalités,10,36.4
2018,Terre-Neuve-et-Labrador,Eaux usées,Toutes les municipalités urbaines,10,54.05
2018,Terre-Neuve-et-Labrador,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",10,36.36
2018,Terre-Neuve-et-Labrador,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",10,73.33
2018,Terre-Neuve-et-Labrador,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",10,100.0
2018,Terre-Neuve-et-Labrador,Eaux usées,Toutes les municipalités rurales,10,33.76
2018,Terre-Neuve-et-Labrador,Eaux usées,"Municipalités rurales, population 1 à 4 999",10,33.33
2018,Terre-Neuve-et-Labrador,Eaux usées,"Municipalités rurales, population 5 000 et plus",10,66.67
2018,Terre-Neuve-et-Labrador,Déchets solides,Toutes les municipalités,10,34.68
2018,Terre-Neuve-et-Labrador,Déchets solides,Toutes les municipalités urbaines,10,54.17
2018,Terre-Neuve-et-Labrador,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",10,54.55
2018,Terre-Neuve-et-Labrador,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",10,50.0
2018,Terre-Neuve-et-Labrador,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",10,100.0
2018,Terre-Neuve-et-Labrador,Déchets solides,Toutes les municipalités rurales,10,31.54
2018,Terre-Neuve-et-Labrador,Déchets solides,"Municipalités rurales, population 1 à 4 999",10,29.93
2018,Terre-Neuve-et-Labrador,Déchets solides,"Municipalités rurales, population 5 000 et plus",10,100.0
2018,Île-du-Prince-Édouard,Eau potable,Toutes les municipalités,11,45.0
2018,Île-du-Prince-Édouard,Eau potable,Toutes les municipalités urbaines,11,44.44
2018,Île-du-Prince-Édouard,Eau potable,"Municipalités urbaines, population de 1 à 4 999",11,0.0
2018,Île-du-Prince-Édouard,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",11,100.0
2018,Île-du-Prince-Édouard,Eau potable,"Municipalités urbaines, population de 30 000 et plus",11,100.0
2018,Île-du-Prince-Édouard,Eau potable,Toutes les municipalités rurales,11,45.16
2018,Île-du-Prince-Édouard,Eau potable,"Municipalités rurales, population 1 à 4 999",11,37.93
2018,Île-du-Prince-Édouard,Eau potable,"Municipalités rurales, population 5 000 et plus",11,100.0
2018,Île-du-Prince-Édouard,Eaux pluviales,Toutes les municipalités,11,50.0
2018,Île-du-Prince-Édouard,Eaux pluviales,Toutes les municipalités urbaines,11,37.5
2018,Île-du-Prince-Édouard,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",11,0.0
2018,Île-du-Prince-Édouard,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",11,100.0
2018,Île-du-Prince-Édouard,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",11,100.0
2018,Île-du-Prince-Édouard,Eaux pluviales,Toutes les municipalités rurales,11,54.55
2018,Île-du-Prince-Édouard,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",11,54.55
2018,Île-du-Prince-Édouard,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",11,
2018,Île-du-Prince-Édouard,Eaux usées,Toutes les municipalités,11,35.8
2018,Île-du-Prince-Édouard,Eaux usées,Toutes les municipalités urbaines,11,21.43
2018,Île-du-Prince-Édouard,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",11,0.0
2018,Île-du-Prince-Édouard,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",11,100.0
2018,Île-du-Prince-Édouard,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",11,0.0
2018,Île-du-Prince-Édouard,Eaux usées,Toutes les municipalités rurales,11,38.81
2018,Île-du-Prince-Édouard,Eaux usées,"Municipalités rurales, population 1 à 4 999",11,36.92
2018,Île-du-Prince-Édouard,Eaux usées,"Municipalités rurales, population 5 000 et plus",11,100.0
2018,Île-du-Prince-Édouard,Déchets solides,Toutes les municipalités,11,0.0
2018,Île-du-Prince-Édouard,Déchets solides,Toutes les municipalités urbaines,11,
2018,Île-du-Prince-Édouard,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",11,
2018,Île-du-Prince-Édouard,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",11,
2018,Île-du-Prince-Édouard,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",11,
2018,Île-du-Prince-Édouard,Déchets solides,Toutes les municipalités rurales,11,0.0
2018,Île-du-Prince-Édouard,Déchets solides,"Municipalités rurales, population 1 à 4 999",11,0.0
2018,Île-du-Prince-Édouard,Déchets solides,"Municipalités rurales, population 5 000 et plus",11,
2018,Nouvelle-Écosse,Eau potable,Toutes les municipalités,12,58.49
2018,Nouvelle-Écosse,Eau potable,Toutes les municipalités urbaines,12,46.43
2018,Nouvelle-Écosse,Eau potable,"Municipalités urbaines, population de 1 à 4 999",12,52.38
2018,Nouvelle-Écosse,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",12,33.33
2018,Nouvelle-Écosse,Eau potable,"Municipalités urbaines, population de 30 000 et plus",12,0.0
2018,Nouvelle-Écosse,Eau potable,Toutes les municipalités rurales,12,72.0
2018,Nouvelle-Écosse,Eau potable,"Municipalités rurales, population 1 à 4 999",12,65.0
2018,Nouvelle-Écosse,Eau potable,"Municipalités rurales, population 5 000 et plus",12,66.67
2018,Nouvelle-Écosse,Eaux pluviales,Toutes les municipalités,12,76.36
2018,Nouvelle-Écosse,Eaux pluviales,Toutes les municipalités urbaines,12,58.62
2018,Nouvelle-Écosse,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",12,66.67
2018,Nouvelle-Écosse,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",12,42.86
2018,Nouvelle-Écosse,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",12,0.0
2018,Nouvelle-Écosse,Eaux pluviales,Toutes les municipalités rurales,12,96.15
2018,Nouvelle-Écosse,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",12,100.0
2018,Nouvelle-Écosse,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",12,87.5
2018,Nouvelle-Écosse,Eaux usées,Toutes les municipalités,12,68.57
2018,Nouvelle-Écosse,Eaux usées,Toutes les municipalités urbaines,12,55.17
2018,Nouvelle-Écosse,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",12,66.67
2018,Nouvelle-Écosse,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",12,28.57
2018,Nouvelle-Écosse,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",12,0.0
2018,Nouvelle-Écosse,Eaux usées,Toutes les municipalités rurales,12,78.05
2018,Nouvelle-Écosse,Eaux usées,"Municipalités rurales, population 1 à 4 999",12,78.57
2018,Nouvelle-Écosse,Eaux usées,"Municipalités rurales, population 5 000 et plus",12,76.92
2018,Nouvelle-Écosse,Déchets solides,Toutes les municipalités,12,42.86
2018,Nouvelle-Écosse,Déchets solides,Toutes les municipalités urbaines,12,33.33
2018,Nouvelle-Écosse,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",12,100.0
2018,Nouvelle-Écosse,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",12,0.0
2018,Nouvelle-Écosse,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",12,0.0
2018,Nouvelle-Écosse,Déchets solides,Toutes les municipalités rurales,12,47.62
2018,Nouvelle-Écosse,Déchets solides,"Municipalités rurales, population 1 à 4 999",12,58.33
2018,Nouvelle-Écosse,Déchets solides,"Municipalités rurales, population 5 000 et plus",12,33.33
2018,Nouveau-Brunswick,Eau potable,Toutes les municipalités,13,64.0
2018,Nouveau-Brunswick,Eau potable,Toutes les municipalités urbaines,13,58.54
2018,Nouveau-Brunswick,Eau potable,"Municipalités urbaines, population de 1 à 4 999",13,50.0
2018,Nouveau-Brunswick,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",13,78.57
2018,Nouveau-Brunswick,Eau potable,"Municipalités urbaines, population de 30 000 et plus",13,33.33
2018,Nouveau-Brunswick,Eau potable,Toutes les municipalités rurales,13,66.06
2018,Nouveau-Brunswick,Eau potable,"Municipalités rurales, population 1 à 4 999",13,65.38
2018,Nouveau-Brunswick,Eau potable,"Municipalités rurales, population 5 000 et plus",13,100.0
2018,Nouveau-Brunswick,Eaux pluviales,Toutes les municipalités,13,60.75
2018,Nouveau-Brunswick,Eaux pluviales,Toutes les municipalités urbaines,13,72.09
2018,Nouveau-Brunswick,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",13,58.33
2018,Nouveau-Brunswick,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",13,87.5
2018,Nouveau-Brunswick,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",13,66.67
2018,Nouveau-Brunswick,Eaux pluviales,Toutes les municipalités rurales,13,58.82
2018,Nouveau-Brunswick,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",13,57.58
2018,Nouveau-Brunswick,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",13,100.0
2018,Nouveau-Brunswick,Eaux usées,Toutes les municipalités,13,61.93
2018,Nouveau-Brunswick,Eaux usées,Toutes les municipalités urbaines,13,59.52
2018,Nouveau-Brunswick,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",13,50.0
2018,Nouveau-Brunswick,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",13,80.0
2018,Nouveau-Brunswick,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",13,33.33
2018,Nouveau-Brunswick,Eaux usées,Toutes les municipalités rurales,13,61.94
2018,Nouveau-Brunswick,Eaux usées,"Municipalités rurales, population 1 à 4 999",13,61.33
2018,Nouveau-Brunswick,Eaux usées,"Municipalités rurales, population 5 000 et plus",13,100.0
2018,Nouveau-Brunswick,Déchets solides,Toutes les municipalités,13,37.78
2018,Nouveau-Brunswick,Déchets solides,Toutes les municipalités urbaines,13,36.36
2018,Nouveau-Brunswick,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",13,60.0
2018,Nouveau-Brunswick,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",13,0.0
2018,Nouveau-Brunswick,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",13,50.0
2018,Nouveau-Brunswick,Déchets solides,Toutes les municipalités rurales,13,39.24
2018,Nouveau-Brunswick,Déchets solides,"Municipalités rurales, population 1 à 4 999",13,39.74
2018,Nouveau-Brunswick,Déchets solides,"Municipalités rurales, population 5 000 et plus",13,0.0
2018,Québec,Eau potable,Toutes les municipalités,24,46.52
2018,Québec,Eau potable,Toutes les municipalités urbaines,24,64.97
2018,Québec,Eau potable,"Municipalités urbaines, population de 1 à 4 999",24,59.57
2018,Québec,Eau potable,"Municipalités urbaines, population de 5 000 à 29 999",24,67.53
2018,Québec,Eau potable,"Municipalités urbaines, population de 30 000 et plus",24,66.67
2018,Québec,Eau potable,Toutes les municipalités rurales,24,42.26
2018,Québec,Eau potable,"Municipalités rurales, population 1 à 4 999",24,41.24
2018,Québec,Eau potable,"Municipalités rurales, population 5 000 et plus",24,52.38
2018,Québec,Eaux pluviales,Toutes les municipalités,24,50.29
2018,Québec,Eaux pluviales,Toutes les municipalités urbaines,24,71.61
2018,Québec,Eaux pluviales,"Municipalités urbaines, population de 1 à 4 999",24,64.44
2018,Québec,Eaux pluviales,"Municipalités urbaines, population de 5 000 à 29 999",24,76.62
2018,Québec,Eaux pluviales,"Municipalités urbaines, population de 30 000 et plus",24,72.73
2018,Québec,Eaux pluviales,Toutes les municipalités rurales,24,45.49
2018,Québec,Eaux pluviales,"Municipalités rurales, population 1 à 4 999",24,44.09
2018,Québec,Eaux pluviales,"Municipalités rurales, population 5 000 et plus",24,59.38
2018,Québec,Eaux usées,Toutes les municipalités,24,46.24
2018,Québec,Eaux usées,Toutes les municipalités urbaines,24,64.33
2018,Québec,Eaux usées,"Municipalités urbaines, population de 1 à 4 999",24,54.17
2018,Québec,Eaux usées,"Municipalités urbaines, population de 5 000 à 29 999",24,69.74
2018,Québec,Eaux usées,"Municipalités urbaines, population de 30 000 et plus",24,66.67
2018,Québec,Eaux usées,Toutes les municipalités rurales,24,42.38
2018,Québec,Eaux usées,"Municipalités rurales, population 1 à 4 999",24,41.61
2018,Québec,Eaux usées,"Municipalités rurales, population 5 000 et plus",24,50.79
2018,Québec,Déchets solides,Toutes les municipalités,24,32.55
2018,Québec,Déchets solides,Toutes les municipalités urbaines,24,48.44
2018,Québec,Déchets solides,"Municipalités urbaines, population de 1 à 4 999",24,50.0
2018,Québec,Déchets solides,"Municipalités urbaines, population de 5 000 à 29 999",24,51.52
2018,Québec,Déchets solides,"Municipalités urbaines, population de 30 000 et plus",24,40.0
2018,Québec,Déchets solides,Toutes les municipalités rurales,24,28.21
2018,Québec,Déchets solides,"Municipalités rurales, population 1 à 4 999",24,28.23
2018,Québec,Déchets solides,"Municipalités rurales, population 5 000 et plus",24,28.0
2018,Ontario,Eau potable,Toutes les municipalités,35,41.53
2018,Ontario,Eau potable,Toutes les municipalités urbaines,35,43.96
