Year,Géographie,GeoCode,Value
2015,,,55.6
2015,Total pour les régions autres que les régions métropolitaines de recensement,,66.3
2015,Total pour les régions métropolitaines de recensement,,51.6
2015,Terre-Neuve-et-Labrador,10,36.0
2015,"St. John's, Terre-Neuve-et-Labrador",10001,16.5
2015,Île-du-Prince-Édouard,11,53.9
2015,Nouvelle-Écosse,12,146.0
2015,"Halifax, Nouvelle-Écosse",12205,154.4
2015,Nouveau-Brunswick,13,73.6
2015,"Moncton, Nouveau-Brunswick",13305,81.3
2015,Québec,24,26.3
2015,"Saguenay, Québec",24408,26.9
2015,"Sherbrooke, Québec",24433,62.9
2015,"Trois-Rivières, Québec",24442,30.2
2015,"Montréal, Québec",24462,23.8
2015,"Ottawa-Gatineau, partie québécoise",24505,47.9
2015,Ontario,35,56.2
2015,"Ottawa-Gatineau, partie ontarienne",35505,52.6
2015,"Kingston, Ontario",35521,46.0
2015,"Peterborough, Ontario",35529,102.0
2015,"Toronto, Ontario",35535,37.4
2015,"Hamilton, Ontario",35537,61.5
2015,"St. Catharines-Niagara, Ontario",35539,77.7
2015,"Kitchener-Cambridge-Waterloo, Ontario",35541,132.2
2015,"Brantford, Ontario",35543,229.4
2015,"Guelph, Ontario",35550,111.9
2015,"London, Ontario",35555,63.9
2015,"Windsor, Ontario",35559,36.8
2015,"Barrie, Ontario",35568,23.9
2015,"Grand Sudbury, Ontario",35580,166.8
2015,"Thunder Bay, Ontario",35595,59.3
2015,Manitoba,46,23.3
2015,"Winnipeg, Manitoba",46602,15.2
2015,Saskatchewan,47,61.3
2015,"Regina, Saskatchewan",47705,14.8
2015,"Saskatoon, Saskatchewan",47725,58.3
2015,Alberta,48,69.1
2015,"Edmonton, Alberta",48835,64.0
2015,Colombie-Britannique,59,85.9
2015,"Kelowna, Colombie-Britannique",59915,97.4
2015,"Abbotsford-Mission, Colombie-Britannique",59932,68.3
2015,"Vancouver, Colombie-Britannique",59933,83.3
2015,"Victoria, Colombie-Britannique",59935,149.5
2015,Yukon,60,96.2
2015,Territoires du Nord-Ouest,61,88.5
2015,Nunavut,62,16.3
2016,,,74.1
2016,Total pour les régions autres que les régions métropolitaines de recensement,,80.3
2016,Total pour les régions métropolitaines de recensement,,72.0
2016,Terre-Neuve-et-Labrador,10,41.0
2016,"St. John's, Terre-Neuve-et-Labrador",10001,23.5
2016,Île-du-Prince-Édouard,11,77.1
2016,Nouvelle-Écosse,12,138.3
2016,"Halifax, Nouvelle-Écosse",12205,124.3
2016,Nouveau-Brunswick,13,82.9
2016,"Moncton, Nouveau-Brunswick",13305,61.5
2016,Québec,24,37.7
2016,"Saguenay, Québec",24408,30.9
2016,"Québec, Québec",24421,65.6
2016,"Sherbrooke, Québec",24433,67.3
2016,"Trois-Rivières, Québec",24442,30.3
2016,"Montréal, Québec",24462,27.2
2016,"Ottawa-Gatineau, partie québécoise",24505,89.0
2016,Ontario,35,70.8
2016,"Ottawa-Gatineau, partie ontarienne",35505,73.2
2016,"Kingston, Ontario",35521,61.9
2016,"Belleville-Quinte West, Ontario",35522,90.1
2016,"Peterborough, Ontario",35529,129.5
2016,"Toronto, Ontario",35535,47.9
2016,"Hamilton, Ontario",35537,68.6
2016,"St. Catharines-Niagara, Ontario",35539,101.8
2016,"Kitchener-Cambridge-Waterloo, Ontario",35541,126.0
2016,"Brantford, Ontario",35543,290.6
2016,"Guelph, Ontario",35550,172.8
2016,"London, Ontario",35555,83.6
2016,"Windsor, Ontario",35559,43.4
2016,"Barrie, Ontario",35568,43.0
2016,"Grand Sudbury, Ontario",35580,230.0
2016,"Thunder Bay, Ontario",35595,94.9
2016,Manitoba,46,44.0
2016,"Winnipeg, Manitoba",46602,40.7
2016,Saskatchewan,47,77.8
2016,"Regina, Saskatchewan",47705,44.4
2016,"Saskatoon, Saskatchewan",47725,61.8
2016,Alberta,48,98.7
2016,"Lethbridge, Alberta",48810,156.1
2016,"Calgary, Alberta",48825,74.3
2016,"Edmonton, Alberta",48835,108.4
2016,Colombie-Britannique,59,125.6
2016,"Kelowna, Colombie-Britannique",59915,135.8
2016,"Abbotsford-Mission, Colombie-Britannique",59932,115.0
2016,"Vancouver, Colombie-Britannique",59933,139.3
2016,"Victoria, Colombie-Britannique",59935,136.8
2016,Yukon,60,85.6
2016,Territoires du Nord-Ouest,61,69.5
2016,Nunavut,62,46.0
2017,,,81.7
2017,Total pour les régions autres que les régions métropolitaines de recensement,,84.1
2017,Total pour les régions métropolitaines de recensement,,80.9
2017,Terre-Neuve-et-Labrador,10,53.0
2017,"St. John's, Terre-Neuve-et-Labrador",10001,21.0
2017,Île-du-Prince-Édouard,11,70.9
2017,Nouvelle-Écosse,12,177.3
2017,"Halifax, Nouvelle-Écosse",12205,121.7
2017,Nouveau-Brunswick,13,116.1
2017,"Moncton, Nouveau-Brunswick",13305,93.0
2017,Québec,24,42.3
2017,"Saguenay, Québec",24408,29.2
2017,"Québec, Québec",24421,72.4
2017,"Sherbrooke, Québec",24433,72.6
2017,"Trois-Rivières, Québec",24442,38.5
2017,"Montréal, Québec",24462,32.2
2017,"Ottawa-Gatineau, partie québécoise",24505,145.7
2017,Ontario,35,80.7
2017,"Ottawa-Gatineau, partie ontarienne",35505,123.5
2017,"Kingston, Ontario",35521,72.8
2017,"Belleville-Quinte West, Ontario",35522,33.9
2017,"Peterborough, Ontario",35529,114.1
2017,"Toronto, Ontario",35535,50.8
2017,"Hamilton, Ontario",35537,56.2
2017,"St. Catharines-Niagara, Ontario",35539,111.2
2017,"Kitchener-Cambridge-Waterloo, Ontario",35541,196.8
2017,"Brantford, Ontario",35543,198.5
2017,"Guelph, Ontario",35550,198.0
2017,"London, Ontario",35555,64.3
2017,"Windsor, Ontario",35559,52.9
2017,"Barrie, Ontario",35568,42.3
2017,"Grand Sudbury, Ontario",35580,350.5
2017,"Thunder Bay, Ontario",35595,83.9
2017,Manitoba,46,54.9
2017,"Winnipeg, Manitoba",46602,56.6
2017,Saskatchewan,47,78.9
2017,"Regina, Saskatchewan",47705,41.3
2017,"Saskatoon, Saskatchewan",47725,64.1
2017,Alberta,48,109.8
2017,"Lethbridge, Alberta",48810,175.1
2017,"Calgary, Alberta",48825,116.2
2017,"Edmonton, Alberta",48835,117.7
2017,Colombie-Britannique,59,113.6
2017,"Kelowna, Colombie-Britannique",59915,103.1
2017,"Abbotsford-Mission, Colombie-Britannique",59932,124.8
2017,"Vancouver, Colombie-Britannique",59933,129.1
2017,"Victoria, Colombie-Britannique",59935,133.0
2017,Yukon,60,101.2
2017,Territoires du Nord-Ouest,61,76.1
2017,Nunavut,62,53.1
2018,,,92.0
2018,Total pour les régions autres que les régions métropolitaines de recensement,,91.0
2018,Total pour les régions métropolitaines de recensement,,92.5
2018,Terre-Neuve-et-Labrador,10,79.5
2018,"St. John's, Terre-Neuve-et-Labrador",10001,31.3
2018,Île-du-Prince-Édouard,11,79.6
2018,Nouvelle-Écosse,12,235.2
2018,"Halifax, Nouvelle-Écosse",12205,211.6
2018,Nouveau-Brunswick,13,133.6
2018,"Moncton, Nouveau-Brunswick",13305,136.7
2018,Québec,24,48.1
2018,"Saguenay, Québec",24408,27.4
2018,"Québec, Québec",24421,97.8
2018,"Sherbrooke, Québec",24433,68.0
2018,"Trois-Rivières, Québec",24442,49.8
2018,"Montréal, Québec",24462,36.5
2018,"Ottawa-Gatineau, partie québécoise",24505,127.1
2018,Ontario,35,74.8
2018,"Ottawa-Gatineau, partie ontarienne",35505,132.6
2018,"Kingston, Ontario",35521,62.9
2018,"Belleville-Quinte West, Ontario",35522,50.6
2018,"Peterborough, Ontario",35529,102.2
2018,"Toronto, Ontario",35535,48.1
2018,"Hamilton, Ontario",35537,38.8
2018,"St. Catharines-Niagara, Ontario",35539,126.9
2018,"Kitchener-Cambridge-Waterloo, Ontario",35541,203.4
2018,"Brantford, Ontario",35543,191.8
2018,"Guelph, Ontario",35550,160.9
2018,"London, Ontario",35555,58.4
2018,"Windsor, Ontario",35559,51.0
2018,"Barrie, Ontario",35568,53.1
2018,"Grand Sudbury, Ontario",35580,171.1
2018,"Thunder Bay, Ontario",35595,48.4
2018,Manitoba,46,65.7
2018,"Winnipeg, Manitoba",46602,68.1
2018,Saskatchewan,47,108.0
2018,"Regina, Saskatchewan",47705,67.7
2018,"Saskatoon, Saskatchewan",47725,96.7
2018,Alberta,48,140.6
2018,"Lethbridge, Alberta",48810,313.0
2018,"Calgary, Alberta",48825,164.8
2018,"Edmonton, Alberta",48835,144.6
2018,Colombie-Britannique,59,143.9
2018,"Kelowna, Colombie-Britannique",59915,121.3
2018,"Abbotsford-Mission, Colombie-Britannique",59932,207.8
2018,"Vancouver, Colombie-Britannique",59933,161.8
2018,"Victoria, Colombie-Britannique",59935,166.0
2018,Yukon,60,121.3
2018,Territoires du Nord-Ouest,61,125.7
2018,Nunavut,62,52.2
2019,,,129.2
2019,Total pour les régions autres que les régions métropolitaines de recensement,,110.6
2019,Total pour les régions métropolitaines de recensement,,136.4
2019,Terre-Neuve-et-Labrador,10,118.0
2019,"St. John's, Terre-Neuve-et-Labrador",10001,40.5
2019,Île-du-Prince-Édouard,11,102.9
2019,Nouvelle-Écosse,12,294.9
2019,"Halifax, Nouvelle-Écosse",12205,315.6
2019,Nouveau-Brunswick,13,150.1
2019,"Moncton, Nouveau-Brunswick",13305,145.4
2019,Québec,24,58.1
2019,"Saguenay, Québec",24408,33.9
2019,"Québec, Québec",24421,124.1
2019,"Sherbrooke, Québec",24433,71.8
2019,"Trois-Rivières, Québec",24442,78.6
2019,"Montréal, Québec",24462,41.3
2019,"Ottawa-Gatineau, partie québécoise",24505,148.9
2019,Ontario,35,129.5
2019,"Ottawa-Gatineau, partie ontarienne",35505,154.6
2019,"Kingston, Ontario",35521,94.2
2019,"Belleville-Quinte West, Ontario",35522,60.4
2019,"Peterborough, Ontario",35529,175.5
2019,"Toronto, Ontario",35535,150.7
2019,"Hamilton, Ontario",35537,51.5
2019,"St. Catharines-Niagara, Ontario",35539,226.2
2019,"Kitchener-Cambridge-Waterloo, Ontario",35541,261.5
2019,"Brantford, Ontario",35543,211.3
2019,"Guelph, Ontario",35550,201.7
2019,"London, Ontario",35555,79.5
2019,"Windsor, Ontario",35559,64.7
2019,"Barrie, Ontario",35568,74.3
2019,"Grand Sudbury, Ontario",35580,192.1
2019,"Thunder Bay, Ontario",35595,74.8
2019,Manitoba,46,106.5
2019,"Winnipeg, Manitoba",46602,125.0
2019,Saskatchewan,47,92.8
2019,"Regina, Saskatchewan",47705,62.2
2019,"Saskatoon, Saskatchewan",47725,103.9
2019,Alberta,48,166.1
2019,"Lethbridge, Alberta",48810,337.8
2019,"Calgary, Alberta",48825,167.9
2019,"Edmonton, Alberta",48835,197.7
2019,Colombie-Britannique,59,195.8
2019,"Kelowna, Colombie-Britannique",59915,179.6
2019,"Abbotsford-Mission, Colombie-Britannique",59932,203.2
2019,"Vancouver, Colombie-Britannique",59933,221.5
2019,"Victoria, Colombie-Britannique",59935,182.0
2019,Yukon,60,152.7
2019,Territoires du Nord-Ouest,61,132.8
2019,Nunavut,62,77.2
2020,,,171.9
2020,Total pour les régions autres que les régions métropolitaines de recensement,,135.0
2020,Total pour les régions métropolitaines de recensement,,186.0
2020,Terre-Neuve-et-Labrador,10,144.2
2020,"St. John's, Terre-Neuve-et-Labrador",10001,60.4
2020,Île-du-Prince-Édouard,11,128.4
2020,Nouvelle-Écosse,12,301.1
2020,"Halifax, Nouvelle-Écosse",12205,310.5
2020,Nouveau-Brunswick,13,189.7
2020,"Moncton, Nouveau-Brunswick",13305,171.4
2020,"Saint John, Nouveau-Brunswick",13310,135.7
2020,Québec,24,79.2
2020,"Saguenay, Québec",24408,55.2
2020,"Québec, Québec",24421,92.6
2020,"Sherbrooke, Québec",24433,139.9
2020,"Trois-Rivières, Québec",24442,177.3
2020,"Montréal, Québec",24462,60.9
2020,"Ottawa-Gatineau, partie québécoise",24505,253.8
2020,Ontario,35,181.1
2020,"Ottawa-Gatineau, partie ontarienne",35505,207.1
2020,"Kingston, Ontario",35521,246.7
2020,"Belleville-Quinte West, Ontario",35522,70.5
2020,"Peterborough, Ontario",35529,226.9
2020,"Toronto, Ontario",35535,208.8
2020,"Hamilton, Ontario",35537,68.0
2020,"St. Catharines-Niagara, Ontario",35539,422.5
2020,"Kitchener-Cambridge-Waterloo, Ontario",35541,414.9
2020,"Brantford, Ontario",35543,266.9
2020,"Guelph, Ontario",35550,247.6
2020,"London, Ontario",35555,46.5
2020,"Windsor, Ontario",35559,103.8
2020,"Barrie, Ontario",35568,109.3
2020,"Grand Sudbury, Ontario",35580,345.0
2020,"Thunder Bay, Ontario",35595,83.0
2020,Manitoba,46,144.2
2020,"Winnipeg, Manitoba",46602,182.2
2020,Saskatchewan,47,127.7
2020,"Regina, Saskatchewan",47705,62.4
2020,"Saskatoon, Saskatchewan",47725,205.2
2020,Alberta,48,178.2
2020,"Lethbridge, Alberta",48810,343.0
2020,"Calgary, Alberta",48825,186.9
2020,"Edmonton, Alberta",48835,220.0
2020,Colombie-Britannique,59,285.3
2020,"Kelowna, Colombie-Britannique",59915,246.3
2020,"Abbotsford-Mission, Colombie-Britannique",59932,358.1
2020,"Vancouver, Colombie-Britannique",59933,320.8
2020,"Victoria, Colombie-Britannique",59935,298.9
2020,Yukon,60,192.8
2020,Territoires du Nord-Ouest,61,202.2
2020,Nunavut,62,139.3
2021,,,188.1
2021,Total pour les régions autres que les régions métropolitaines de recensement,,144.4
2021,Total pour les régions métropolitaines de recensement,,203.3
2021,Terre-Neuve-et-Labrador,10,140.2
2021,"St. John's, Terre-Neuve-et-Labrador",10001,68.6
2021,Île-du-Prince-Édouard,11,139.0
2021,Nouvelle-Écosse,12,293.0
2021,"Halifax, Nouvelle-Écosse",12205,304.7
2021,Nouveau-Brunswick,13,195.7
2021,"Moncton, Nouveau-Brunswick",13305,190.9
2021,"Saint John, Nouveau-Brunswick",13310,107.0
2021,"Fredericton, Nouveau-Brunswick",13320,229.7
2021,Québec,24,97.7
2021,"Saguenay, Québec",24408,50.4
2021,"Québec, Québec",24421,135.1
2021,"Sherbrooke, Québec",24433,132.7
2021,"Trois-Rivières, Québec",24442,268.7
2021,"Drummondville, Québec",24447,149.9
2021,"Montréal, Québec",24462,74.1
2021,"Ottawa-Gatineau, partie québécoise",24505,274.6
2021,Ontario,35,197.0
2021,"Ottawa-Gatineau, partie ontarienne",35505,232.5
2021,"Kingston, Ontario",35521,248.1
2021,"Belleville-Quinte West, Ontario",35522,114.6
2021,"Peterborough, Ontario",35529,155.6
2021,"Toronto, Ontario",35535,196.9
2021,"Hamilton, Ontario",35537,121.7
2021,"St. Catharines-Niagara, Ontario",35539,517.5
2021,"Kitchener-Cambridge-Waterloo, Ontario",35541,539.3
2021,"Brantford, Ontario",35543,320.7
2021,"Guelph, Ontario",35550,258.9
2021,"London, Ontario",35555,50.9
2021,"Windsor, Ontario",35559,149.4
2021,"Barrie, Ontario",35568,153.4
2021,"Grand Sudbury, Ontario",35580,418.6
2021,"Thunder Bay, Ontario",35595,148.7
2021,Manitoba,46,156.8
2021,"Winnipeg, Manitoba",46602,185.4
2021,Saskatchewan,47,163.8
2021,"Regina, Saskatchewan",47705,87.1
2021,"Saskatoon, Saskatchewan",47725,255.3
2021,Alberta,48,194.9
2021,"Lethbridge, Alberta",48810,394.0
2021,"Calgary, Alberta",48825,202.9
2021,"Red Deer, Alberta",48830,269.3
2021,"Edmonton, Alberta",48835,237.8
2021,Colombie-Britannique,59,302.7
2021,"Kelowna, Colombie-Britannique",59915,321.5
2021,"Kamloops, Colombie-Britannique",59925,190.0
2021,"Chilliwack, Colombie-Britannique",59930,605.6
2021,"Abbotsford-Mission, Colombie-Britannique",59932,451.0
2021,"Vancouver, Colombie-Britannique",59933,318.8
2021,"Victoria, Colombie-Britannique",59935,334.3
2021,"Nanaimo, Colombie-Britannique",59938,183.1
2021,Yukon,60,216.4
2021,Territoires du Nord-Ouest,61,228.8
2021,Nunavut,62,147.2
2022,,,206.7
2022,Total pour les régions autres que les régions métropolitaines de recensement,,155.7
2022,Total pour les régions métropolitaines de recensement,,224.1
2022,Terre-Neuve-et-Labrador,10,171.5
2022,"St. John's, Terre-Neuve-et-Labrador",10001,85.7
2022,Île-du-Prince-Édouard,11,152.8
2022,Nouvelle-Écosse,12,313.2
2022,"Halifax, Nouvelle-Écosse",12205,330.8
2022,Nouveau-Brunswick,13,216.4
2022,"Moncton, Nouveau-Brunswick",13305,220.7
2022,"Saint John, Nouveau-Brunswick",13310,111.0
2022,"Fredericton, Nouveau-Brunswick",13320,199.3
2022,Québec,24,99.3
2022,"Saguenay, Québec",24408,43.9
2022,"Québec, Québec",24421,124.6
2022,"Sherbrooke, Québec",24433,128.1
2022,"Trois-Rivières, Québec",24442,177.0
2022,"Drummondville, Québec",24447,144.1
2022,"Montréal, Québec",24462,75.4
2022,"Ottawa-Gatineau, partie québécoise",24505,300.9
2022,Ontario,35,217.4
2022,"Ottawa-Gatineau, partie ontarienne",35505,223.2
2022,"Kingston, Ontario",35521,215.9
2022,"Belleville-Quinte West, Ontario",35522,84.7
2022,"Peterborough, Ontario",35529,187.6
2022,"Toronto, Ontario",35535,241.6
2022,"Hamilton, Ontario",35537,165.6
2022,"St. Catharines-Niagara, Ontario",35539,404.3
2022,"Kitchener-Cambridge-Waterloo, Ontario",35541,591.5
2022,"Brantford, Ontario",35543,306.1
2022,"Guelph, Ontario",35550,223.3
2022,"London, Ontario",35555,100.9
