Year,Value
2015 Q4,178.2
2016 Q4,187.1
2017 Q4,187.3
2018 Q4,188.7
2019 Q4,187.7
2020 Q4,175.2
2021 Q4,181.5
2022 Q4,178.5
2023 Q4,175.0
2024 Q4,170.2
